,Cecum,Ascending colon,Hepatic flexure of colon,Transverse colon,Descending colon,Sigmoid colon,Rectosigmoid junction,"Rectum, NOS",species,genus
626935,0.2400000000000002,0.25,0.14000000000000012,0.25,0.16000000000000014,0.29000000000000004,0.31999999999999984,0.30000000000000027,Collinsella_tanakaei,Collinsella
626934,0.27,0.27,0.1200000000000001,0.22999999999999998,0.16999999999999993,0.31000000000000005,0.29000000000000004,0.31999999999999984,Slackia_piriformis,Slackia
332056,0.25,0.2400000000000002,0.16000000000000014,0.25,0.1200000000000001,0.28000000000000025,0.30000000000000027,0.28000000000000025,Sphingobium_japonicum,Sphingobium
151895,0.26000000000000023,0.25,0.1200000000000001,0.2400000000000002,0.14000000000000012,0.30000000000000027,0.31999999999999984,0.30000000000000027,Pseudopedobacter_saltans,Pseudopedobacter
119219,0.25,0.2400000000000002,0.18999999999999995,0.29000000000000004,0.27,0.26000000000000023,0.3799999999999999,0.3700000000000001,Cupriavidus_metallidurans,Cupriavidus
430522,0.27,0.25,0.10999999999999988,0.2400000000000002,0.10000000000000009,0.31000000000000005,0.33999999999999986,0.31999999999999984,Pedobacter_steynii,Pedobacter
168384,0.30000000000000027,0.33000000000000007,0.20999999999999996,0.30000000000000027,0.10000000000000009,0.29000000000000004,0.29000000000000004,0.3500000000000001,Marvinbryantia_formatexigens,Marvinbryantia
266762,0.2400000000000002,0.26000000000000023,0.14000000000000012,0.26000000000000023,0.1499999999999999,0.30000000000000027,0.33999999999999986,0.31999999999999984,Porphyromonas_gingivicanis,Porphyromonas
168471,0.25,0.22999999999999998,0.14000000000000012,0.25,0.10999999999999988,0.28000000000000025,0.30000000000000027,0.29000000000000004,Laribacter_hongkongensis,Laribacter
397865,0.29000000000000004,0.29000000000000004,0.1499999999999999,0.2400000000000002,0.10999999999999988,0.28000000000000025,0.26000000000000023,0.31999999999999984,Barnesiella_viscericola,Barnesiella
86665,0.26000000000000023,0.25,0.1200000000000001,0.27,0.08000000000000007,0.30000000000000027,0.31000000000000005,0.31000000000000005,Bacillus_halodurans,Bacillus
53972,0.26000000000000023,0.2400000000000002,0.14000000000000012,0.25,0.1200000000000001,0.27,0.30000000000000027,0.30000000000000027,Rhodococcus_corynebacterioides,Rhodococcus
545533,0.25,0.25,0.1299999999999999,0.25,0.08999999999999986,0.28000000000000025,0.28000000000000025,0.28000000000000025,Alishewanella_jeotgali,Alishewanella
37752,0.31000000000000005,0.26000000000000023,0.1299999999999999,0.27,0.10000000000000009,0.3500000000000001,0.33999999999999986,0.33000000000000007,Flavobacterium_hibernum,Flavobacterium
152480,0.28000000000000025,0.2400000000000002,0.14000000000000012,0.20999999999999996,0.18999999999999995,0.28000000000000025,0.33999999999999986,0.31000000000000005,Burkholderia_ambifaria,Burkholderia
185293,0.25,0.26000000000000023,0.10000000000000009,0.27,0.16000000000000014,0.28000000000000025,0.29000000000000004,0.31000000000000005,Prevotella_oryzae,Prevotella
185300,0.25,0.27,0.1299999999999999,0.25,0.1499999999999999,0.29000000000000004,0.28000000000000025,0.29000000000000004,Paludibacter_propionicigenes,Paludibacter
37915,0.29000000000000004,0.28000000000000025,0.16999999999999993,0.30000000000000027,0.1299999999999999,0.33000000000000007,0.33000000000000007,0.33000000000000007,Dietzia_maris,Dietzia
37919,0.25,0.25,0.1299999999999999,0.25,0.10999999999999988,0.27,0.28000000000000025,0.30000000000000027,Rhodococcus_opacus,Rhodococcus
37928,0.25,0.25,0.10999999999999988,0.27,0.20999999999999996,0.29000000000000004,0.27,0.31000000000000005,Arthrobacter_crystallopoietes,Arthrobacter
283734,0.30000000000000027,0.22999999999999998,0.14000000000000012,0.25,0.1200000000000001,0.30000000000000027,0.29000000000000004,0.31000000000000005,Staphylococcus_pseudintermedius,Staphylococcus
70775,0.25,0.22999999999999998,0.14000000000000012,0.25,0.10999999999999988,0.28000000000000025,0.30000000000000027,0.29000000000000004,Pseudomonas_plecoglossicida,Pseudomonas
70863,0.25,0.25,0.14000000000000012,0.2200000000000002,0.10999999999999988,0.27,0.31000000000000005,0.29000000000000004,Shewanella_oneidensis,Shewanella
169292,0.29000000000000004,0.31000000000000005,0.16999999999999993,0.29000000000000004,0.18000000000000016,0.30000000000000027,0.27,0.31999999999999984,Corynebacterium_aurimucosum,Corynebacterium
70995,0.25,0.25,0.1200000000000001,0.25,0.10999999999999988,0.27,0.28000000000000025,0.29000000000000004,Lewinella_cohaerens,Lewinella
284016,0.31999999999999984,0.26000000000000023,0.16999999999999993,0.31000000000000005,0.16000000000000014,0.3599999999999999,0.27,0.29000000000000004,Phenylobacterium_zucineum,Phenylobacterium
103817,0.30000000000000027,0.31999999999999984,0.26000000000000023,0.31000000000000005,0.3799999999999999,0.3799999999999999,0.3700000000000001,0.3500000000000001,Janibacter_terrae,Janibacter
38284,0.4700000000000002,0.45999999999999996,0.3799999999999999,0.5500000000000003,0.31999999999999984,0.45999999999999996,0.41000000000000014,0.4500000000000002,Corynebacterium_accolens,Corynebacterium
284042,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Streptomyces_violaceorubidus,Streptomyces
38288,0.41000000000000014,0.3500000000000001,0.31000000000000005,0.3999999999999999,0.29000000000000004,0.3500000000000001,0.3700000000000001,0.3999999999999999,Corynebacterium_genitalium,Corynebacterium
38303,2.0300000000000002,1.83,1.1,1.9000000000000001,2.12,1.62,2.73,2.3600000000000003,Corynebacterium_pseudogenitalium,Corynebacterium
38313,0.22999999999999998,0.26000000000000023,0.1499999999999999,0.31000000000000005,0.1299999999999999,0.30000000000000027,0.3500000000000001,0.31999999999999984,Shewanella_algae,Shewanella
54736,0.25,0.25,0.14000000000000012,0.25,0.10000000000000009,0.28000000000000025,0.31000000000000005,0.30000000000000027,Salmonella_bongori,Salmonella
169435,0.26000000000000023,0.30000000000000027,0.1499999999999999,0.25,0.1299999999999999,0.28000000000000025,0.22999999999999998,0.29000000000000004,Anaerotruncus_colihominis,Anaerotruncus
1463837,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.26000000000000023,0.30000000000000027,0.29000000000000004,Streptomyces_sp._NRRL_B-3253,Streptomyces
333367,0.29000000000000004,0.33999999999999986,0.20999999999999996,0.31000000000000005,0.22999999999999998,0.33000000000000007,0.29000000000000004,0.3799999999999999,[Clostridium]_asparagiforme,[Clostridium]
136857,0.29000000000000004,0.22999999999999998,0.1299999999999999,0.26000000000000023,0.1499999999999999,0.30000000000000027,0.27,0.27,Corynebacterium_testudinoris,Corynebacterium
415425,0.27,0.27,0.1200000000000001,0.28000000000000025,0.08999999999999986,0.3500000000000001,0.31999999999999984,0.31999999999999984,Flavobacterium_terrae,Flavobacterium
87883,0.25,0.25,0.20000000000000018,0.27,0.20000000000000018,0.30000000000000027,0.3799999999999999,0.3500000000000001,Burkholderia_multivorans,Burkholderia
71657,0.2400000000000002,0.22999999999999998,0.16000000000000014,0.27,0.16999999999999993,0.27,0.27,0.29000000000000004,Lonsdalea_quercina,Lonsdalea
1661050,0.27,0.27,0.10000000000000009,0.20000000000000018,0.06000000000000005,0.31000000000000005,0.30000000000000027,0.31000000000000005,Pseudomonas_sp._NBRC_111135,Pseudomonas
1661055,0.5800000000000001,0.4500000000000002,0.41000000000000014,0.6200000000000001,0.45999999999999996,0.5899999999999999,0.6400000000000001,0.6699999999999999,Pseudomonas_sp._NBRC_111140,Pseudomonas
1661032,1.0500000000000003,0.94,0.9500000000000002,1.04,2.39,1.0,0.96,1.02,Pseudomonas_sp._NBRC_111117,Pseudomonas
39029,0.2400000000000002,0.22999999999999998,0.14000000000000012,0.25,0.10000000000000009,0.27,0.30000000000000027,0.30000000000000027,Megasphaera_cerevisiae,Megasphaera
596085,0.27,0.22999999999999998,0.1499999999999999,0.2400000000000002,0.08999999999999986,0.26000000000000023,0.31000000000000005,0.30000000000000027,Prevotella_aurantiaca,Prevotella
1661059,0.26000000000000023,0.27,0.14000000000000012,0.26000000000000023,0.08000000000000007,0.30000000000000027,0.27,0.31000000000000005,Pseudomonas_sp._NBRC_111144,Pseudomonas
202955,0.4900000000000002,0.5699999999999998,0.33999999999999986,0.6099999999999999,0.26000000000000023,0.5100000000000002,0.4700000000000002,0.5100000000000002,Acinetobacter_tjernbergiae,Acinetobacter
202952,0.30000000000000027,0.33000000000000007,0.2400000000000002,0.33999999999999986,0.28000000000000025,0.33000000000000007,0.3700000000000001,0.3799999999999999,Acinetobacter_gerneri,Acinetobacter
202956,0.6499999999999999,0.6600000000000001,0.7000000000000002,0.5899999999999999,0.6200000000000001,0.7400000000000002,0.71,0.7400000000000002,Acinetobacter_towneri,Acinetobacter
55508,0.25,0.25,0.1499999999999999,0.29000000000000004,0.14000000000000012,0.29000000000000004,0.33000000000000007,0.28000000000000025,Janthinobacterium_agaricidamnosum,Janthinobacterium
301301,0.5,0.5699999999999998,1.09,0.4500000000000002,0.28000000000000025,0.43999999999999995,0.3799999999999999,0.41999999999999993,Roseburia_hominis,Roseburia
301302,0.45999999999999996,0.5,0.41999999999999993,0.4900000000000002,0.41000000000000014,0.4700000000000002,0.43999999999999995,0.5,Roseburia_faecis,Roseburia
1071390,0.31000000000000005,0.28000000000000025,0.18000000000000016,0.29000000000000004,0.20999999999999996,0.31999999999999984,0.31000000000000005,0.33999999999999986,Acinetobacter_sp._NBRC_100985,Acinetobacter
743722,0.25,0.26000000000000023,0.14000000000000012,0.26000000000000023,0.06999999999999984,0.31000000000000005,0.30000000000000027,0.29000000000000004,Sphingobacterium_sp._21,Sphingobacterium
71999,0.3599999999999999,0.27,0.20999999999999996,0.30000000000000027,0.18999999999999995,0.33999999999999986,0.3799999999999999,0.3700000000000001,Kocuria_palustris,Kocuria
88431,0.54,0.6200000000000001,2.06,1.04,0.41999999999999993,0.5500000000000003,0.45999999999999996,0.6200000000000001,Dorea_longicatena,Dorea
154046,0.30000000000000027,0.31000000000000005,0.16000000000000014,0.31999999999999984,0.2400000000000002,0.30000000000000027,0.29000000000000004,0.31999999999999984,Hungatella_hathewayi,Hungatella
1776082,3.68,2.04,1.25,2.46,5.63,1.4100000000000001,5.08,5.12,Shigella_sp._SF-2015,Shigella
1038856,0.2400000000000002,0.25,0.1299999999999999,0.25,0.10999999999999988,0.27,0.27,0.30000000000000027,Planococcus_plakortidis,Planococcus
39480,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,[Eubacterium]_angustum,[Eubacterium]
39482,0.25,0.2400000000000002,0.1299999999999999,0.25,0.08999999999999986,0.28000000000000025,0.29000000000000004,0.29000000000000004,[Eubacterium]_contortum,[Eubacterium]
39485,0.41000000000000014,0.3900000000000001,0.45999999999999996,0.6099999999999999,0.26000000000000023,0.3799999999999999,0.33000000000000007,0.3700000000000001,[Eubacterium]_eligens,[Eubacterium]
39486,0.4900000000000002,0.5500000000000003,0.9700000000000002,0.27,0.48,0.4500000000000002,0.4700000000000002,0.5500000000000003,Dorea_formicigenerans,Dorea
39488,0.3799999999999999,0.3999999999999999,0.33000000000000007,0.3999999999999999,0.4500000000000002,0.3700000000000001,0.30000000000000027,0.52,[Eubacterium]_hallii,[Eubacterium]
39491,0.7000000000000002,0.71,0.54,0.6299999999999999,0.6000000000000001,0.6600000000000001,0.5899999999999999,0.7800000000000002,[Eubacterium]_rectale,[Eubacterium]
39496,0.31999999999999984,0.31000000000000005,0.33000000000000007,0.30000000000000027,0.16999999999999993,0.31000000000000005,0.28000000000000025,0.27,Eubacterium_ventriosum,Eubacterium
121428,0.41000000000000014,0.3900000000000001,0.22999999999999998,0.4900000000000002,0.26000000000000023,0.43999999999999995,0.41000000000000014,0.3799999999999999,Sphingobium_xenophagum,Sphingobium
219748,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Clostridium_tunisiense,Clostridium
334542,0.25,0.25,0.1200000000000001,0.22999999999999998,0.08999999999999986,0.28000000000000025,0.30000000000000027,0.30000000000000027,Rhodococcus_qingshengii,Rhodococcus
1055487,0.29000000000000004,0.28000000000000025,0.14000000000000012,0.31999999999999984,0.22999999999999998,0.3599999999999999,0.31999999999999984,0.33999999999999986,Methylotenera_versatilis,Methylotenera
39777,0.26000000000000023,0.2400000000000002,0.10000000000000009,0.25,0.18000000000000016,0.28000000000000025,0.27,0.31000000000000005,Veillonella_atypica,Veillonella
351091,0.33000000000000007,0.33999999999999986,0.6099999999999999,0.25,0.18999999999999995,0.31000000000000005,0.3599999999999999,0.31000000000000005,Oscillibacter_valericigenes,Oscillibacter
89051,0.26000000000000023,0.2400000000000002,0.1299999999999999,0.25,0.08999999999999986,0.28000000000000025,0.30000000000000027,0.30000000000000027,Gordonia_desulfuricans,Gordonia
89053,0.26000000000000023,0.25,0.14000000000000012,0.25,0.08000000000000007,0.29000000000000004,0.31000000000000005,0.31000000000000005,Gordonia_amicalis,Gordonia
1235990,0.25,0.22999999999999998,0.14000000000000012,0.28000000000000025,0.18000000000000016,0.28000000000000025,0.33000000000000007,0.30000000000000027,Candidatus_Pantoea_carbekii,Candidatus
39950,0.3599999999999999,0.3599999999999999,0.27,0.3599999999999999,0.2400000000000002,0.27,0.33000000000000007,0.26000000000000023,Dialister_pneumosintes,Dialister
252966,0.26000000000000023,0.27,0.1299999999999999,0.25,0.10999999999999988,0.28000000000000025,0.27,0.29000000000000004,Mahella_australiensis,Mahella
187452,0.22999999999999998,0.2400000000000002,0.1299999999999999,0.25,0.1299999999999999,0.27,0.31000000000000005,0.30000000000000027,Pediococcus_claussenii,Pediococcus
89152,0.28000000000000025,0.27,0.16000000000000014,0.27,0.20000000000000018,0.29000000000000004,0.28000000000000025,0.30000000000000027,[Clostridium]_hiranonis,[Clostridium]
204038,0.22999999999999998,0.25,0.14000000000000012,0.25,0.14000000000000012,0.27,0.31000000000000005,0.29000000000000004,Dickeya_dadantii,Dickeya
236814,0.2400000000000002,0.22999999999999998,0.1499999999999999,0.2400000000000002,0.16000000000000014,0.26000000000000023,0.30000000000000027,0.29000000000000004,Chryseobacterium_formosense,Chryseobacterium
40214,2.48,1.8,1.1400000000000001,1.36,2.89,1.85,1.74,2.1,Acinetobacter_johnsonii,Acinetobacter
40215,2.58,2.65,2.94,2.86,2.56,2.39,2.01,1.79,Acinetobacter_junii,Acinetobacter
40216,0.30000000000000027,0.30000000000000027,0.2200000000000002,0.30000000000000027,0.16000000000000014,0.33000000000000007,0.3599999999999999,0.3500000000000001,Acinetobacter_radioresistens,Acinetobacter
253245,0.26000000000000023,0.2400000000000002,0.1200000000000001,0.22999999999999998,0.1499999999999999,0.28000000000000025,0.31000000000000005,0.30000000000000027,Owenweeksia_hongkongensis,Owenweeksia
908612,0.27,0.29000000000000004,0.1499999999999999,0.26000000000000023,0.20000000000000018,0.30000000000000027,0.27,0.33999999999999986,Alistipes_sp._HGB5,Alistipes
138595,0.2400000000000002,0.22999999999999998,0.14000000000000012,0.2400000000000002,0.1200000000000001,0.27,0.30000000000000027,0.29000000000000004,Olsenella_profusa,Olsenella
105841,0.26000000000000023,0.27,0.10999999999999988,0.25,0.10999999999999988,0.29000000000000004,0.29000000000000004,0.31999999999999984,Anaerostipes_caccae,Anaerostipes
302449,0.30000000000000027,0.29000000000000004,0.16000000000000014,0.28000000000000025,0.18000000000000016,0.31000000000000005,0.31000000000000005,0.27,Corynebacterium_tuscaniense,Corynebacterium
40324,0.43999999999999995,0.3500000000000001,0.2200000000000002,0.33999999999999986,0.41000000000000014,0.3900000000000001,0.48,0.41000000000000014,Stenotrophomonas_maltophilia,Stenotrophomonas
73098,0.2400000000000002,0.22999999999999998,0.1499999999999999,0.2400000000000002,0.14000000000000012,0.26000000000000023,0.27,0.29000000000000004,Kluyvera_georgiana,Kluyvera
1465754,0.25,0.2400000000000002,0.1499999999999999,0.2200000000000002,0.10000000000000009,0.27,0.30000000000000027,0.30000000000000027,Alistipes_timonensis,Alistipes
155077,0.2400000000000002,0.26000000000000023,0.14000000000000012,0.29000000000000004,0.08999999999999986,0.30000000000000027,0.33000000000000007,0.31999999999999984,Cellvibrio_japonicus,Cellvibrio
40520,0.6200000000000001,0.6099999999999999,2.35,0.5699999999999998,0.48,0.5800000000000001,0.6099999999999999,0.71,Blautia_obeum,Blautia
40545,0.3700000000000001,0.48,2.3,0.31999999999999984,0.31000000000000005,0.3700000000000001,0.41999999999999993,0.4900000000000002,Sutterella_wadsworthensis,Sutterella
384638,0.28000000000000025,0.29000000000000004,0.16999999999999993,0.26000000000000023,0.18999999999999995,0.30000000000000027,0.27,0.33999999999999986,[Bacteroides]_pectinophilus,[Bacteroides]
237258,2.63,3.0,4.140000000000001,3.09,4.01,2.85,3.5300000000000002,2.63,Cloacibacterium_normanense,Cloacibacterium
204516,0.3599999999999999,0.3900000000000001,0.29000000000000004,0.2400000000000002,0.30000000000000027,0.3500000000000001,0.33000000000000007,0.3900000000000001,Bacteroides_massiliensis,Bacteroides
745310,0.31999999999999984,0.30000000000000027,0.2400000000000002,0.29000000000000004,0.1299999999999999,0.31000000000000005,0.33999999999999986,0.33999999999999986,Sphingomonas_sp._MM-1,Sphingomonas
172042,0.48,0.43999999999999995,0.28000000000000025,0.48,0.43999999999999995,0.41000000000000014,0.4500000000000002,0.3999999999999999,Rothia_aeria,Rothia
270351,0.3700000000000001,0.3599999999999999,0.27,0.43999999999999995,0.31999999999999984,0.3700000000000001,0.3700000000000001,0.3900000000000001,Methylobacterium_aquaticum,Methylobacterium
286730,0.2400000000000002,0.22999999999999998,0.16000000000000014,0.25,0.16999999999999993,0.26000000000000023,0.28000000000000025,0.28000000000000025,Alkaliflexus_imshenetskii,Alkaliflexus
237610,0.3799999999999999,0.33000000000000007,0.22999999999999998,0.3700000000000001,0.28000000000000025,0.3900000000000001,0.3799999999999999,0.3799999999999999,Pseudomonas_psychrotolerans,Pseudomonas
106588,0.3599999999999999,0.3599999999999999,0.28000000000000025,0.31999999999999984,0.18000000000000016,0.33999999999999986,0.33000000000000007,0.3500000000000001,Pseudoflavonifractor_capillosus,Pseudoflavonifractor
106590,0.26000000000000023,0.22999999999999998,0.14000000000000012,0.26000000000000023,0.10999999999999988,0.31000000000000005,0.31000000000000005,0.31000000000000005,Cupriavidus_necator,Cupriavidus
106649,0.33000000000000007,0.33000000000000007,0.2200000000000002,0.33000000000000007,0.31000000000000005,0.33999999999999986,0.33999999999999986,0.30000000000000027,Acinetobacter_guillouiae,Acinetobacter
106648,0.3700000000000001,0.3700000000000001,0.2400000000000002,0.3500000000000001,0.25,0.41999999999999993,0.3700000000000001,0.43999999999999995,Acinetobacter_bereziniae,Acinetobacter
106654,0.29000000000000004,0.30000000000000027,0.18000000000000016,0.22999999999999998,0.18000000000000016,0.33000000000000007,0.3799999999999999,0.3599999999999999,Acinetobacter_nosocomialis,Acinetobacter
270498,0.25,0.25,0.16000000000000014,0.22999999999999998,0.1299999999999999,0.27,0.31000000000000005,0.29000000000000004,Catabacter_hongkongensis,Catabacter
41170,0.22999999999999998,0.25,0.14000000000000012,0.25,0.1299999999999999,0.27,0.30000000000000027,0.28000000000000025,Exiguobacterium_acetylicum,Exiguobacterium
41276,0.5100000000000002,0.52,0.3999999999999999,0.43999999999999995,0.3599999999999999,0.56,0.5,0.3799999999999999,Brevundimonas_vesicularis,Brevundimonas
762210,0.25,0.22999999999999998,0.14000000000000012,0.2200000000000002,0.1200000000000001,0.26000000000000023,0.31000000000000005,0.30000000000000027,Bifidobacterium_saguini,Bifidobacterium
57706,0.2400000000000002,0.22999999999999998,0.14000000000000012,0.25,0.10999999999999988,0.27,0.28000000000000025,0.28000000000000025,Citrobacter_braakii,Citrobacter
762212,0.26000000000000023,0.2400000000000002,0.1299999999999999,0.2400000000000002,0.1200000000000001,0.28000000000000025,0.28000000000000025,0.30000000000000027,Bifidobacterium_biavatii,Bifidobacterium
74311,0.26000000000000023,0.25,0.10999999999999988,0.29000000000000004,0.1499999999999999,0.31000000000000005,0.31999999999999984,0.31000000000000005,Brevundimonas_bacteroides,Brevundimonas
74313,0.26000000000000023,0.22999999999999998,0.1200000000000001,0.26000000000000023,0.1299999999999999,0.30000000000000027,0.31000000000000005,0.28000000000000025,Brevundimonas_subvibrioides,Brevundimonas
1122943,0.26000000000000023,0.25,0.1499999999999999,0.25,0.20999999999999996,0.31000000000000005,0.31999999999999984,0.31999999999999984,Pedobacter_oryzae,Pedobacter
598660,0.28000000000000025,0.28000000000000025,0.16000000000000014,0.31000000000000005,0.31999999999999984,0.28000000000000025,0.29000000000000004,0.29000000000000004,Corynebacterium_pyruviciproducens,Corynebacterium
74426,0.28000000000000025,0.3500000000000001,0.2200000000000002,0.30000000000000027,0.2200000000000002,0.31000000000000005,0.31000000000000005,0.3700000000000001,Collinsella_aerofaciens,Collinsella
271091,0.25,0.25,0.1299999999999999,0.25,0.08000000000000007,0.30000000000000027,0.28000000000000025,0.31000000000000005,Psychrilyobacter_atlanticus,Psychrilyobacter
58138,0.2400000000000002,0.2400000000000002,0.1499999999999999,0.25,0.1200000000000001,0.27,0.26000000000000023,0.27,Desulfotomaculum_acetoxidans,Desulfotomaculum
58352,0.22999999999999998,0.25,0.1200000000000001,0.25,0.14000000000000012,0.27,0.30000000000000027,0.30000000000000027,Kitasatospora_mediocidica,Kitasatospora
189426,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.26000000000000023,0.30000000000000027,0.29000000000000004,Paenibacillus_odorifer,Paenibacillus
41976,0.30000000000000027,0.26000000000000023,0.1499999999999999,0.30000000000000027,0.16000000000000014,0.33999999999999986,0.27,0.30000000000000027,Porphyromonas_catoniae,Porphyromonas
271420,0.27,0.25,0.1499999999999999,0.22999999999999998,0.08999999999999986,0.27,0.33000000000000007,0.31000000000000005,Pseudomonas_xanthomarina,Pseudomonas
1041504,0.25,0.26000000000000023,0.1299999999999999,0.22999999999999998,0.03000000000000025,0.30000000000000027,0.33000000000000007,0.31000000000000005,Candidatus_Arthromitus_sp._SFB-rat-Yit,Candidatus
206041,0.26000000000000023,0.28000000000000025,0.16999999999999993,0.28000000000000025,0.1299999999999999,0.33999999999999986,0.31000000000000005,0.31999999999999984,Flavobacterium_gelidilacus,Flavobacterium
238834,0.26000000000000023,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.28000000000000025,0.28000000000000025,Clostridium_estertheticum,Clostridium
1484053,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Mariniphaga_anaerophila,Mariniphaga
189722,0.26000000000000023,0.26000000000000023,0.1299999999999999,0.25,0.1200000000000001,0.29000000000000004,0.27,0.30000000000000027,Prevotella_marshii,Prevotella
189723,0.22999999999999998,0.22999999999999998,0.1499999999999999,0.25,0.10000000000000009,0.27,0.29000000000000004,0.30000000000000027,Prevotella_micans,Prevotella
156974,0.25,0.25,0.1299999999999999,0.25,0.10000000000000009,0.28000000000000025,0.27,0.29000000000000004,Dysgonomonas_gadei,Dysgonomonas
156978,0.3599999999999999,0.3700000000000001,0.25,0.4500000000000002,0.28000000000000025,0.33999999999999986,0.3700000000000001,0.3799999999999999,Corynebacterium_imitans,Corynebacterium
140626,0.26000000000000023,0.2400000000000002,0.16999999999999993,0.27,0.16000000000000014,0.26000000000000023,0.25,0.31999999999999984,Lachnobacterium_bovis,Lachnobacterium
386414,0.41000000000000014,0.3500000000000001,0.3700000000000001,0.52,0.27,0.4700000000000002,0.3900000000000001,0.41000000000000014,Prevotella_timonensis,Prevotella
42422,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.30000000000000027,Halobacteroides_halobius,Halobacteroides
648794,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.26000000000000023,0.30000000000000027,0.29000000000000004,Aeromonas_rivuli,Aeromonas
206506,0.2400000000000002,0.25,0.10000000000000009,0.26000000000000023,0.1499999999999999,0.28000000000000025,0.33000000000000007,0.31999999999999984,Kerstersia_gyiorum,Kerstersia
1042156,0.29000000000000004,0.29000000000000004,0.2200000000000002,0.31999999999999984,0.22999999999999998,0.28000000000000025,0.22999999999999998,0.3500000000000001,Clostridium_sp._SY8519,Clostridium
911092,0.25,0.2400000000000002,0.1299999999999999,0.25,0.10000000000000009,0.28000000000000025,0.31000000000000005,0.30000000000000027,Caldanaerobacter_subterraneus,Caldanaerobacter
304895,0.22999999999999998,0.2400000000000002,0.1200000000000001,0.29000000000000004,0.1499999999999999,0.28000000000000025,0.28000000000000025,0.31000000000000005,Catenulispora_acidiphila,Catenulispora
1288121,0.2400000000000002,0.27,0.1499999999999999,0.22999999999999998,0.18999999999999995,0.29000000000000004,0.26000000000000023,0.33000000000000007,Alistipes_senegalensis,Alistipes
157688,0.3500000000000001,0.3999999999999999,0.30000000000000027,0.41999999999999993,0.33999999999999986,0.33999999999999986,0.3900000000000001,0.28000000000000025,Leptotrichia_hofstadii,Leptotrichia
387090,0.28000000000000025,0.30000000000000027,0.22999999999999998,0.31000000000000005,0.26000000000000023,0.31999999999999984,0.28000000000000025,0.28000000000000025,Bacteroides_coprophilus,Bacteroides
75985,0.22999999999999998,0.2400000000000002,0.14000000000000012,0.25,0.10999999999999988,0.28000000000000025,0.31000000000000005,0.30000000000000027,Mannheimia_haemolytica,Mannheimia
59610,0.25,0.2400000000000002,0.1499999999999999,0.2400000000000002,0.1200000000000001,0.27,0.30000000000000027,0.29000000000000004,Desulfotomaculum_reducens,Desulfotomaculum
190721,0.27,0.28000000000000025,0.14000000000000012,0.20999999999999996,0.08999999999999986,0.30000000000000027,0.31000000000000005,0.31999999999999984,Ralstonia_insidiosa,Ralstonia
338188,0.30000000000000027,0.30000000000000027,0.18999999999999995,0.2400000000000002,0.2400000000000002,0.31000000000000005,0.30000000000000027,0.33999999999999986,Bacteroides_finegoldii,Bacteroides
370977,0.26000000000000023,0.29000000000000004,0.18999999999999995,0.3500000000000001,0.18000000000000016,0.30000000000000027,0.30000000000000027,0.30000000000000027,Brevundimonas_aveniformis,Brevundimonas
43305,0.25,0.2400000000000002,0.1499999999999999,0.25,0.1499999999999999,0.27,0.26000000000000023,0.29000000000000004,Butyrivibrio_proteoclasticus,Butyrivibrio
239935,0.29000000000000004,0.3599999999999999,0.20999999999999996,0.3599999999999999,0.2400000000000002,0.3599999999999999,0.31999999999999984,0.41000000000000014,Akkermansia_muciniphila,Akkermansia
665950,0.29000000000000004,0.27,0.1299999999999999,0.25,0.18000000000000016,0.31000000000000005,0.3500000000000001,0.31999999999999984,Lachnospiraceae_bacterium_3_1_46FAA,Lachnospiraceae
59733,0.27,0.25,0.1499999999999999,0.28000000000000025,0.16000000000000014,0.31000000000000005,0.3599999999999999,0.33000000000000007,Chryseobacterium_scophthalmum,Chryseobacterium
76123,0.2400000000000002,0.2200000000000002,0.1499999999999999,0.26000000000000023,0.18000000000000016,0.27,0.27,0.28000000000000025,Prevotella_enoeca,Prevotella
76122,0.3700000000000001,0.3599999999999999,0.25,0.33999999999999986,0.27,0.31999999999999984,0.3900000000000001,0.33999999999999986,Alloprevotella_tannerae,Alloprevotella
665956,0.2400000000000002,0.26000000000000023,0.10999999999999988,0.2400000000000002,0.08999999999999986,0.27,0.30000000000000027,0.30000000000000027,Subdoligranulum_sp._4_3_54A2FAA,Subdoligranulum
59803,1.6800000000000002,1.34,2.34,1.72,2.72,1.62,2.46,2.1100000000000003,Sphingomonas_echinoides,Sphingomonas
