,go_name,table,oddsr,p,q
GO:0000380,"alternative mRNA splicing, via spliceosome","[[8, 152], [58, 788]]",0.7150635208711433,0.4865880783103304,0.588041186495195
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome","[[9, 151], [59, 787]]",0.7950387248849478,0.6099813903948403,0.7070432915262639
GO:0000387,spliceosomal snRNP assembly,"[[9, 151], [59, 787]]",0.7950387248849478,0.6099813903948403,0.7070432915262639
GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),"[[9, 151], [59, 787]]",0.7950387248849478,0.6099813903948403,0.7070432915262639
GO:0000389,mRNA 3'-splice site recognition,"[[9, 151], [59, 787]]",0.7950387248849478,0.6099813903948403,0.7070432915262639
GO:0000390,spliceosomal complex disassembly,"[[9, 151], [59, 787]]",0.7950387248849478,0.6099813903948403,0.7070432915262639
GO:0000395,mRNA 5'-splice site recognition,"[[9, 151], [59, 787]]",0.7950387248849478,0.6099813903948403,0.7070432915262639
GO:0000398,"mRNA splicing, via spliceosome","[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000413,protein peptidyl-prolyl isomerization,"[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000422,autophagy of mitochondrion,"[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000423,mitophagy,"[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000425,pexophagy,"[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000430,regulation of transcription from RNA polymerase II promoter by glucose,"[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000432,positive regulation of transcription from RNA polymerase II promoter by glucose,"[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000435,positive regulation of transcription from RNA polymerase II promoter by galactose,"[[9, 151], [62, 784]]",0.7536851100192267,0.5047539106973112,0.6032566946555625
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[10, 150], [62, 784]]",0.843010752688172,0.7390999643860385,0.8207816128106759
GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[10, 150], [62, 784]]",0.843010752688172,0.7390999643860385,0.8207816128106759
GO:0000451,rRNA 2'-O-methylation,"[[10, 150], [62, 784]]",0.843010752688172,0.7390999643860385,0.8207816128106759
GO:0000454,snoRNA guided rRNA pseudouridine synthesis,"[[10, 150], [62, 784]]",0.843010752688172,0.7390999643860385,0.8207816128106759
GO:0000455,enzyme-directed rRNA pseudouridine synthesis,"[[10, 150], [63, 783]]",0.8285714285714286,0.7395756218477532,0.8210895882139174
GO:0000460,maturation of 5.8S rRNA,"[[10, 150], [63, 783]]",0.8285714285714286,0.7395756218477532,0.8210895882139174
GO:0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[10, 150], [63, 783]]",0.8285714285714286,0.7395756218477532,0.8210895882139174
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[11, 149], [63, 783]]",0.9175455417066155,1.0,1.0
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[11, 149], [63, 783]]",0.9175455417066155,1.0,1.0
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[11, 149], [63, 783]]",0.9175455417066155,1.0,1.0
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000470,maturation of LSU-rRNA,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000481,maturation of 5S rRNA,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000492,box C/D snoRNP assembly,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000493,box H/ACA snoRNP assembly,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000494,box C/D RNA 3'-end processing,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000495,box H/ACA RNA 3'-end processing,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000578,embryonic axis specification,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000706,meiotic DNA double-strand break processing,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000707,meiotic DNA recombinase assembly,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000709,meiotic joint molecule formation,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000710,meiotic mismatch repair,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000711,meiotic DNA repair synthesis,"[[11, 149], [64, 782]]",0.9020553691275168,0.8703288350574735,0.9078259957515596
GO:0000712,resolution of meiotic recombination intermediates,"[[12, 148], [64, 782]]",0.9907094594594594,1.0,1.0
GO:0000715,"nucleotide-excision repair, DNA damage recognition","[[12, 148], [64, 782]]",0.9907094594594594,1.0,1.0
GO:0000717,"nucleotide-excision repair, DNA duplex unwinding","[[12, 148], [64, 782]]",0.9907094594594594,1.0,1.0
GO:0000719,photoreactive repair,"[[12, 148], [64, 782]]",0.9907094594594594,1.0,1.0
GO:0000720,pyrimidine dimer repair by nucleotide-excision repair,"[[12, 148], [64, 782]]",0.9907094594594594,1.0,1.0
GO:0000722,telomere maintenance via recombination,"[[13, 147], [64, 782]]",1.0805697278911566,0.7480600693539299,0.829101022789203
GO:0000723,telomere maintenance,"[[13, 147], [65, 781]]",1.0625850340136054,0.8718329843568181,0.909318581265677
GO:0000724,double-strand break repair via homologous recombination,"[[13, 147], [67, 779]]",1.0282262158594782,0.874421877758868,0.9116360045131487
GO:0000725,recombinational repair,"[[13, 147], [67, 779]]",1.0282262158594782,0.874421877758868,0.9116360045131487
GO:0000727,double-strand break repair via break-induced replication,"[[13, 147], [67, 779]]",1.0282262158594782,0.874421877758868,0.9116360045131487
GO:0000729,DNA double-strand break processing,"[[13, 147], [67, 779]]",1.0282262158594782,0.874421877758868,0.9116360045131487
GO:0000730,DNA recombinase assembly,"[[13, 147], [67, 779]]",1.0282262158594782,0.874421877758868,0.9116360045131487
GO:0000731,DNA synthesis involved in DNA repair,"[[14, 146], [67, 779]]",1.114904927417706,0.7510870481078845,0.831830756689819
GO:0000732,strand displacement,"[[14, 146], [67, 779]]",1.114904927417706,0.7510870481078845,0.831830756689819
GO:0000768,syncytium formation by plasma membrane fusion,"[[14, 146], [67, 779]]",1.114904927417706,0.7510870481078845,0.831830756689819
GO:0000819,sister chromatid segregation,"[[14, 146], [67, 779]]",1.114904927417706,0.7510870481078845,0.831830756689819
GO:0000820,regulation of glutamine family amino acid metabolic process,"[[14, 146], [67, 779]]",1.114904927417706,0.7510870481078845,0.831830756689819
GO:0000821,regulation of arginine metabolic process,"[[14, 146], [67, 779]]",1.114904927417706,0.7510870481078845,0.831830756689819
GO:0000902,cell morphogenesis,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000904,cell morphogenesis involved in differentiation,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000915,actomyosin contractile ring assembly,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000916,actomyosin contractile ring contraction,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000917,division septum assembly,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000921,septin ring assembly,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000956,nuclear-transcribed mRNA catabolic process,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000957,mitochondrial RNA catabolic process,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000958,mitochondrial mRNA catabolic process,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000959,mitochondrial RNA metabolic process,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000961,negative regulation of mitochondrial RNA catabolic process,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000962,positive regulation of mitochondrial RNA catabolic process,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000963,mitochondrial RNA processing,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000964,mitochondrial RNA 5'-end processing,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000965,mitochondrial RNA 3'-end processing,"[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000971,"tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate","[[15, 145], [69, 777]]",1.1649175412293853,0.639719739746629,0.7404080857005993
GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,"[[15, 145], [70, 776]]",1.1467980295566502,0.6424043204945129,0.7432381612055753
GO:0000973,post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery,"[[15, 145], [70, 776]]",1.1467980295566502,0.6424043204945129,0.7432381612055753
GO:0001080,nitrogen catabolite activation of transcription from RNA polymerase II promoter,"[[15, 145], [70, 776]]",1.1467980295566502,0.6424043204945129,0.7432381612055753
GO:0001100,negative regulation of exit from mitosis,"[[15, 145], [70, 776]]",1.1467980295566502,0.6424043204945129,0.7432381612055753
GO:0001111,RNA polymerase II promoter clearance,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001112,DNA-templated transcription open complex formation,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001113,transcription open complex formation at RNA polymerase II promoter,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001172,RNA-templated transcription,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001174,transcriptional start site selection at RNA polymerase II promoter,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001178,regulation of transcriptional start site selection at RNA polymerase II promoter,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001188,RNA polymerase I preinitiation complex assembly,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001193,maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II,"[[15, 145], [71, 775]]",1.1291889266634287,0.6458342196142838,0.7466500053625063
GO:0001501,skeletal system development,"[[15, 145], [74, 772]]",1.0792171481826653,0.7626483420146506,0.8430128522447455
GO:0001502,cartilage condensation,"[[15, 145], [74, 772]]",1.0792171481826653,0.7626483420146506,0.8430128522447455
GO:0001503,ossification,"[[16, 144], [74, 772]]",1.1591591591591592,0.6500130677061547,0.751271384786008
GO:0001504,neurotransmitter uptake,"[[16, 144], [74, 772]]",1.1591591591591592,0.6500130677061547,0.751271384786008
GO:0001505,regulation of neurotransmitter levels,"[[16, 144], [74, 772]]",1.1591591591591592,0.6500130677061547,0.751271384786008
GO:0001507,acetylcholine catabolic process in synaptic cleft,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001508,action potential,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001510,RNA methylation,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001514,selenocysteine incorporation,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001516,prostaglandin biosynthetic process,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001519,peptide amidation,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001522,pseudouridine synthesis,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001523,retinoid metabolic process,"[[16, 144], [75, 771]]",1.1422222222222222,0.6522511428264788,0.7532973027622155
GO:0001525,angiogenesis,"[[19, 141], [83, 763]]",1.238742202853969,0.4744729946781211,0.5746981269653076
GO:0001541,ovarian follicle development,"[[19, 141], [85, 761]]",1.20642469753859,0.4800146641321723,0.5812403362115219
GO:0001542,ovulation from ovarian follicle,"[[19, 141], [85, 761]]",1.20642469753859,0.4800146641321723,0.5812403362115219
GO:0001543,ovarian follicle rupture,"[[19, 141], [85, 761]]",1.20642469753859,0.4800146641321723,0.5812403362115219
GO:0001544,initiation of primordial ovarian follicle growth,"[[19, 141], [86, 760]]",1.1908296222991919,0.4840476040407408,0.5860666057892377
GO:0001545,primary ovarian follicle growth,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001546,preantral ovarian follicle growth,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001547,antral ovarian follicle growth,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001549,cumulus cell differentiation,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001550,ovarian cumulus expansion,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001552,ovarian follicle atresia,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001553,luteinization,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001554,luteolysis,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001555,oocyte growth,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001556,oocyte maturation,"[[19, 141], [87, 759]]",1.1755930545365616,0.5740912565600047,0.6748261789206188
GO:0001558,regulation of cell growth,"[[20, 140], [90, 756]]",1.2,0.4903609126922102,0.588041186495195
GO:0001560,regulation of cell growth by extracellular stimulus,"[[20, 140], [91, 755]]",1.185243328100471,0.4939000092660476,0.5908532185594597
GO:0001561,fatty acid alpha-oxidation,"[[20, 140], [92, 754]]",1.170807453416149,0.583204551780891,0.6854088316728488
GO:0001562,response to protozoan,"[[20, 140], [92, 754]]",1.170807453416149,0.583204551780891,0.6854088316728488
GO:0001568,blood vessel development,"[[20, 140], [95, 751]]",1.1293233082706766,0.6841683731005151,0.7694106477642519
GO:0001569,branching involved in blood vessel morphogenesis,"[[20, 140], [95, 751]]",1.1293233082706766,0.6841683731005151,0.7694106477642519
GO:0001570,vasculogenesis,"[[20, 140], [95, 751]]",1.1293233082706766,0.6841683731005151,0.7694106477642519
GO:0001572,lactosylceramide biosynthetic process,"[[20, 140], [95, 751]]",1.1293233082706766,0.6841683731005151,0.7694106477642519
GO:0001573,ganglioside metabolic process,"[[20, 140], [95, 751]]",1.1293233082706766,0.6841683731005151,0.7694106477642519
GO:0001574,ganglioside biosynthetic process,"[[20, 140], [98, 748]]",1.0903790087463556,0.788589446335261,0.8660214589675882
GO:0001576,globoside biosynthetic process,"[[20, 140], [98, 748]]",1.0903790087463556,0.788589446335261,0.8660214589675882
GO:0001578,microtubule bundle formation,"[[20, 140], [98, 748]]",1.0903790087463556,0.788589446335261,0.8660214589675882
GO:0001579,medium-chain fatty acid transport,"[[20, 140], [98, 748]]",1.0903790087463556,0.788589446335261,0.8660214589675882
GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste,"[[20, 140], [99, 747]]",1.077922077922078,0.7895556788208885,0.8660214589675882
GO:0001581,detection of chemical stimulus involved in sensory perception of sour taste,"[[20, 140], [99, 747]]",1.077922077922078,0.7895556788208885,0.8660214589675882
GO:0001582,detection of chemical stimulus involved in sensory perception of sweet taste,"[[20, 140], [99, 747]]",1.077922077922078,0.7895556788208885,0.8660214589675882
GO:0001649,osteoblast differentiation,"[[20, 140], [101, 745]]",1.0537482319660538,0.7925398607091974,0.8660214589675882
GO:0001654,eye development,"[[20, 140], [101, 745]]",1.0537482319660538,0.7925398607091974,0.8660214589675882
GO:0001655,urogenital system development,"[[20, 140], [101, 745]]",1.0537482319660538,0.7925398607091974,0.8660214589675882
GO:0001656,metanephros development,"[[20, 140], [101, 745]]",1.0537482319660538,0.7925398607091974,0.8660214589675882
GO:0001657,ureteric bud development,"[[20, 140], [102, 744]]",1.0420168067226891,0.8949506370384743,0.9329601235536219
GO:0001658,branching involved in ureteric bud morphogenesis,"[[20, 140], [103, 743]]",1.030513176144244,0.8955756588094885,0.9335333346549599
GO:0001659,temperature homeostasis,"[[20, 140], [104, 742]]",1.0192307692307692,0.8963719486139613,0.9341281760182413
GO:0001660,fever generation,"[[20, 140], [104, 742]]",1.0192307692307692,0.8963719486139613,0.9341281760182413
GO:0001661,conditioned taste aversion,"[[20, 140], [104, 742]]",1.0192307692307692,0.8963719486139613,0.9341281760182413
GO:0001662,behavioral fear response,"[[20, 140], [105, 741]]",1.0081632653061225,1.0,1.0
GO:0001666,response to hypoxia,"[[21, 139], [110, 736]]",1.0108567691301504,1.0,1.0
GO:0001667,ameboidal-type cell migration,"[[21, 139], [110, 736]]",1.0108567691301504,1.0,1.0
GO:0001675,acrosome assembly,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001676,long-chain fatty acid metabolic process,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001678,intracellular glucose homeostasis,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001680,tRNA 3'-terminal CCA addition,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001682,tRNA 5'-leader removal,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001692,histamine metabolic process,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001694,histamine biosynthetic process,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001695,histamine catabolic process,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
GO:0001696,gastric acid secretion,"[[21, 139], [111, 735]]",1.0003888780867198,1.0,1.0
