,1,2,sigmoidal
ENSG00000092445,0.4670627240143367,0.7716656200941914,0.4610136906249075
ENSG00000092470,0.11782142857142215,0.3299000000000003,0.14348469032707295
ENSG00000092850,0.8440280492987674,0.8052852326365475,0.7908320903473258
ENSG00000092929,0.8528586866167912,0.9806936299292215,0.9538584036155296
ENSG00000095321,0.40719874476987444,0.8071082887700535,1
ENSG00000095464,0.6570943175161101,0.8806958424507659,0.832639539674132
ENSG00000095587,0.6943329621380846,0.7600637254901962,0.8022404364839342
ENSG00000095739,0.7949397590361446,0.9695119091242214,0.6066599580113095
ENSG00000096968,0.11782142857142215,0.3534642857142828,0.22510250541216156
ENSG00000099250,0.4427769376181472,0.8049746121297602,0.8398988607300628
ENSG00000099326,1.0,0.9793032870213487,0.9996119093630845
ENSG00000099622,0.307479611650485,0.536845144356954,0.8547725207941926
ENSG00000099624,0.7738200095739588,0.9605180483934946,0.9479436050458643
ENSG00000099625,0.758947626040137,0.9695119091242214,0.9544107244858396
ENSG00000099769,0.23252863436123206,0.5510744920993225,0.43318451779726047
ENSG00000099822,0.9613415200796549,0.9695119091242214,0.9830571394310685
ENSG00000099869,0.5368714828897337,0.9057374749498999,0.8597024842051658
ENSG00000099957,0.9885649045980607,0.9978147585788035,0.9947223597821052
ENSG00000099985,0.8658863450531478,0.9745503769705278,
ENSG00000099994,0.9861705475141598,0.9695119091242214,
ENSG00000100122,0.5725346396081176,0.8918099260823654,0.4323932038834951
ENSG00000100156,0.5654093484419264,0.8782572706935122,0.9002504402962069
ENSG00000100181,0.2505569620253155,0.5182719033232622,0.37691370249066963
ENSG00000100191,0.8670276647681042,0.9071847879083375,0.9488093608552485
ENSG00000100314,0.9940796542142636,0.9695119091242214,0.9987734249973369
ENSG00000100342,0.23252863436123206,0.5510744920993225,0.4323932038834951
ENSG00000100483,0.3500979591836733,0.4995331230283904,0.24217922500131076
ENSG00000100600,0.3175508021390371,0.6787416267942581,0.17900162778079315
ENSG00000101265,0.9256612845353427,0.9421755564888702,0.973043021691791
ENSG00000101298,0.8092444046553269,0.9695119091242214,0.9579424956573591
ENSG00000101306,0.9205408126573176,0.9661910728269382,0.9540154525386314
ENSG00000101307,0.9539011686143573,0.9951148962527098,0.9832950813522445
ENSG00000101331,0.7689158607350096,0.9057374749498999,0.8054024002610555
ENSG00000101544,0.2913024282560709,0.536845144356954,0.23591506683535934
ENSG00000101558,0.1849906542056042,0.4350329670329654,0.30814726805356274
ENSG00000101574,0.23252863436123206,0.4803141762452098,0.18523004363449752
ENSG00000101624,0.1849906542056042,0.4202547770700641,0.31536645807443126
ENSG00000101638,0.44197129186602874,0.7844123401053422,0.4047032343403313
ENSG00000101639,0.2145691056910571,0.3534642857142828,0.18523004363449752
ENSG00000101745,0.3083177570093461,0.6589095816464239,0.30808856215376196
ENSG00000101746,0.5355191424196014,0.8638890794739851,0.8010760933466244
ENSG00000101752,0.2477064846416372,0.4942322097378281,0.25610312988044814
ENSG00000101773,0.1849906542056042,0.3299000000000003,0.1714701525507424
ENSG00000101846,0.4049566137566137,0.7104526420737786,0.4995948534588892
ENSG00000102174,0.5680705716302044,0.8638890794739851,0.5101115820765126
ENSG00000102385,0.9309347442680778,0.7600637254901962,0.8925506133468417
ENSG00000102387,0.9618902479338843,0.9813616331821127,0.9813260179799048
ENSG00000102904,0.8883881172839506,0.9702941176470589,0.9267577495102982
ENSG00000103253,0.3601885856079403,0.705446540880503,0.3957512009727744
ENSG00000103260,0.4333014925373131,0.636649122807017,0.4182994866062187
ENSG00000103544,0.9319471644945404,0.9932914463452566,0.8547725207941926
ENSG00000103569,0.8882413926499032,0.9158696883852692,0.9835834225562634
ENSG00000103740,0.5967183462532301,0.8842314316469322,0.5932755172355839
ENSG00000104043,0.3601885856079403,0.728390064397424,0.5001775490254752
ENSG00000104142,0.3500979591836733,0.6649816753926697,0.38769490942444396
ENSG00000104213,0.7178623999999999,0.8122620144832127,0.6990908765311241
ENSG00000104327,0.36611338962605494,0.7104526420737786,0.4112440787833458
ENSG00000104626,0.3041162324649294,0.5965641952983723,0.24217922500131076
ENSG00000104643,0.34110782865583433,0.5720040322580643,0.17900162778079315
ENSG00000104756,0.24139024390243924,0.4995331230283904,0.1714701525507424
ENSG00000104804,0.86794640682095,0.9813616331821127,0.9496434275526502
ENSG00000104892,0.8805992125984251,0.9557727090836334,0.9538386475961582
ENSG00000104899,0.2477064846416372,0.1609268292682839,0.1940488357216899
ENSG00000104901,0.9870043997485857,0.9965310596833131,0.993561531161025
ENSG00000104918,0.9193149492017417,0.9806936299292215,0.9819384365041697
ENSG00000104953,0.27208247422680343,0.5182719033232622,0.2753779246905237
ENSG00000104974,0.4640613165013523,0.8052852326365475,0.3353081967213114
ENSG00000105048,0.24139024390243924,0.561838427947598,0.4552218844468599
ENSG00000105146,0.7738200095739588,0.9702941176470589,0.8910947919304465
ENSG00000105290,0.7134882226980728,0.9475707874337005,0.9765093662383864
ENSG00000105352,0.7797351684859991,0.9437540777917188,0.8232388745883119
ENSG00000105383,0.7089643628509719,0.9437540777917188,0.8042128597778885
ENSG00000105668,0.8502010008340284,0.9745503769705278,0.9356493632903491
ENSG00000105697,0.8171167915381224,0.9299002601908066,0.8888400453771981
ENSG00000105877,0.5739387613082811,0.7844123401053422,0.6511564236028206
ENSG00000105880,0.9987246200607903,0.9464344262295081,0.9996119093630845
ENSG00000105889,0.9983550945698596,0.8579677790563865,1
ENSG00000105929,0.9539011686143573,0.9242096474953618,0.9802228523119658
ENSG00000106031,0.5095800482703133,0.4350329670329654,0.31919444626819804
ENSG00000106066,0.7583163064833006,0.9633443526170798,1
ENSG00000106123,0.8858781528909584,0.9695119091242214,0.9534074566274052
ENSG00000106366,0.72225594923321,0.9299002601908066,0.8005627839735645
ENSG00000106605,0.2477064846416372,0.5458199513381992,0.25688909653896125
ENSG00000107159,0.0,0.1609268292682839,0.0
ENSG00000107281,0.4043935483870963,0.7833242009132422,0.6769926032669665
ENSG00000107551,0.9774814814814814,0.9468103025347505,0.9271829591597033
ENSG00000107611,0.8100223214285714,0.9745503769705278,0.9271829591597033
ENSG00000107831,0.3083177570093461,0.5737391304347824,0.25610312988044814
ENSG00000107957,0.9182536337209303,0.9672595777951524,0.8567863595302618
ENSG00000107984,0.5561714697406337,0.9007967396841567,0.9271829591597033
ENSG00000108001,0.9518499660556686,0.9299002601908066,0.9830571394310685
ENSG00000108342,0.8858781528909584,0.9813616331821127,0.941553014086804
ENSG00000108405,0.5858879781420765,0.9050206757438225,0.9325700901555765
ENSG00000108448,0.27208247422680343,0.5510744920993225,0.21535067105331862
ENSG00000108509,0.7483997965412003,0.9369608843537414,0.6723091521624222
ENSG00000108515,0.8638952536824878,0.9745503769705278,0.9538386475961582
ENSG00000108528,0.8000299727520436,0.7076506639427986,0.4870505197589291
ENSG00000108557,0.5469844559585489,0.8872443970117397,0.8547725207941926
ENSG00000108641,0.9601076411960132,0.9745503769705278,0.9835834225562634
ENSG00000108953,0.5967183462532301,0.9153475378787878,0.3429529989919355
ENSG00000109072,0.9013116981132075,0.9813616331821127,0.973043021691791
ENSG00000109158,0.9435434857339292,0.9094110843373493,0.9802228523119658
ENSG00000109758,0.9386372173913045,0.9921019309908199,0.9649498539990383
ENSG00000109771,0.8388724315068492,0.8782572706935122,0.9296733506229565
ENSG00000109794,0.2145691056910571,0.4539908256880738,0.17900162778079315
ENSG00000109927,0.39965859030837,0.8004752333094042,0.7958433508332924
ENSG00000109956,0.8937429009976976,0.7713301737756713,0.95065142533928
ENSG00000110427,0.35688390501319195,0.6680474999999997,0.5486089018711862
ENSG00000110436,0.9885649045980607,0.9695119091242214,0.9945635466065305
ENSG00000110665,0.7052664134563212,0.9153475378787878,0.9009384516926336
ENSG00000110719,0.7979257901969766,0.9695119091242214,0.6746863623022789
ENSG00000110799,0.8858781528909584,0.9813616331821127,0.8182756434455188
ENSG00000111536,0.8148924302788845,0.9745503769705278,0.9657935474289109
ENSG00000111664,0.8988143074581431,0.9787257298031229,0.9538386475961582
ENSG00000111674,0.2309299999999984,0.4202547770700641,0.18523004363449752
ENSG00000111678,0.2505569620253155,0.561838427947598,0.7552729480906549
ENSG00000111817,0.307479611650485,0.5182719033232622,0.29409689922480575
ENSG00000111834,0.513648475120385,0.854444831591173,0.49964727123447067
ENSG00000111860,0.22116201117318252,0.47327426160337444,0.36646311440957835
ENSG00000111880,0.5922957095709571,0.6879080717488788,0.5298611795540077
ENSG00000111885,0.6096886075949368,0.8004752333094042,0.5543033665584439
ENSG00000111886,0.9178572469045885,0.9651192156862745,0.8957726229287895
ENSG00000111962,0.6127012002526846,0.9251244794076814,0.8597024842051658
ENSG00000112137,0.8416390784982934,0.9745503769705278,0.9344121524277511
ENSG00000112208,0.11782142857142215,0.3472631578947371,0.1590390486903442
ENSG00000112293,0.905176121616611,0.9813616331821127,0.9657935474289109
ENSG00000112414,0.0,0.0,0.0
ENSG00000112773,0.11782142857142215,0.2954328358208903,0.14348469032707295
ENSG00000112936,0.7806436346426882,0.705446540880503,0.6972955753601897
ENSG00000112964,0.7089643628509719,0.7357270294380018,0.7908320903473258
ENSG00000113296,0.8092444046553269,0.9745503769705278,0.9496434275526502
ENSG00000113749,0.6785443181818182,0.9148224121557454,0.8176491068636071
ENSG00000113763,0.2929344608879487,0.6787416267942581,0.6382207541377812
ENSG00000114473,0.2848057553956828,0.536845144356954,0.17900162778079315
ENSG00000114646,0.8416390784982934,0.9557727090836334,0.8855247947647878
ENSG00000114790,0.9205408126573176,0.9921019309908199,0.924842478513619
ENSG00000115297,0.5368714828897337,0.47327426160337444,0.4335676647449013
ENSG00000115353,0.7470071721311474,0.8865620985010706,0.8532361108590304
ENSG00000115355,0.7052664134563212,0.9456771004942339,0.9534074566274052
ENSG00000115414,0.9336355337078651,0.9286293142088748,0.9360739270102846
ENSG00000115507,0.2913024282560709,0.3881176470588212,0.24972914153242098
ENSG00000115525,0.3083177570093461,0.5720040322580643,0.47452387305505067
ENSG00000115596,0.7995753986332574,0.9695119091242214,0.9442883164194641
ENSG00000115705,0.44197129186602874,0.8004752333094042,0.5409832481223833
ENSG00000115844,0.4749644405897656,0.7600637254901962,0.729465394437806
ENSG00000116106,0.469608540925267,0.6891244444444442,0.4644247172030007
ENSG00000116141,0.9983550945698596,0.7076506639427986,1
ENSG00000116147,0.5469844559585489,0.8806958424507659,0.7341753682674664
ENSG00000116194,0.7536793587174347,0.9540243013365735,0.958687070940288
ENSG00000116329,0.9664614878209349,0.9813616331821127,0.9835834225562634
ENSG00000116652,0.6424575866188768,0.9286293142088748,0.920760754999584
ENSG00000116667,0.34324855491329404,0.5737391304347824,0.26128048646341645
ENSG00000116711,0.22116201117318252,0.2954328358208903,0.17900162778079315
ENSG00000116741,0.5274263322884012,0.8371212499999998,0.5403121032001618
ENSG00000117016,0.4801626712328768,0.7844123401053422,0.7555064818222712
ENSG00000117215,0.8088253255500671,0.9695119091242214,0.8547725207941926
ENSG00000117228,0.3373413533834584,0.636649122807017,0.25385466262684625
ENSG00000117242,0.5311083591331268,0.8916216216216216,0.850917470305852
ENSG00000117461,0.48791932773109226,0.7786459627329191,0.7659501220927906
ENSG00000117971,0.9995148755312689,0.9806936299292215,0.9984685637551879
ENSG00000118113,0.7210546419098143,0.9453274853801168,0.8957726229287895
ENSG00000118162,0.513648475120385,0.7324494584837544,0.9982342791906555
ENSG00000118276,0.38811764705882307,0.5965641952983723,0.3957512009727744
ENSG00000118298,0.1849906542056042,0.3472631578947371,0.17900162778079315
ENSG00000118432,0.9774814814814814,0.9959626454378444,0.9904997916227879
ENSG00000118514,0.7616785192401364,0.9393951137320976,0.8303484506773643
ENSG00000118946,0.9855240506329113,0.9222345215759848,0.9825801893198118
ENSG00000119535,0.7835513666352497,0.9705753623188407,0.9534074566274052
ENSG00000119688,0.39115659955257265,0.7297605118829982,0.47128571428571436
ENSG00000119689,0.4390183220829316,0.8052852326365475,0.9534074566274052
ENSG00000119943,0.4427769376181472,0.759160744500846,0.48778470225523946
ENSG00000119946,0.8283452484742807,0.8052852326365475,0.818496869935707
ENSG00000120093,0.4777862068965515,0.5308735632183902,0.28811769563008105
ENSG00000120129,0.9336355337078651,0.9813616331821127,0.9538386475961582
ENSG00000120149,0.2855626423690199,0.5584053452115809,0.1714701525507424
ENSG00000120156,0.7994833104709649,0.8352966751918157,0.8782747513027
ENSG00000120322,0.9940796542142636,0.9286293142088748,0.9987734249973369
ENSG00000120457,0.70460569550931,0.960186083499006,0.8326801532159314
ENSG00000120693,0.9769296774193548,0.9303408304498267,0.9703049894116461
ENSG00000120875,0.26167705382436285,0.6278564273789643,0.18523004363449752
ENSG00000121053,0.6597999999999997,0.9336524731182794,0.902635889358461
ENSG00000121075,0.8133716065865599,0.9327911802853436,0.784724793762472
ENSG00000121210,0.38094688221709,0.7830704441041348,0.24491947378319795
ENSG00000121743,0.4670627240143367,0.8051952580195259,0.6572525096525097
ENSG00000121764,0.7508298086606242,0.9286293142088748,0.8198272756704011
ENSG00000122432,0.4043935483870963,0.7076506639427986,0.5298611795540077
ENSG00000122477,0.9402836338418862,0.9299002601908066,0.9784429687616917
ENSG00000122679,0.5465507462686564,0.9071847879083375,0.9118247496031963
ENSG00000122862,0.3491977715877435,0.7076506639427986,0.9360739270102846
ENSG00000123338,0.48791932773109226,0.8826035889070147,0.2753779246905237
ENSG00000123360,0.8171167915381224,0.9695119091242214,0.8991559138692147
ENSG00000123453,0.913494674990819,0.9745503769705278,0.940388853401469
ENSG00000123454,0.7806436346426882,0.9695119091242214,0.9383863096535677
ENSG00000123685,0.8466829886027859,0.9813616331821127,0.957572067518304
ENSG00000123901,0.905176121616611,0.9344806866952788,0.9031928888888887
ENSG00000124143,0.7743835877862596,0.8361904161412357,0.8548855748316664
ENSG00000124466,0.8053616636528029,0.9475707874337005,0.9002504402962069
ENSG00000124593,0.6670005743825388,0.9290880643719267,0.8379372705557236
ENSG00000124678,0.6590292056074768,0.8485923303834807,0.8042128597778885
ENSG00000124731,0.5238977987421379,0.8361904161412357,0.8042128597778885
ENSG00000124785,0.6862815149802147,0.9204349459840301,0.7688645322821221
ENSG00000125148,0.5440629685157421,0.8692424758659851,0.37691370249066963
ENSG00000125355,0.8361652249134947,0.9299002601908066,0.8855247947647878
ENSG00000125409,0.8265562855891371,0.9686316199376948,0.9271829591597033
ENSG00000125462,0.3682969121140137,0.7665945512820515,0.4494754530178482
ENSG00000125675,0.8100223214285714,0.9456771004942339,0.8303484506773643
ENSG00000125730,0.7273385826771654,0.9456771004942339,0.8888400453771981
ENSG00000125735,0.7076944745395447,0.8782572706935122,0.9190622618202842
ENSG00000125740,0.7106085083467959,0.9035159171298637,0.8653707618823899
ENSG00000125787,0.5798934256055361,0.8840108049702863,0.5143700165785111
ENSG00000125810,0.8148924302788845,0.9695119091242214,0.9326850475751208
ENSG00000125827,0.8304774305555557,0.9633443526170798,0.7834591870686873
ENSG00000125848,0.2505569620253155,0.5510744920993225,0.22510250541216156
ENSG00000125931,0.0,0.0,0.0
ENSG00000126467,0.5739387613082811,0.8710107648725213,0.7659501220927906
ENSG00000126709,0.22116201117318252,0.4995331230283904,0.24972914153242098
ENSG00000126822,0.7551731623088307,0.9456771004942339,0.6531000230963936
ENSG00000126878,0.45627661510464035,0.8177560339204175,0.5089176585064853
ENSG00000127124,0.3340759493670883,0.561838427947598,0.4472917090366755
ENSG00000127528,0.9088087149187593,0.9336524731182794,0.9534074566274052
ENSG00000127585,0.22116201117318252,0.536845144356954,0.39681250939708324
ENSG00000127863,0.9386372173913045,0.9745503769705278,0.9240605992593425
ENSG00000127951,0.3175508021390371,0.5510744920993225,0.4417708513708517
ENSG00000127954,0.7384539302446643,0.9007967396841567,0.9031928888888887
ENSG00000127955,0.34110782865583433,0.4995331230283904,0.3957512009727744
ENSG00000128283,0.35688390501319195,0.7221384471468658,0.7618361454504203
ENSG00000128284,0.42887000000000003,0.6480982264665753,0.45333058504242674
ENSG00000128285,0.6444740917212626,0.9299002601908066,0.9325700901555765
ENSG00000128335,0.42887000000000003,0.802906227630637,0.9296733506229565
ENSG00000128394,0.4801626712328768,0.8052852326365475,0.44899375278893333
ENSG00000128512,0.5798934256055361,0.759160744500846,0.8042128597778885
ENSG00000128564,0.9616164292812189,0.9949202606267452,0.9904997916227879
ENSG00000128573,0.9088087149187593,0.9695119091242214,0.9588736366514146
ENSG00000128610,0.22116201117318252,0.4995331230283904,0.0
ENSG00000128655,0.9963081664098613,0.9949202606267452,1
ENSG00000128683,0.24139024390243924,0.4539908256880738,0.23159409607048345
ENSG00000128805,0.2575795795795787,0.636649122807017,0.49144819559012476
ENSG00000129048,0.11782142857142215,0.3472631578947371,0.1590390486903442
ENSG00000129151,0.6193366708385483,0.8883948908994145,0.7759794650464076
ENSG00000129245,0.7118615136876004,0.903237659033079,0.724366506438787
ENSG00000129250,0.7545237623762376,0.9199284032030145,0.4417708513708517
ENSG00000129437,0.7901612301957129,0.9705753623188407,0.8547725207941926
ENSG00000129646,0.70460569550931,0.9557727090836334,0.8547725207941926
ENSG00000129946,0.7738200095739588,0.9303408304498267,0.9296733506229565
ENSG00000129951,0.6262369727047146,0.9007967396841567,0.8398988607300628
ENSG00000129990,0.897328,0.9813616331821127,0.9545589125900007
ENSG00000130005,0.6424575866188768,0.9349049657534245,0.9592579605242272
ENSG00000130270,0.505058631921824,0.8004752333094042,0.623215123247694
ENSG00000130303,0.2309299999999984,0.4202547770700641,0.28811769563008105
ENSG00000130477,0.9885649045980607,0.9766480218281037,
ENSG00000130518,0.6167515683814302,0.8818930714675396,0.7289682510059199
ENSG00000130600,0.469608540925267,0.8375805849408835,0.5284525133317317
ENSG00000130653,0.9205408126573176,0.9813616331821127,0.9759469736612593
ENSG00000130821,0.3083177570093461,0.5965641952983723,0.18523004363449752
ENSG00000131015,0.1849906542056042,0.3534642857142828,0.1940488357216899
ENSG00000131042,0.9402891732964371,0.9468103025347505,0.9534074566274052
ENSG00000131055,0.7508298086606242,0.9633443526170798,0.8991559138692147
ENSG00000131409,0.44197129186602874,0.8144609323703216,0.6798704068477327
ENSG00000131480,0.8171167915381224,0.9299002601908066,0.9534074566274052
ENSG00000131584,0.9714319218241042,0.9911699554423934,0.9465504874119544
ENSG00000131620,0.11782142857142215,0.1609268292682839,0.387449477371878
ENSG00000132026,0.40293129770992325,0.7665945512820515,0.5298611795540077
ENSG00000132199,0.2477064846416372,0.47327426160337444,0.14348469032707295
ENSG00000132329,0.5680705716302044,0.8004752333094042,0.8547725207941926
