,go_name,table,oddsr,p,q
GO:0000080,mitotic G1 phase,"[[16, 784], [17, 1201]]",1.4417767106842736,0.3697409719427105,1.0
GO:0000082,G1/S transition of mitotic cell cycle,"[[17, 783], [20, 1198]]",1.3005108556832694,0.49803569536342274,1.0
GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,"[[18, 782], [21, 1197]]",1.3120204603580563,0.412429505954092,1.0
GO:0000086,G2/M transition of mitotic cell cycle,"[[19, 781], [21, 1197]]",1.3866837387964148,0.3293500799909203,1.0
GO:0000097,sulfur amino acid biosynthetic process,"[[19, 781], [21, 1197]]",1.3866837387964148,0.3293500799909203,1.0
GO:0000098,sulfur amino acid catabolic process,"[[19, 781], [21, 1197]]",1.3866837387964148,0.3293500799909203,1.0
GO:0000103,sulfate assimilation,"[[19, 781], [21, 1197]]",1.3866837387964148,0.3293500799909203,1.0
GO:0000105,histidine biosynthetic process,"[[19, 781], [21, 1197]]",1.3866837387964148,0.3293500799909203,1.0
GO:0000117,regulation of transcription involved in G2/M transition of mitotic cell cycle,"[[19, 781], [21, 1197]]",1.3866837387964148,0.3293500799909203,1.0
GO:0000122,negative regulation of transcription by RNA polymerase II,"[[59, 741], [87, 1131]]",1.0350877192982457,0.8607935573050232,1.0
GO:0000132,establishment of mitotic spindle orientation,"[[60, 740], [87, 1131]]",1.054054054054054,0.7929939448440179,1.0
GO:0000154,rRNA modification,"[[60, 740], [87, 1131]]",1.054054054054054,0.7929939448440179,1.0
GO:0000160,phosphorelay signal transduction system,"[[60, 740], [87, 1131]]",1.054054054054054,0.7929939448440179,1.0
GO:0000165,MAPK cascade,"[[65, 735], [97, 1121]]",1.022021179605863,0.9333044245158499,1.0
GO:0000183,rDNA heterochromatin formation,"[[65, 735], [97, 1121]]",1.022021179605863,0.9333044245158499,1.0
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","[[67, 733], [97, 1121]]",1.0563423861830354,0.739789810797455,1.0
GO:0000209,protein polyubiquitination,"[[75, 725], [102, 1116]]",1.13184584178499,0.4692034869703643,1.0
GO:0000212,meiotic spindle organization,"[[75, 725], [102, 1116]]",1.13184584178499,0.4692034869703643,1.0
GO:0000226,microtubule cytoskeleton organization,"[[80, 720], [108, 1110]]",1.1419753086419753,0.39043709247818303,1.0
GO:0000244,spliceosomal tri-snRNP complex assembly,"[[80, 720], [109, 1109]]",1.1304791029561672,0.4355653337074087,1.0
GO:0000245,spliceosomal complex assembly,"[[81, 719], [112, 1106]]",1.1124826147426983,0.48729015296542777,1.0
GO:0000255,allantoin metabolic process,"[[81, 719], [112, 1106]]",1.1124826147426983,0.48729015296542777,1.0
GO:0000256,allantoin catabolic process,"[[81, 719], [112, 1106]]",1.1124826147426983,0.48729015296542777,1.0
GO:0000266,mitochondrial fission,"[[81, 719], [112, 1106]]",1.1124826147426983,0.48729015296542777,1.0
GO:0000271,polysaccharide biosynthetic process,"[[81, 719], [112, 1106]]",1.1124826147426983,0.48729015296542777,1.0
GO:0000272,polysaccharide catabolic process,"[[81, 719], [113, 1105]]",1.10164067596342,0.5374930214245174,1.0
GO:0000278,mitotic cell cycle,"[[82, 718], [117, 1101]]",1.07470894936076,0.6474548765026457,1.0
GO:0000281,mitotic cytokinesis,"[[83, 717], [123, 1095]]",1.0305473347620506,0.8805588065495256,1.0
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","[[83, 717], [124, 1094]]",1.0213029198722274,0.8811084945742707,1.0
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,"[[83, 717], [124, 1094]]",1.0213029198722274,0.8811084945742707,1.0
GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,"[[83, 717], [125, 1093]]",1.0122064156206416,0.9404554828581015,1.0
GO:0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic","[[83, 717], [125, 1093]]",1.0122064156206416,0.9404554828581015,1.0
GO:0000296,spermine transport,"[[83, 717], [125, 1093]]",1.0122064156206416,0.9404554828581015,1.0
GO:0000301,"retrograde transport, vesicle recycling within Golgi","[[83, 717], [125, 1093]]",1.0122064156206416,0.9404554828581015,1.0
GO:0000338,protein deneddylation,"[[85, 715], [129, 1089]]",1.003577817531306,1.0,1.0
GO:0000349,generation of catalytic spliceosome for first transesterification step,"[[85, 715], [129, 1089]]",1.003577817531306,1.0,1.0
GO:0000350,generation of catalytic spliceosome for second transesterification step,"[[85, 715], [129, 1089]]",1.003577817531306,1.0,1.0
GO:0000354,cis assembly of pre-catalytic spliceosome,"[[85, 715], [129, 1089]]",1.003577817531306,1.0,1.0
GO:0000375,"RNA splicing, via transesterification reactions","[[85, 715], [129, 1089]]",1.003577817531306,1.0,1.0
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome","[[88, 712], [132, 1086]]",1.0168539325842696,0.9418252583245208,1.0
GO:0000387,spliceosomal snRNP assembly,"[[90, 710], [133, 1085]]",1.0340993328391401,0.8278685962985659,1.0
GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),"[[90, 710], [133, 1085]]",1.0340993328391401,0.8278685962985659,1.0
GO:0000389,mRNA 3'-splice site recognition,"[[90, 710], [133, 1085]]",1.0340993328391401,0.8278685962985659,1.0
GO:0000390,spliceosomal complex disassembly,"[[90, 710], [133, 1085]]",1.0340993328391401,0.8278685962985659,1.0
GO:0000395,mRNA 5'-splice site recognition,"[[90, 710], [133, 1085]]",1.0340993328391401,0.8278685962985659,1.0
GO:0000398,"mRNA splicing, via spliceosome","[[94, 706], [135, 1083]]",1.0681145734970097,0.6670766165336397,1.0
GO:0000413,protein peptidyl-prolyl isomerization,"[[94, 706], [137, 1081]]",1.0505779450383574,0.7215707702722594,1.0
GO:0000422,autophagy of mitochondrion,"[[94, 706], [138, 1080]]",1.0420002463357556,0.7757800930527311,1.0
GO:0000423,mitophagy,"[[95, 705], [140, 1078]]",1.0375886524822695,0.8315240764470013,1.0
GO:0000425,pexophagy,"[[95, 705], [140, 1078]]",1.0375886524822695,0.8315240764470013,1.0
GO:0000430,regulation of transcription from RNA polymerase II promoter by glucose,"[[95, 705], [140, 1078]]",1.0375886524822695,0.8315240764470013,1.0
GO:0000432,positive regulation of transcription from RNA polymerase II promoter by glucose,"[[95, 705], [140, 1078]]",1.0375886524822695,0.8315240764470013,1.0
GO:0000435,positive regulation of transcription from RNA polymerase II promoter by galactose,"[[95, 705], [140, 1078]]",1.0375886524822695,0.8315240764470013,1.0
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[97, 703], [140, 1078]]",1.0624466571834994,0.6720247212293216,1.0
GO:0000448,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[97, 703], [140, 1078]]",1.0624466571834994,0.6720247212293216,1.0
GO:0000451,rRNA 2'-O-methylation,"[[98, 702], [140, 1078]]",1.074928774928775,0.6217493970856021,1.0
GO:0000454,snoRNA guided rRNA pseudouridine synthesis,"[[98, 702], [141, 1077]]",1.0663150875916834,0.6727947118453022,1.0
GO:0000455,enzyme-directed rRNA pseudouridine synthesis,"[[99, 701], [141, 1077]]",1.0787325097884481,0.622760031015488,1.0
GO:0000460,maturation of 5.8S rRNA,"[[100, 700], [141, 1077]]",1.0911854103343466,0.5286670816001972,1.0
GO:0000461,"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[100, 700], [141, 1077]]",1.0911854103343466,0.5286670816001972,1.0
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[102, 698], [142, 1076]]",1.1073086080955648,0.48537782690779885,1.0
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[103, 697], [142, 1076]]",1.119768828177097,0.44350553711306406,1.0
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[103, 697], [142, 1076]]",1.119768828177097,0.44350553711306406,1.0
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[104, 696], [142, 1076]]",1.1322648534887485,0.3669355410630994,1.0
GO:0000470,maturation of LSU-rRNA,"[[105, 695], [142, 1076]]",1.1447968385854697,0.3316712465799003,1.0
GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[105, 695], [142, 1076]]",1.1447968385854697,0.3316712465799003,1.0
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[105, 695], [142, 1076]]",1.1447968385854697,0.3316712465799003,1.0
GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000481,maturation of 5S rRNA,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000492,box C/D snoRNP assembly,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000493,box H/ACA snoRNP assembly,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000494,box C/D RNA 3'-end processing,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000495,box H/ACA RNA 3'-end processing,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000578,embryonic axis specification,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000706,meiotic DNA double-strand break processing,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000707,meiotic DNA recombinase assembly,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000709,meiotic joint molecule formation,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000710,meiotic mismatch repair,"[[106, 694], [142, 1076]]",1.157364938913017,0.29882458516392724,1.0
GO:0000711,meiotic DNA repair synthesis,"[[107, 693], [142, 1076]]",1.1699693108143812,0.2683777328934642,1.0
GO:0000712,resolution of meiotic recombination intermediates,"[[108, 692], [144, 1074]]",1.1640173410404624,0.2712862639730062,1.0
GO:0000715,"nucleotide-excision repair, DNA damage recognition","[[108, 692], [144, 1074]]",1.1640173410404624,0.2712862639730062,1.0
GO:0000717,"nucleotide-excision repair, DNA duplex unwinding","[[108, 692], [144, 1074]]",1.1640173410404624,0.2712862639730062,1.0
GO:0000719,photoreactive repair,"[[108, 692], [144, 1074]]",1.1640173410404624,0.2712862639730062,1.0
GO:0000720,pyrimidine dimer repair by nucleotide-excision repair,"[[108, 692], [144, 1074]]",1.1640173410404624,0.2712862639730062,1.0
GO:0000722,telomere maintenance via recombination,"[[109, 691], [144, 1074]]",1.1764954172696576,0.2429683608050603,1.0
GO:0000723,telomere maintenance,"[[112, 688], [147, 1071]]",1.186046511627907,0.22075046362632444,0.9855214803159417
GO:0000724,double-strand break repair via homologous recombination,"[[115, 685], [148, 1070]]",1.2137502465969618,0.15588813205359014,0.9395003623125666
GO:0000725,recombinational repair,"[[115, 685], [148, 1070]]",1.2137502465969618,0.15588813205359014,0.9395003623125666
GO:0000727,double-strand break repair via break-induced replication,"[[116, 684], [148, 1070]]",1.2260945155681997,0.13760050915147423,0.9395003623125666
GO:0000729,DNA double-strand break processing,"[[116, 684], [148, 1070]]",1.2260945155681997,0.13760050915147423,0.9395003623125666
GO:0000730,DNA recombinase assembly,"[[116, 684], [148, 1070]]",1.2260945155681997,0.13760050915147423,0.9395003623125666
GO:0000731,DNA synthesis involved in DNA repair,"[[119, 681], [148, 1070]]",1.263344842639997,0.08096707525062803,0.9395003623125666
GO:0000732,strand displacement,"[[119, 681], [148, 1070]]",1.263344842639997,0.08096707525062803,0.9395003623125666
GO:0000768,syncytium formation by plasma membrane fusion,"[[119, 681], [149, 1069]]",1.2536932462131292,0.09369886413854175,0.9395003623125666
GO:0000819,sister chromatid segregation,"[[119, 681], [149, 1069]]",1.2536932462131292,0.09369886413854175,0.9395003623125666
GO:0000820,regulation of glutamine family amino acid metabolic process,"[[119, 681], [149, 1069]]",1.2536932462131292,0.09369886413854175,0.9395003623125666
GO:0000821,regulation of arginine metabolic process,"[[119, 681], [149, 1069]]",1.2536932462131292,0.09369886413854175,0.9395003623125666
GO:0000902,cell morphogenesis,"[[121, 679], [155, 1063]]",1.2221293173072354,0.12812551437606634,0.9395003623125666
GO:0000904,cell morphogenesis involved in differentiation,"[[121, 679], [155, 1063]]",1.2221293173072354,0.12812551437606634,0.9395003623125666
GO:0000915,actomyosin contractile ring assembly,"[[121, 679], [155, 1063]]",1.2221293173072354,0.12812551437606634,0.9395003623125666
GO:0000916,actomyosin contractile ring contraction,"[[121, 679], [155, 1063]]",1.2221293173072354,0.12812551437606634,0.9395003623125666
GO:0000917,division septum assembly,"[[121, 679], [155, 1063]]",1.2221293173072354,0.12812551437606634,0.9395003623125666
GO:0000921,septin ring assembly,"[[121, 679], [155, 1063]]",1.2221293173072354,0.12812551437606634,0.9395003623125666
GO:0000956,nuclear-transcribed mRNA catabolic process,"[[121, 679], [156, 1062]]",1.2131528265548883,0.14593191663388622,0.9395003623125666
GO:0000957,mitochondrial RNA catabolic process,"[[121, 679], [156, 1062]]",1.2131528265548883,0.14593191663388622,0.9395003623125666
GO:0000958,mitochondrial mRNA catabolic process,"[[121, 679], [156, 1062]]",1.2131528265548883,0.14593191663388622,0.9395003623125666
GO:0000959,mitochondrial RNA metabolic process,"[[121, 679], [156, 1062]]",1.2131528265548883,0.14593191663388622,0.9395003623125666
GO:0000961,negative regulation of mitochondrial RNA catabolic process,"[[121, 679], [156, 1062]]",1.2131528265548883,0.14593191663388622,0.9395003623125666
GO:0000962,positive regulation of mitochondrial RNA catabolic process,"[[121, 679], [156, 1062]]",1.2131528265548883,0.14593191663388622,0.9395003623125666
GO:0000963,mitochondrial RNA processing,"[[122, 678], [156, 1062]]",1.2249829816201498,0.12887781472916654,0.9395003623125666
GO:0000964,mitochondrial RNA 5'-end processing,"[[122, 678], [156, 1062]]",1.2249829816201498,0.12887781472916654,0.9395003623125666
GO:0000965,mitochondrial RNA 3'-end processing,"[[122, 678], [156, 1062]]",1.2249829816201498,0.12887781472916654,0.9395003623125666
GO:0000971,"tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate","[[122, 678], [156, 1062]]",1.2249829816201498,0.12887781472916654,0.9395003623125666
GO:0000972,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,"[[123, 677], [156, 1062]]",1.2368480854448358,0.11350477115744398,0.9395003623125666
GO:0000973,post-transcriptional tethering of RNA polymerase II gene DNA at nuclear periphery,"[[123, 677], [157, 1061]]",1.2278128498715766,0.1147702016869474,0.9395003623125666
GO:0001080,nitrogen catabolite activation of transcription from RNA polymerase II promoter,"[[123, 677], [157, 1061]]",1.2278128498715766,0.1147702016869474,0.9395003623125666
GO:0001100,negative regulation of exit from mitosis,"[[123, 677], [157, 1061]]",1.2278128498715766,0.1147702016869474,0.9395003623125666
GO:0001111,RNA polymerase II promoter clearance,"[[124, 676], [157, 1061]]",1.2396261259563561,0.10065662239965309,0.9395003623125666
GO:0001112,DNA-templated transcription open complex formation,"[[124, 676], [157, 1061]]",1.2396261259563561,0.10065662239965309,0.9395003623125666
GO:0001113,transcription open complex formation at RNA polymerase II promoter,"[[125, 675], [157, 1061]]",1.2514744043406463,0.08803087137447638,0.9395003623125666
GO:0001172,RNA-templated transcription,"[[125, 675], [157, 1061]]",1.2514744043406463,0.08803087137447638,0.9395003623125666
GO:0001174,transcriptional start site selection at RNA polymerase II promoter,"[[125, 675], [157, 1061]]",1.2514744043406463,0.08803087137447638,0.9395003623125666
GO:0001178,regulation of transcriptional start site selection at RNA polymerase II promoter,"[[125, 675], [157, 1061]]",1.2514744043406463,0.08803087137447638,0.9395003623125666
GO:0001188,RNA polymerase I preinitiation complex assembly,"[[126, 674], [157, 1061]]",1.2633578408210324,0.07678063496726302,0.9395003623125666
GO:0001193,maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II,"[[126, 674], [157, 1061]]",1.2633578408210324,0.07678063496726302,0.9395003623125666
GO:0001501,skeletal system development,"[[131, 669], [170, 1048]]",1.2071397168732965,0.14200566764067013,0.9395003623125666
GO:0001502,cartilage condensation,"[[131, 669], [171, 1047]]",1.1989353053785434,0.16056679462351384,0.9395003623125666
GO:0001503,ossification,"[[132, 668], [176, 1042]]",1.1699101796407185,0.22925797668205605,1.0
GO:0001504,neurotransmitter uptake,"[[132, 668], [177, 1041]]",1.162184106363544,0.23064946927995494,1.0
GO:0001505,regulation of neurotransmitter levels,"[[132, 668], [178, 1040]]",1.1545448428984728,0.2564370104993983,1.0
GO:0001507,acetylcholine catabolic process in synaptic cleft,"[[133, 667], [178, 1040]]",1.165035459798191,0.2313312255562899,1.0
GO:0001508,action potential,"[[133, 667], [180, 1038]]",1.1498750624687657,0.2852466285171771,1.0
GO:0001510,RNA methylation,"[[133, 667], [181, 1037]]",1.1424205024559544,0.28658742858645525,1.0
GO:0001514,selenocysteine incorporation,"[[133, 667], [182, 1036]]",1.135047860685042,0.31621231912028047,1.0
GO:0001516,prostaglandin biosynthetic process,"[[134, 666], [182, 1036]]",1.1452991452991452,0.287312669256417,1.0
GO:0001519,peptide amidation,"[[134, 666], [182, 1036]]",1.1452991452991452,0.287312669256417,1.0
GO:0001522,pseudouridine synthesis,"[[134, 666], [182, 1036]]",1.1452991452991452,0.287312669256417,1.0
GO:0001523,retinoid metabolic process,"[[136, 664], [184, 1034]]",1.1509952854897851,0.26250519845026943,1.0
GO:0001525,angiogenesis,"[[148, 652], [205, 1013]]",1.121681879395481,0.3384354835198746,1.0
GO:0001541,ovarian follicle development,"[[149, 651], [209, 1009]]",1.104969167787504,0.404808001880962,1.0
GO:0001542,ovulation from ovarian follicle,"[[149, 651], [209, 1009]]",1.104969167787504,0.404808001880962,1.0
GO:0001543,ovarian follicle rupture,"[[149, 651], [209, 1009]]",1.104969167787504,0.404808001880962,1.0
GO:0001544,initiation of primordial ovarian follicle growth,"[[150, 650], [209, 1009]]",1.1140964298859035,0.37238156197022354,1.0
GO:0001545,primary ovarian follicle growth,"[[151, 649], [209, 1009]]",1.1232518191402305,0.3417213612888215,1.0
GO:0001546,preantral ovarian follicle growth,"[[151, 649], [209, 1009]]",1.1232518191402305,0.3417213612888215,1.0
GO:0001547,antral ovarian follicle growth,"[[151, 649], [209, 1009]]",1.1232518191402305,0.3417213612888215,1.0
GO:0001549,cumulus cell differentiation,"[[151, 649], [209, 1009]]",1.1232518191402305,0.3417213612888215,1.0
GO:0001550,ovarian cumulus expansion,"[[151, 649], [210, 1008]]",1.1167950693374422,0.37318810931118473,1.0
GO:0001552,ovarian follicle atresia,"[[151, 649], [210, 1008]]",1.1167950693374422,0.37318810931118473,1.0
GO:0001553,luteinization,"[[151, 649], [210, 1008]]",1.1167950693374422,0.37318810931118473,1.0
GO:0001554,luteolysis,"[[151, 649], [210, 1008]]",1.1167950693374422,0.37318810931118473,1.0
GO:0001555,oocyte growth,"[[151, 649], [210, 1008]]",1.1167950693374422,0.37318810931118473,1.0
GO:0001556,oocyte maturation,"[[152, 648], [211, 1007]]",1.1194780878825112,0.34362502824649466,1.0
GO:0001558,regulation of cell growth,"[[154, 646], [217, 1001]]",1.099670428443024,0.4450999634945625,1.0
GO:0001560,regulation of cell growth by extracellular stimulus,"[[154, 646], [218, 1000]]",1.0935325361433805,0.44612460517818464,1.0
GO:0001561,fatty acid alpha-oxidation,"[[155, 645], [218, 1000]]",1.10233980513477,0.41216857650171657,1.0
GO:0001562,response to protozoan,"[[155, 645], [218, 1000]]",1.10233980513477,0.41216857650171657,1.0
GO:0001568,blood vessel development,"[[156, 644], [220, 998]]",1.0988706945228683,0.4474507842508123,1.0
GO:0001569,branching involved in blood vessel morphogenesis,"[[156, 644], [220, 998]]",1.0988706945228683,0.4474507842508123,1.0
GO:0001570,vasculogenesis,"[[156, 644], [223, 995]]",1.0808289000919142,0.5217439950405859,1.0
GO:0001572,lactosylceramide biosynthetic process,"[[156, 644], [224, 994]]",1.0749223602484472,0.5606087996006739,1.0
GO:0001573,ganglioside metabolic process,"[[156, 644], [224, 994]]",1.0749223602484472,0.5606087996006739,1.0
GO:0001574,ganglioside biosynthetic process,"[[159, 641], [226, 992]]",1.0887854983225878,0.4871404201678685,1.0
GO:0001576,globoside biosynthetic process,"[[159, 641], [226, 992]]",1.0887854983225878,0.4871404201678685,1.0
GO:0001578,microtubule bundle formation,"[[159, 641], [226, 992]]",1.0887854983225878,0.4871404201678685,1.0
GO:0001579,medium-chain fatty acid transport,"[[159, 641], [227, 991]]",1.0828963555017972,0.48819667601394084,1.0
GO:0001580,detection of chemical stimulus involved in sensory perception of bitter taste,"[[159, 641], [229, 989]]",1.0712723705454767,0.5638781211577963,1.0
GO:0001581,detection of chemical stimulus involved in sensory perception of sour taste,"[[159, 641], [229, 989]]",1.0712723705454767,0.5638781211577963,1.0
GO:0001582,detection of chemical stimulus involved in sensory perception of sweet taste,"[[159, 641], [229, 989]]",1.0712723705454767,0.5638781211577963,1.0
GO:0001649,osteoblast differentiation,"[[163, 637], [232, 986]]",1.087519623233909,0.4913644166543835,1.0
GO:0001654,eye development,"[[163, 637], [232, 986]]",1.087519623233909,0.4913644166543835,1.0
GO:0001655,urogenital system development,"[[163, 637], [232, 986]]",1.087519623233909,0.4913644166543835,1.0
GO:0001656,metanephros development,"[[165, 635], [233, 985]]",1.0984758879389003,0.42354364740904155,1.0
GO:0001657,ureteric bud development,"[[165, 635], [234, 984]]",1.0926711084191398,0.4577270297968418,1.0
GO:0001658,branching involved in ureteric bud morphogenesis,"[[167, 633], [234, 984]]",1.1094098108316117,0.362132348336213,1.0
GO:0001659,temperature homeostasis,"[[169, 631], [234, 984]]",1.126254622292657,0.30573502169727157,1.0
GO:0001660,fever generation,"[[170, 630], [234, 984]]",1.1347171347171348,0.27997792965372115,1.0
GO:0001661,conditioned taste aversion,"[[170, 630], [234, 984]]",1.1347171347171348,0.27997792965372115,1.0
GO:0001662,behavioral fear response,"[[171, 629], [237, 981]]",1.1252943188907447,0.30794346665613476,1.0
GO:0001666,response to hypoxia,"[[177, 623], [243, 975]]",1.1399441174722074,0.2397973334481515,1.0
GO:0001667,ameboidal-type cell migration,"[[177, 623], [243, 975]]",1.1399441174722074,0.2397973334481515,1.0
GO:0001675,acrosome assembly,"[[177, 623], [246, 972]]",1.12257761421916,0.3143559973242319,1.0
GO:0001676,long-chain fatty acid metabolic process,"[[177, 623], [247, 971]]",1.1168825261078366,0.3423596811442279,1.0
GO:0001678,intracellular glucose homeostasis,"[[178, 622], [247, 971]]",1.1249983727560307,0.28958315352397634,1.0
GO:0001680,tRNA 3'-terminal CCA addition,"[[178, 622], [247, 971]]",1.1249983727560307,0.28958315352397634,1.0
GO:0001682,tRNA 5'-leader removal,"[[179, 621], [247, 971]]",1.1331403573966503,0.2651121518608071,1.0
GO:0001692,histamine metabolic process,"[[180, 620], [248, 970]]",1.1355359001040584,0.2656342590607687,1.0
GO:0001694,histamine biosynthetic process,"[[180, 620], [248, 970]]",1.1355359001040584,0.2656342590607687,1.0
GO:0001695,histamine catabolic process,"[[180, 620], [248, 970]]",1.1355359001040584,0.2656342590607687,1.0
GO:0001696,gastric acid secretion,"[[180, 620], [249, 969]]",1.129809560823941,0.29064236922469877,1.0
GO:0001698,gastrin-induced gastric acid secretion,"[[180, 620], [249, 969]]",1.129809560823941,0.29064236922469877,1.0
GO:0001701,in utero embryonic development,"[[185, 615], [257, 961]]",1.12482996425295,0.295964988578139,1.0
GO:0001702,gastrulation with mouth forming second,"[[185, 615], [257, 961]]",1.12482996425295,0.295964988578139,1.0
GO:0001704,formation of primary germ layer,"[[185, 615], [258, 960]]",1.119304216297977,0.3224338522747341,1.0
GO:0001705,ectoderm formation,"[[185, 615], [258, 960]]",1.119304216297977,0.3224338522747341,1.0
GO:0001706,endoderm formation,"[[186, 614], [259, 959]]",1.121665639580949,0.297447688008565,1.0
GO:0001707,mesoderm formation,"[[186, 614], [261, 957]]",1.1107491856677525,0.3516654683457021,1.0
GO:0001708,cell fate specification,"[[186, 614], [261, 957]]",1.1107491856677525,0.3516654683457021,1.0
GO:0001709,cell fate determination,"[[186, 614], [261, 957]]",1.1107491856677525,0.3516654683457021,1.0
