,sigmoidal,1,2,3
ENSG00000003056,1,0.9999823040147895,0.83368175305628,0.9570411639146881
ENSG00000003096,0.6881255673642238,0.9466829122741662,0.6877855820155604,0.8805825226944329
ENSG00000003137,0.8990948705411621,0.9999823040147895,0.9439528908183573,0.9876968394537128
ENSG00000003147,0.9702588113011497,0.999653843259551,0.8465385323191401,0.9448540331881918
ENSG00000003249,1,0.9999823040147895,0.9816530647845904,0.9018917842048524
ENSG00000003393,0.3739051651439085,0.9466829122741662,0.571797198897898,0.8419931602025752
ENSG00000003400,0.7597523178704422,0.9548911508430401,0.8169925261021048,0.9709325359946247
ENSG00000003402,0.9772818104332426,0.9999823040147895,0.9792732093393406,0.9306319833133512
ENSG00000003436,0.8571442495106083,0.9669026847362721,0.9200597061953952,0.9877569386418572
ENSG00000003509,0.7003038465781362,0.9482551802529974,0.8494340818207564,0.8336629131539478
ENSG00000003756,0.9228387674540871,0.9999823040147895,0.938053841407632,0.9587378919706587
ENSG00000003987,0.8331856115754054,0.9567317454842583,0.7211956135769317,0.9209939542163342
ENSG00000003989,0.6124417055209712,0.9466829122741662,0.8145556104903691,0.9535510592959294
ENSG00000004059,0.8748285684240685,0.9466829122741662,0.44502064982621664,0.6498760405655079
ENSG00000004139,0.9670434269468127,0.9994591205871648,0.9665189348814041,0.9837885237758335
ENSG00000004142,0.9448403775567795,0.9582695521474769,0.8078921487976538,0.9622811995211067
ENSG00000004399,0.6879079794717713,0.9466829122741662,0.602772744925311,0.8607946620549023
ENSG00000004455,0.6972609818061678,0.9466829122741662,0.6824791270720849,0.927357059778495
ENSG00000004468,0.7445665364847451,0.9466829122741662,0.8104161591617853,0.9468328933584315
ENSG00000004478,0.9943438539860522,0.9963784971895769,0.9506624802889182,0.9930294422290689
ENSG00000004487,1,0.9999823040147895,0.9810208896359963,0.9991379127783243
ENSG00000004534,0.996298742164635,0.9999823040147895,0.9259023720403853,0.9886855061846834
ENSG00000004660,0.9569222859180345,0.9961563259913826,0.9522968681520233,0.9970719745460638
ENSG00000004700,1,0.9999823040147895,0.9006422698205108,0.8820241181907655
ENSG00000004766,0.8569946982458457,0.9826327767191421,0.85461505019132,0.9820382811772291
ENSG00000004776,0.32774300174984006,0.9466829122741662,0.5890525633768037,0.8761688935537295
ENSG00000004777,0.9284773846936656,0.9490063445342684,0.8526035924053135,0.9837885237758335
ENSG00000004779,0.8829237424732066,0.9662815390034588,0.9092543765745851,0.9918511917347502
ENSG00000004799,0.8651633851411905,0.9911306671444274,0.9255270784962626,0.8119142286634388
ENSG00000004809,1.0,0.9999823040147895,0.8693651992625,0.984212241283841
ENSG00000004838,0.8464349987577205,0.9466829122741662,0.7627073008485021,0.9539894897930602
ENSG00000004848,0.5903477442340338,0.9466829122741662,0.7547765188968305,0.8631072379133468
ENSG00000004864,0.5319105644342632,0.9466829122741662,0.6911354912140596,0.8811108813954536
ENSG00000004866,0.9765242613340999,0.9968999874077784,0.9703016181611039,0.9970719745460638
ENSG00000004897,0.4147739641365203,0.9466829122741662,0.5473656957683515,0.8406509367042201
ENSG00000004948,1,0.9999823040147895,0.9259023720403853,0.9959246121136202
ENSG00000004961,1,0.9999823040147895,0.9970839298031119,0.9983871404556507
ENSG00000004975,1.0,0.9999823040147895,0.998925349855696,0.9998626633208519
ENSG00000005001,0.7125573101094024,0.9582695521474769,0.8383694267827494,0.9798976906933731
ENSG00000005007,0.8201890408722451,0.9867034401761932,0.9602579625108845,0.9769411582232294
ENSG00000005020,0.9653555569812255,0.9999823040147895,0.8709077543827479,0.9793450078987224
ENSG00000005022,1.0,0.993865892650349,0.937170335777368,0.9970719745460638
ENSG00000005059,0.6012616768577373,0.9466829122741662,0.644134754613157,0.8914511045435437
ENSG00000005073,0.6903079490213657,0.9669026847362721,0.5416530758785267,0.8336580220609847
ENSG00000005075,0.8698152070203207,0.9466829122741662,0.702216463017857,0.9370618774415854
ENSG00000005100,0.9001667647195954,0.993865892650349,0.8795150512948146,0.9840111237973709
ENSG00000005102,0.8125610738093495,0.9509786436222201,0.8476630296661687,0.9566374731260164
ENSG00000005108,0.9627940749051139,0.9580763401912648,0.8842578528097055,0.9876968394537128
ENSG00000005156,0.9522976557575278,0.9669026847362721,0.8875773770942135,0.9795126378031195
ENSG00000005175,0.9596681215455163,0.9999823040147895,0.9084043255639056,0.9826157361262502
ENSG00000005187,0.912888591172655,0.9994591205871648,0.8470870020787025,0.9783039998346195
ENSG00000005189,0.8377397909300384,0.9466829122741662,0.7840530384903466,0.9535510592959294
ENSG00000005194,0.7052880198511428,0.9509786436222201,0.7650591385390978,0.8102454507647503
ENSG00000005206,0.9130442707866337,0.983731274805992,0.9398958678212751,0.9948315585170959
ENSG00000005238,0.8120927639918036,0.992900029064906,0.8498958302962627,0.9503373084186377
ENSG00000005243,0.8863253706037783,0.9999823040147895,0.7907819400513392,0.9587378919706587
ENSG00000005249,0.6117566266176683,0.9466829122741662,0.7072101940400888,0.9127576617178684
ENSG00000005302,0.8863253706037783,0.9860332970006475,0.9592603874428844,0.9837885237758335
ENSG00000005339,0.7923191681774645,0.9582695521474769,0.7084714325000872,0.9292234700223057
ENSG00000005379,0.6320148226925795,0.9466829122741662,0.7812553627411061,0.9503373084186377
ENSG00000005381,0.8620718002186022,0.9850319060167224,0.9088971445835333,0.9877569386418572
ENSG00000005421,0.7672552816769843,0.9745817963592145,0.9371778540445816,0.9526386688830303
ENSG00000005436,0.5714944047551365,0.9466829122741662,0.7283089106077207,0.8469909970992521
ENSG00000005448,0.3394230808596126,0.9466829122741662,0.519494372172801,0.7841475503382426
ENSG00000005469,0.8620718002186022,0.9999823040147895,0.9084043255639056,0.9762573689781142
ENSG00000005471,0.9684316344075481,0.993865892650349,0.9708372418319128,0.9970719745460638
ENSG00000005483,0.7653127998466142,0.973671789177575,0.9428065399846219,0.9525135465480093
ENSG00000005486,1.0,0.9582695521474769,0.6908151156549308,0.9297722558232066
ENSG00000005513,0.5913973045320325,0.9795064742789799,0.7650591385390978,0.9564136728931818
ENSG00000005700,0.49690654700599685,0.9466829122741662,0.48277310610987706,0.7922969638290223
ENSG00000005801,0.8503753925470021,0.9828684828119444,0.9582783188864715,0.9801947478564503
ENSG00000005810,1,0.9999823040147895,0.9786000977563555,0.998063421479589
ENSG00000005812,0.8946111283233631,0.9763525336431691,0.9505649406453829,0.9876968394537128
ENSG00000005844,0.6444611433619722,0.9466829122741662,0.7538967688364565,0.9466356556860498
ENSG00000005882,0.5595209522654443,0.9466829122741662,0.7083720939829022,0.9127576617178684
ENSG00000005884,1.0,0.977547656205889,0.8526035924053135,0.9816597761576471
ENSG00000005889,1,0.9999823040147895,0.9881625390436756,0.998063421479589
ENSG00000005893,0.9599758859564368,0.9466829122741662,0.793058175795334,0.9201122873024552
ENSG00000005961,1.0,0.9999823040147895,0.6415804056467902,0.8336580220609847
ENSG00000005981,0.7432628356634968,0.9567317454842583,0.8467375032300481,0.9639035456053927
ENSG00000006007,1.0,0.999653843259551,0.8299875746648311,0.8891299458950885
ENSG00000006015,1,0.964841915088769,0.9144921987375594,0.9945561154390383
ENSG00000006016,0.9605012792587504,0.9999823040147895,0.9942490806483341,0.9904289879205804
ENSG00000006025,1.0,0.9999823040147895,0.9872462300340811,0.9975274832877966
ENSG00000006042,1,0.9466829122741662,0.7312013818579061,0.8912563805404776
ENSG00000006047,0.9200613022378791,0.9999823040147895,0.8526035924053135,0.9810185816288283
ENSG00000006062,0.9980457528151984,0.9999823040147895,0.9970839298031119,0.9576493047125598
ENSG00000006071,0.7194089280611364,0.9466829122741662,0.807172795284289,0.9713394933116913
ENSG00000006118,0.972276485106041,0.9567317454842583,0.89403619881742,0.9566374731260164
ENSG00000006125,1.0,0.9994591205871648,0.7830722686611654,0.9587378919706587
ENSG00000006128,0.6613512353085006,0.9466829122741662,0.6869323883169581,0.8914511045435437
ENSG00000006194,0.6197859085050662,0.9466829122741662,0.6852234041133795,0.9306319833133512
ENSG00000006210,0.4083811991291297,0.9466829122741662,0.65183731077435,0.8336629131539478
ENSG00000006282,1,0.9999823040147895,0.8855708777912066,0.9863227013682034
ENSG00000006283,1.0,0.9999823040147895,0.9599558091381368,0.9970719745460638
ENSG00000006327,1,0.9582695521474769,0.8719228211382536,0.945547215211526
ENSG00000006377,0.8380601255106068,0.9520406335486679,0.8450784246446812,0.9783039998346195
ENSG00000006432,0.6391537782464016,0.9466829122741662,0.786932037185029,0.9535510592959294
ENSG00000006451,1.0,0.9999823040147895,0.8962189905518314,0.9685699092095007
ENSG00000006453,0.9549021425615987,0.9907123303947256,0.7830722686611654,0.9566374731260164
ENSG00000006459,0.6739732371821079,0.9735307296315479,0.793058175795334,0.8960105296231355
ENSG00000006468,0.22429240299578315,0.9466829122741662,0.44502064982621664,0.6498760405655079
ENSG00000006530,0.5179769491141445,0.9466829122741662,0.6880437306337206,0.8912563805404776
ENSG00000006534,0.9367771649331561,0.9968999874077784,0.9505649406453829,0.9526386688830303
ENSG00000006555,0.8946111283233631,0.9466829122741662,0.8264485410417174,0.9769411582232294
ENSG00000006576,0.9754328019752664,0.9962794017138874,0.9209734980651579,0.9930294422290689
ENSG00000006606,0.9870760696120205,0.9973228387582296,0.9703060429972079,0.9889651613465046
ENSG00000006607,0.9658974895499619,0.9999823040147895,0.9736950666858534,0.9933260398893733
ENSG00000006611,1.0,0.9916864976204575,0.7393415783208037,0.9448540331881918
ENSG00000006625,1.0,0.9999823040147895,0.7158568904889443,0.9343919215107254
ENSG00000006634,0.8397354296218106,0.9561063389273255,0.8000302920101388,0.8757452424726535
ENSG00000006638,1,0.9777058571698651,0.9533664054985724,0.9970719745460638
ENSG00000006652,0.9471862591206894,0.9999823040147895,0.6206649204680638,0.8144366943550823
ENSG00000006695,0.9033263030365555,0.9938151354356137,0.9086034022728456,0.9903366881795601
ENSG00000006704,0.7516537858428786,0.9466829122741662,0.6885213743576634,0.9306319833133512
ENSG00000006712,0.4834448675153445,0.9466829122741662,0.7376222391389594,0.9491557745278222
ENSG00000006715,0.7127898091159293,0.964841915088769,0.519494372172801,0.8052132203810801
ENSG00000006740,0.39266696765215453,0.9466829122741662,0.6880437306337206,0.8976648786815188
ENSG00000006744,0.7857441601113376,0.9719200549470842,0.8365533971891425,0.9585509366528719
ENSG00000006747,0.8358901941869822,0.9642239292773767,0.8875773770942135,0.956145824558432
ENSG00000006756,1.0,0.9999823040147895,0.9574936418150467,0.9970719745460638
ENSG00000006757,0.7655064062208085,0.9509786436222201,0.8783144944483751,0.9840111237973709
ENSG00000006788,1,0.9831177636315266,0.9084043255639056,0.9431531382396339
ENSG00000006831,0.9732886304293737,0.9999823040147895,0.9772090949504773,0.9658363837142422
ENSG00000006837,1.0,0.9999823040147895,0.85461505019132,0.965737032209893
ENSG00000007038,0.7536508047618355,0.964841915088769,0.9174140323445659,0.9845587315649866
ENSG00000007047,0.9034804176641121,0.9898707439088086,0.8143910602599164,0.9703239907393623
ENSG00000007062,0.7837805073023418,0.9466829122741662,0.5865376179342058,0.8419931602025752
ENSG00000007080,1.0,0.9782081269832698,0.9436244783737499,0.9970719745460638
ENSG00000007129,0.943453998155464,0.9500222514840044,0.85461505019132,0.9209939542163342
ENSG00000007168,0.7530111495374164,0.9466829122741662,0.6121969391822203,0.8912563805404776
ENSG00000007171,0.9832114289515823,0.9732522932588259,0.9326777730669881,0.9564375843979769
ENSG00000007174,0.7653196671640049,0.9795064742789799,0.8795150512948146,0.9769411582232294
ENSG00000007202,1,0.9795064742789799,0.7179931438375932,0.9306319833133512
ENSG00000007216,0.3894362613066626,0.9466829122741662,0.5865376179342058,0.7743847375132812
ENSG00000007237,1,0.9999823040147895,0.9786000977563555,0.9970719745460638
ENSG00000007255,1,0.9546029125891865,0.8799818795816042,0.984212241283841
ENSG00000007264,0.566528960420053,0.9466829122741662,0.7236408435740926,0.9306319833133512
ENSG00000007306,0.8275098144396146,0.9466829122741662,0.6167204124447869,0.8912563805404776
ENSG00000007312,1,0.9999823040147895,0.9271702915042701,0.997018711536464
ENSG00000007314,0.7186666255050408,0.9466829122741662,0.6831465936363624,0.9020889832278985
ENSG00000007341,0.9086924282977793,0.998254622843883,0.8797087022253682,0.9822697356347899
ENSG00000007350,0.6590697330208164,0.9466829122741662,0.7593953138370373,0.9548006552869837
ENSG00000007372,0.2881730613778398,0.9466829122741662,0.5473656957683515,0.7594150759158924
ENSG00000007376,0.9562532240886011,0.9466829122741662,0.6122409042316761,0.8912563805404776
ENSG00000007384,0.293067672164878,0.9466829122741662,0.458763767728521,0.7566432219652738
ENSG00000007392,0.8289826655163488,0.9669026847362721,0.8957642132475571,0.9875737741761068
ENSG00000007402,0.6343243232994805,0.9466829122741662,0.7985065453438501,0.9622811995211067
ENSG00000007516,1.0,0.9999823040147895,0.8460509155759194,0.8792805906328369
ENSG00000007520,1.0,0.9466829122741662,0.7508196535071676,0.945547215211526
ENSG00000007541,0.9470255250993787,0.998254622843883,0.9601113414995054,0.9970719745460638
ENSG00000007545,0.9206113196722657,0.9860332970006475,0.9587905332000565,0.9911579920719892
ENSG00000007866,1.0,0.9466829122741662,0.48277310610987706,0.6498760405655079
ENSG00000007908,1,0.9999823040147895,0.9964894020014259,0.997018711536464
ENSG00000007923,0.8317881899310283,0.9509786436222201,0.8014873911147702,0.9435639617477082
ENSG00000007933,0.9813749077842618,0.9999823040147895,0.7158568904889443,0.9344285911166691
ENSG00000007944,1.0,0.9579900631294598,0.8695187160879088,0.9665159078053934
ENSG00000007952,0.64472861303389,0.9466829122741662,0.5890525633768037,0.8083446909635431
ENSG00000007968,0.8049200380501261,0.9746894604017214,0.920525930619791,0.9546672515323588
ENSG00000008018,1.0,0.9662815390034588,0.9044562267880166,0.9845587315649866
ENSG00000008056,0.5925432352660346,0.9466829122741662,0.5509777775481569,0.8420269206064346
ENSG00000008083,0.7944267966028239,0.9509786436222201,0.8333905330448153,0.9746051013853365
ENSG00000008086,0.8541929780790332,0.9999823040147895,0.758356408154796,0.9018917842048524
ENSG00000008118,0.8479925838768406,0.9999823040147895,0.6748667910631496,0.8919304184562836
ENSG00000008128,0.7837418414882978,0.9669026847362721,0.8390228192389748,0.9793693349283222
ENSG00000008130,0.902838711861055,0.9762628056951423,0.9508916935682297,0.9840111237973709
ENSG00000008226,1.0,0.9999823040147895,0.9515463209382727,0.9587378919706587
ENSG00000008256,0.6200142299002565,0.9466829122741662,0.8094096479586611,0.9448540331881918
ENSG00000008277,0.6823396038295367,0.9475553931994884,0.7393415783208037,0.8830492255645058
ENSG00000008282,1.0,0.9721275826284803,0.6880437306337206,0.930062437748693
ENSG00000008283,1,0.9466829122741662,0.7463255149716964,0.8363174312674566
ENSG00000008294,0.8883141485548752,0.9999823040147895,0.9709469350483387,0.9693510816549054
ENSG00000008300,0.9670434269468127,0.9705266746203524,0.9231496088859128,0.9895440217620252
ENSG00000008311,0.8266496880149221,0.9605253104208894,0.7651674522210803,0.9461047479033254
ENSG00000008323,0.7116229776512248,0.9466829122741662,0.5890525633768037,0.8709167605994175
ENSG00000008324,0.8173982985644075,0.948050881225423,0.6891736875697162,0.8607946620549023
ENSG00000008382,0.8390582304174806,0.9466829122741662,0.7719122527314973,0.9576493047125598
ENSG00000008394,0.6553265882031383,0.9509786436222201,0.8600848773557143,0.8979768289959164
ENSG00000008405,,0.9994591205871648,0.9604331749579582,0.9970719745460638
ENSG00000008438,0.9176403569115478,0.9914760256834969,0.8470529070788243,0.9700282083908973
ENSG00000008441,1.0,0.983731274805992,0.7586880566191619,0.9546672515323588
ENSG00000008513,0.343556658250979,0.9466829122741662,0.5890525633768037,0.8132249171559919
ENSG00000008516,1.0,0.9999823040147895,0.9674437678800907,0.9970719745460638
ENSG00000008517,1.0,0.9999823040147895,0.9557492316241469,0.9840111237973709
ENSG00000008710,1,0.9999823040147895,0.9138605400212875,0.9933260398893733
ENSG00000008735,1.0,0.9999823040147895,0.9816530647845904,0.9346705240135041
ENSG00000008838,1,0.964841915088769,0.7748744818893882,0.941735318539359
ENSG00000008853,0.6774069239336007,0.9466829122741662,0.8055302170030744,0.9503373084186377
ENSG00000008869,0.9522976557575278,0.9999823040147895,0.8648749829473843,0.8976648786815188
ENSG00000008952,0.8827470906524468,0.9999823040147895,0.9846038487982373,0.9072862989588546
ENSG00000008988,1.0,0.9999823040147895,0.9779450756208735,0.998063421479589
ENSG00000009307,0.9962582112721674,0.9826327767191421,0.9051924823899133,0.9539894897930602
ENSG00000009335,0.997226532877674,0.9999823040147895,0.863948219695414,0.9826396297300148
ENSG00000009413,0.8293835875012494,0.9567317454842583,0.8867916035351815,0.9877031459716031
ENSG00000009694,1,0.9778732290665229,0.941519979612083,0.9877569386418572
ENSG00000009724,1.0,0.9999823040147895,0.9942490806483341,0.9992485468362092
ENSG00000009765,0.5830136011785313,0.9466829122741662,0.6298369062621754,0.7594150759158924
ENSG00000009780,0.591939380102087,0.9466829122741662,0.732296763134423,0.9452100896802583
ENSG00000009790,0.7690167600735601,0.9561063389273255,0.8264485410417174,0.9769812671854177
ENSG00000009830,0.5194034502698991,0.9466829122741662,0.7224857534560387,0.912718376157259
ENSG00000009844,0.9340190663115056,0.993865892650349,0.8375940455286803,0.9775425526590722
ENSG00000009950,0.6467543331144237,0.9466829122741662,0.5729366759201449,0.8420269206064346
ENSG00000009954,0.9214210268649381,0.9999823040147895,0.9624831692901686,0.9970719745460638
ENSG00000010017,1.0,0.9763525336431691,0.8754435153360464,0.984212241283841
ENSG00000010030,0.7509249364263183,0.9500222514840044,0.7506485826202224,0.8914638012010627
ENSG00000010072,0.7595012821050047,0.9466829122741662,0.7014353611652387,0.9154716237428301
ENSG00000010165,0.7386570844916414,0.9466829122741662,0.5890525633768037,0.8715703829754621
ENSG00000010219,0.5692794478880419,0.9466829122741662,0.5914771900228605,0.8420269206064346
ENSG00000010244,0.7445665364847451,0.9474232846832193,0.8445486755076416,0.9448540331881918
ENSG00000010256,1.0,0.9999823040147895,0.9636361224756598,0.9970719745460638
ENSG00000010270,0.5740335662375353,0.9466829122741662,0.7051571085683666,0.8792805906328369
ENSG00000010278,0.9827258962360594,0.9509786436222201,0.862276357701836,0.9622811995211067
ENSG00000010292,1.0,0.9999823040147895,0.9601113414995054,0.9970719745460638
ENSG00000010295,1,0.9763525336431691,0.9275910244751118,0.997018711536464
ENSG00000010310,0.8412342796731684,0.9561063389273255,0.8484076057381119,0.9801947478564503
ENSG00000010318,0.8976429325107909,0.9999823040147895,0.9215520275349971,0.9877569386418572
ENSG00000010319,0.8713220540801754,0.9732522932588259,0.644134754613157,0.8887658750120065
ENSG00000010322,0.9772818104332426,0.9998591541349283,0.7921120105044763,0.9539894897930602
ENSG00000010327,1,0.9999823040147895,0.9086034022728456,0.9901354618381774
ENSG00000010361,0.8576794490457641,0.9466829122741662,0.7719439121150544,0.9306319833133512
ENSG00000010404,0.6751025260098071,0.9580763401912648,0.8949236485377994,0.8912563805404776
ENSG00000010438,0.9567409031038585,0.9466829122741662,0.5578912293646006,0.8509956358018305
ENSG00000010539,0.9373561282995496,0.973671789177575,0.7902055441590983,0.9587378919706587
ENSG00000010610,0.7708271494171706,0.9795064742789799,0.9555082570593352,0.9834221952623756
ENSG00000010626,0.8950317274444898,0.9999823040147895,0.9832325858917136,0.9795126378031195
ENSG00000010671,0.8229340167058843,0.9633903470454344,0.9059134445651431,0.9877569386418572
ENSG00000010704,0.34782506063476015,0.9466829122741662,0.48277310610987706,0.6498760405655079
ENSG00000010803,0.9871901526437715,0.9968999874077784,0.9508916935682297,0.984212241283841
ENSG00000010810,0.38087733806984364,0.9466829122741662,0.5728708419874982,0.8647832150268622
ENSG00000010818,0.8477790052634597,0.9517010388838973,0.872793349420724,0.9448540331881918
ENSG00000010932,1,0.9999823040147895,0.9897321763978756,0.9992485468362092
ENSG00000011007,0.5273899120987819,0.9466829122741662,0.6123948363441447,0.8406303925962197
ENSG00000011009,1.0,0.9999823040147895,0.9829948112462306,0.998063421479589
ENSG00000011021,0.9844083836679414,0.9999823040147895,0.9900618200721195,0.9992485468362092
ENSG00000011028,1,0.9999823040147895,0.9854141699224529,0.9970719745460638
ENSG00000011052,0.8297697784173185,0.9466829122741662,0.7593953138370373,0.9546672515323588
ENSG00000011083,1,0.9999823040147895,0.9538503812438235,0.9970719745460638
ENSG00000011105,0.7622086791299607,0.9466829122741662,0.7784264856659212,0.9306319833133512
ENSG00000011114,0.7587531162770575,0.9466829122741662,0.6918615248844187,0.888165459647085
ENSG00000011132,0.6866076541229528,0.9466829122741662,0.6640437210764141,0.9181372395550028
ENSG00000011143,0.7758977169153645,0.9669026847362721,0.8375973703995417,0.9795126378031195
ENSG00000011198,1,0.9999823040147895,0.9831173401161543,0.9587378919706587
ENSG00000011201,1,0.9999823040147895,0.9086034022728456,0.9877569386418572
ENSG00000011243,0.8521748786292144,0.9677254219544608,0.9317845536062469,0.9783039998346195
ENSG00000011258,0.7247548297861318,0.9999823040147895,0.7155343156089022,0.8912563805404776
ENSG00000011260,1.0,0.9999823040147895,0.9674437678800907,0.9970719745460638
ENSG00000011275,0.8285831069178539,0.9582695521474769,0.8145556104903691,0.9577636958292799
ENSG00000011295,0.7669595206287304,0.9500222514840044,0.7439325366420886,0.9472318815210683
ENSG00000011304,1.0,0.9999823040147895,0.9763880609316645,0.9840111237973709
ENSG00000011332,0.6406197339656977,0.948050881225423,0.8349264455655928,0.8976648786815188
ENSG00000011347,0.5126283458202845,0.9466829122741662,0.458763767728521,0.7594150759158924
ENSG00000011376,0.7995242129820017,0.9669026847362721,0.8783289294120825,0.9816597761576471
ENSG00000011405,0.9171785567745784,0.9999823040147895,0.8640527852347121,0.8919304184562836
ENSG00000011422,0.9091829977244109,0.9466829122741662,0.5890525633768037,0.8792805906328369
ENSG00000011426,0.7872840628167865,0.9582695521474769,0.7858087827530108,0.9604274802732685
ENSG00000011451,0.8037979238826046,0.9466829122741662,0.7296355982370241,0.9448540331881918
ENSG00000011454,,0.9999823040147895,0.8303707596057778,0.8224825598149137
ENSG00000011465,0.847392475966472,0.9466829122741662,0.815339169263944,0.9755557678794428
ENSG00000011478,0.6851037398657573,0.9466829122741662,0.6730208345073703,0.8336580220609847
ENSG00000011485,0.9534218948595575,0.9999823040147895,0.972374548607136,0.9975274832877966
ENSG00000011523,0.6890660396001781,0.9658579470150974,0.9122784094138534,0.891039873787811
ENSG00000011566,0.7324251005735931,0.9491279337759181,0.7761115616052802,0.7944570467007247
ENSG00000011590,0.8194151047596537,0.9669026847362721,0.9262525520230042,0.9838718678651442
ENSG00000011600,1,0.9669026847362721,0.9086034022728456,0.9877569386418572
ENSG00000011638,0.6416329704518965,0.9466829122741662,0.6880437306337206,0.8469909970992521
ENSG00000012048,0.6048990320257371,0.9738276441440666,0.7593953138370373,0.9546672515323588
ENSG00000012061,1,0.9999823040147895,0.9774725459916466,0.9963136063886249
ENSG00000012124,0.8539608072968516,0.9669026847362721,0.8706309227444203,0.9755635353555605
ENSG00000012171,1,0.9999823040147895,0.9674437678800907,0.9970719745460638
ENSG00000012174,0.7324251005735931,0.9698633125058224,0.92531410635263,0.9783039998346195
ENSG00000012211,0.44963255066747126,0.9466829122741662,0.5473656957683515,0.8406303925962197
ENSG00000012223,0.8827470906524468,0.9968999874077784,0.9260896752580325,0.9384791630539013
ENSG00000012232,0.7672552816769843,0.9582695521474769,0.8978004487901047,0.9714557407971095
ENSG00000012504,0.6494729595074813,0.9466829122741662,0.7789515971230974,0.9226014127115205
ENSG00000012660,0.7100206728194142,0.9561063389273255,0.7976603910657095,0.9422520322601117
ENSG00000012779,0.8096587338613265,0.9466829122741662,0.6564269353966012,0.8912563805404776
ENSG00000012817,0.9832487812075261,0.9907123303947256,0.9303700117768319,0.9745620452525596
ENSG00000012822,0.9942962949043617,0.9999823040147895,0.9273452541597637,0.7880590410034268
ENSG00000012963,0.4097165943517265,0.9466829122741662,0.6035696672882054,0.8754638364461985
ENSG00000012983,0.6277698146713784,0.9466829122741662,0.6684783231137471,0.8919304184562836
ENSG00000013016,0.587148805001111,0.9466829122741662,0.749349661453899,0.9525135465480093
ENSG00000013275,1.0,0.9669026847362721,0.8747680079092006,0.9343919215107254
ENSG00000013288,0.9033263030365555,0.9509786436222201,0.8705485098267087,0.984212241283841
ENSG00000013297,0.4180795743635774,0.9466829122741662,0.5315859132748016,0.8325358937283052
ENSG00000013306,0.9830475481497029,0.9999823040147895,0.9791700585698933,0.9930294422290689
ENSG00000013364,1.0,0.9999823040147895,0.9762148547702588,0.997018711536464
ENSG00000013374,0.9095051019548539,0.9625079209997823,0.8781433582386619,0.9845587315649866
ENSG00000013375,0.9640517610179499,0.9466829122741662,0.5731594964214248,0.8363174312674566
ENSG00000013392,1,0.9712661381878878,0.9332006859378471,0.9970719745460638
ENSG00000013441,0.6901089829791852,0.9466829122741662,0.7574232438164206,0.9306319833133512
ENSG00000013503,1.0,0.9497358515764237,0.8476630296661687,0.964319152801137
