ensmbl,1 p-value,2 p-value,3 p-value,sigmoidal p-value
ENSG00000100342,0.010400981996726677,0.0524795417348608,0.15333878887070373,0.24980034466815182
ENSG00000101265,0.752937806873977,0.6673486088379705,0.8665466448445172,0.7407591105880376
ENSG00000101298,0.5386988543371523,0.7969067103109656,0.9404418985270049,0.7411121852801479
ENSG00000101307,0.8825531914893617,0.9808592471358428,0.9268494271685761,0.9310243369341348
ENSG00000101746,0.19464811783960712,0.40860883797054004,0.44108019639934537,0.2895380606111556
ENSG00000101846,0.10499999999999998,0.22112929623567923,0.434443535188216,0.21526627716363333
ENSG00000103253,0.06603109656301143,0.22073649754500824,0.24528641571194754,0.0844268841158421
ENSG00000103544,0.7926350245499182,0.9353436988543371,0.30270867430441895,0.5134042284897651
ENSG00000103569,0.7159983633387889,0.5398527004909983,0.7543780687397709,0.7985624816106931
ENSG00000104043,0.08643207855973811,0.2204418985270048,0.428240589198036,0.1396242276491111
ENSG00000104327,0.0611292962356792,0.1897135842880523,0.33873977086743035,0.09338825606321721
ENSG00000104756,0.013477905073649765,0.0487479541734861,0.08431260229132564,0.013837165314614874
ENSG00000104804,0.6297626841243862,0.8941407528641572,0.8600081833060557,0.8657055188936993
ENSG00000104899,0.02643207855973817,0.000932896890343593,0.007986906710310993,0.011138665882056253
ENSG00000104901,0.9571276595744681,0.9734779050736497,0.9845908346972176,0.966088016476819
ENSG00000104918,0.7691325695581015,0.8773158756137479,0.9492880523731587,0.8608969778487663
ENSG00000105352,0.45720130932896885,0.6800572831423894,0.8032896890343699,0.4048253541255097
ENSG00000105697,0.5153027823240589,0.5955891980360065,0.7358674304418985,0.5731158841578748
ENSG00000105877,0.2348772504091653,0.30776595744680846,0.5419803600654665,0.35953091505191037
ENSG00000105880,0.9886006546644844,0.6696399345335515,0.8501227495908347,0.9887352360136186
ENSG00000105929,0.8275613747954174,0.62430441898527,0.8231669394435351,0.912622420242949
ENSG00000107159,0.0010147299509000174,0.0019148936170212405,0.005220949263502361,0.0012862006641166657
ENSG00000107831,0.03966448445171844,0.09431260229132565,0.09310965630114565,0.038005968643604726
ENSG00000107984,0.25013911620294593,0.5364238952536824,0.726227495908347,0.6383674498760035
ENSG00000108342,0.625531914893617,0.8700327332242226,0.8852373158756137,0.6798537261989829
ENSG00000108405,0.2768085106382978,0.4962929623567921,0.7449099836333879,0.6093396662603505
ENSG00000109072,0.660163666121113,0.8759574468085106,0.9711702127659575,0.8725232230675466
ENSG00000109158,0.7779050736497545,0.589026186579378,0.7374713584288053,0.8993316800470766
ENSG00000109758,0.7908510638297872,0.9590261865793781,0.9929705400981996,0.9026606700012609
ENSG00000109794,0.007577741407528538,0.035441898527004856,0.09417348608837972,0.06555420116850907
ENSG00000110427,0.06329787234042561,0.16634206219312597,0.32916530278232403,0.22765751754865293
ENSG00000110436,0.9324877250409165,0.747545008183306,0.9128232405891981,0.9522424446219159
ENSG00000110665,0.37645662847790506,0.544001636661211,0.7833469721767594,0.5796225463410534
ENSG00000110719,0.5051063829787235,0.7781996726677578,0.9270540098199673,0.6474465133874154
ENSG00000111536,0.6020867430441899,0.8500572831423895,0.8022831423895254,0.858887814719852
ENSG00000111674,0.004369885433715082,0.027929623567921502,0.03308510638297857,0.0013450464461350897
ENSG00000111678,0.01856792144026187,0.08594108019639934,0.08860065466448441,0.7309150519103863
ENSG00000111834,0.1968821603927986,0.4209083469721767,0.5400572831423895,0.15103190282039436
ENSG00000111860,0.007741407528641608,0.044165302782324,0.13869067103109656,0.07119498970198823
ENSG00000111962,0.2767839607201309,0.5732733224222586,0.7768248772504092,0.4584758942457232
ENSG00000112208,0.002307692307692233,0.015842880523731506,0.029623567921440164,0.00569122777520914
ENSG00000112964,0.3795171849427168,0.24144844517184938,0.4624549918166939,0.26000588457820184
ENSG00000113296,0.5492062193126023,0.8399345335515548,0.9499345335515548,0.6425875331007525
ENSG00000113749,0.3596890343698854,0.5326268412438624,0.7409738134206219,0.44133495859778915
ENSG00000115353,0.46587561374795416,0.527127659574468,0.7609738134206219,0.6124164600058846
ENSG00000115414,0.807291325695581,0.5988707037643208,0.8242716857610475,0.875927871884326
ENSG00000115507,0.03375613747954165,0.026350245499181524,0.007274959083469645,0.070261863729982
ENSG00000115596,0.5368085106382978,0.7835679214402619,0.6019639934533552,0.6496826531041151
ENSG00000115705,0.12337970540098198,0.31445990180032724,0.4830441898527005,0.24795931234500446
ENSG00000115844,0.1631751227495909,0.2681423895253683,0.4551636661211129,0.4030347610440923
ENSG00000116106,0.1366284779050736,0.1765466448445171,0.33160392798690663,0.1550081963767812
ENSG00000116141,0.9904255319148936,0.2103764320785596,0.35569558101473,0.9903661048295574
ENSG00000116147,0.22399345335515553,0.4361047463175123,0.6867103109656301,0.6209154722374007
ENSG00000116329,0.8685597381342063,0.8801391162029459,0.9728641571194763,0.9258206884956496
ENSG00000116711,0.004738134206219269,0.006783960720130877,0.026571194762684103,0.02471522844773233
ENSG00000117016,0.14279869067103101,0.31081014729950895,0.5347708674304419,0.204077172039847
ENSG00000117215,0.500531914893617,0.7802291325695581,0.7402454991816694,0.36813921230717506
ENSG00000117461,0.1444026186579377,0.27221767594108015,0.45877250409165304,0.2221764532806525
ENSG00000118113,0.4070867430441898,0.625,0.753657937806874,0.6294649237106469
ENSG00000118432,0.9024959083469721,0.9816284779050737,0.9964075286415712,0.9385397839519146
ENSG00000118514,0.42478723404255314,0.6510392798690672,0.794468085106383,0.3695010718338868
ENSG00000119943,0.12242225859247124,0.2549754500818331,0.4776513911620295,0.23854398722205883
ENSG00000120129,0.7939607201309329,0.9039852700490998,0.97189852700491,0.9376318776007734
ENSG00000120149,0.0510065466448445,0.08134206219312601,0.21373158756137467,0.0326594090202178
ENSG00000120322,0.9751718494271686,0.663379705400982,0.867430441898527,0.9780589298474213
ENSG00000120457,0.39917348608837966,0.7190834697217676,0.814099836333879,0.4078685217098904
ENSG00000120875,0.0363911620294598,0.13853518821603927,0.1475613747954173,0.039485519734353436
ENSG00000121075,0.5496235679214403,0.6499099836333879,0.734026186579378,0.2793661468622589
ENSG00000121764,0.4044353518821604,0.5999590834697217,0.7804909983633388,0.5195410029002565
ENSG00000123338,0.2051963993453354,0.4555646481178396,0.5027577741407528,0.13066285570173608
ENSG00000123454,0.45436988543371515,0.7599018003273322,0.9193698854337152,0.663990584674877
ENSG00000123901,0.6518248772504092,0.665646481178396,0.7889607201309329,0.5991593459711656
ENSG00000124143,0.45753682487725034,0.3898772504091653,0.43803600654664476,0.46187213652221426
ENSG00000124466,0.47964811783960715,0.6898445171849428,0.8765466448445172,0.5906435206590728
ENSG00000124678,0.29767594108019635,0.47331423895253677,0.7162111292962356,0.38267412046572236
ENSG00000124731,0.21591653027823243,0.43952536824877253,0.4370703764320786,0.3815728636879493
ENSG00000125355,0.6268739770867431,0.636759410801964,0.6196563011456628,0.5911479130763735
ENSG00000125675,0.5672013093289688,0.6796317512274959,0.8744517184942717,0.5285780337102266
ENSG00000125787,0.24471358428805234,0.48947626841243863,0.6029132569558102,0.1747215333529486
ENSG00000125848,0.02583469721767584,0.0842962356792144,0.15525368248772498,0.08145937539405668
ENSG00000125931,0.00036006546644840043,0.000466448445171741,0.003985270049099765,0.001773780000840719
ENSG00000126878,0.12404255319148927,0.3330360065466448,0.4716530278232406,0.15007355722752314
ENSG00000127124,0.06192307692307697,0.07681669394435342,0.20386252045826514,0.14311294186877388
ENSG00000127585,0.015761047463175082,0.07334697217675934,0.18340425531914883,0.1317304863183557
ENSG00000127863,0.7758428805237316,0.7976104746317512,0.9336088379705401,0.6022025135555462
ENSG00000127954,0.4251554828150572,0.5209165302782324,0.49323240589198036,0.552318103484511
ENSG00000127955,0.06942716857610465,0.054009819967266726,0.06762684124386253,0.11467361607330506
ENSG00000128285,0.3501391162029459,0.665646481178396,0.7786170212765957,0.7537556218738178
ENSG00000128335,0.12493453355155482,0.3409328968903437,0.5831423895253682,0.8395863982178134
ENSG00000128512,0.2371031096563011,0.2409901800327332,0.4555073649754501,0.31103358412845195
ENSG00000128573,0.7599754500818331,0.8446317512274959,0.9391571194762685,0.8043125551679207
ENSG00000128610,0.013420621931260146,0.0589607201309329,0.03153027823240573,0.004228489765037313
ENSG00000128683,0.005679214402618538,0.030188216039279903,0.07085106382978723,0.007540666638644944
ENSG00000129151,0.28667757774140756,0.4947872340425532,0.7096563011456629,0.3555546214955235
ENSG00000129437,0.4832733224222586,0.7946563011456629,0.8715793780687398,0.39977302341221477
ENSG00000129946,0.46891980360065466,0.6350081833060557,0.8426595744680851,0.645311252154176
ENSG00000129990,0.7056055646481179,0.8941734860883797,0.8669885433715221,0.8825774452524063
ENSG00000130600,0.1770621931260229,0.39194762684124385,0.14691489361702126,0.2069606153587492
ENSG00000131015,0.002332242225859149,0.015090016366612113,0.04141571194762672,0.01946954730780548
ENSG00000131055,0.465924713584288,0.7332978723404255,0.8992062193126023,0.5200538018578454
ENSG00000131620,0.0017021276595744483,0.007144026186579278,0.035826513911620284,0.15951410197133375
ENSG00000132199,0.01182487725040915,0.04302782324058907,0.061513911620294515,0.008776428061031516
ENSG00000132329,0.2521031096563011,0.3261620294599018,0.5010965630114566,0.6252700601067631
ENSG00000132514,0.9432160392798691,0.7589443535188216,0.8414320785597381,
ENSG00000132938,0.5016775777414075,0.6130032733224222,0.49527823240589197,0.23937623471060487
ENSG00000133433,0.591456628477905,0.2167103109656301,0.3724386252045826,0.5857845403724098
ENSG00000133519,0.1640098199672667,0.38785597381342063,0.4181096563011457,0.29390946156109465
ENSG00000133636,0.8117757774140753,0.6399754500818331,0.8445008183306055,0.6789374133075533
ENSG00000133943,0.018919803600654594,0.0870949263502454,0.19177577741407514,0.04168803328989967
ENSG00000133985,0.05216039279869067,0.13297872340425532,0.24381342062193123,0.11665755958135438
ENSG00000134317,0.17086743044189845,0.35989361702127654,0.33445990180032725,0.14328107267454082
ENSG00000134324,0.05551554828150573,0.029386252045826455,0.024590834697217567,0.05154890504812759
ENSG00000134504,0.00016366612111284873,0.0007364975450081523,0.0007364975450081523,0.0009163128914295715
ENSG00000134551,0.6477577741407529,0.8689034369885433,0.9670458265139116,0.8700096675213316
ENSG00000134574,0.06461538461538452,0.19797872340425526,0.4003355155482815,0.15605060737253595
ENSG00000134762,0.284279869067103,0.3762929623567921,0.5882896890343698,0.3618931528729352
ENSG00000135046,0.12103109656301148,0.26764320785597373,0.4913256955810147,0.603564373082258
ENSG00000135063,0.6594026186579378,0.7077823240589198,0.7765875613747955,0.7789248034971208
ENSG00000135111,0.1107774140752863,0.15328150572831423,0.2507119476268411,0.12366020764154517
ENSG00000135477,0.02558101472995089,0.11008183306055641,0.2639525368248772,0.1800596864360473
ENSG00000135679,0.08388707037643206,0.25220949263502446,0.45973813420621934,0.17560422008322474
ENSG00000136011,0.6505891980360066,0.8569067103109657,0.9399263502454992,0.5059308141734269
ENSG00000136231,0.05208674304418981,0.18554828150572833,0.29466448445171844,0.15089739817578074
ENSG00000136244,0.6761292962356793,0.8177414075286416,0.8303191489361702,0.7176327182548022
ENSG00000136634,0.31238134206219315,0.6100163666121112,0.5176104746317511,0.17565465932495483
ENSG00000136881,0.9650409165302782,0.49317512274959074,0.6815711947626841,0.970921777142617
ENSG00000137198,0.005581014729950873,0.035098199672667696,0.07477086743044181,0.01662813669034524
ENSG00000137203,0.008256955810147293,0.04771685761047462,0.011235679214402605,0.011508553654743459
ENSG00000137261,0.5887234042553191,0.7240834697217675,0.7002700490998364,0.7534613929637258
ENSG00000137285,0.21168576104746306,0.460646481178396,0.7002209492635025,0.2647303602202514
ENSG00000137441,0.13390343698854335,0.3408919803600655,0.42819148936170204,0.15747971922155446
ENSG00000137699,0.9262847790507365,0.9151882160392799,0.5669639934533551,0.6189651548905049
ENSG00000137731,0.5913502454991817,0.31077741407528636,0.19945171849427168,0.5420537177924425
ENSG00000137941,0.5436497545008183,0.8404828150572832,0.9576432078559738,0.8449918036232189
ENSG00000138759,0.2431342062193126,0.5263911620294599,0.5790671031096564,0.32905720650666226
ENSG00000138792,0.4243453355155483,0.4707201309328969,0.706342062193126,0.4245639107225422
ENSG00000139364,0.12419803600654655,0.22106382978723405,0.32076104746317513,0.10365264175528566
ENSG00000139572,0.5786006546644844,0.83,0.8089443535188215,0.509276617208188
ENSG00000140254,0.9742307692307692,0.8992962356792144,0.9143617021276595,0.9774452524063721
ENSG00000140522,0.5640343698854338,0.6462193126022913,0.8564648117839607,0.7083939304779119
ENSG00000141258,0.4474877250409165,0.696923076923077,0.8603027823240589,0.483518977764701
ENSG00000141665,0.6003600654664485,0.6009083469721768,0.5281096563011456,0.8583413896011096
ENSG00000141668,0.9136252045826514,0.31605564648117834,0.5374222585924713,0.9430036568450254
ENSG00000142549,0.624607201309329,0.6243207855973814,0.7911129296235679,0.5108066075406668
ENSG00000142583,0.028731587561374727,0.08121931260229132,0.19993453355155477,0.18342230255138503
ENSG00000142733,0.035875613747954116,0.1341571194762683,0.18289689034369883,0.04364675717708377
ENSG00000143546,0.49563829787234037,0.6130032733224222,0.8335924713584288,0.7452986423437434
ENSG00000143552,0.5296563011456628,0.8253109656301145,0.8991080196399346,0.8411752343323106
ENSG00000144214,0.07557283142389526,0.2433142389525368,0.4005482815057283,0.06219999159345979
ENSG00000144230,0.2881996726677578,0.46645662847790503,0.6968657937806875,0.14902273969147994
ENSG00000144355,0.014509001636661245,0.05448445171849425,0.040090016366612136,0.0400319448530958
ENSG00000144406,0.5151718494271685,0.3663829787234042,0.6149427168576105,
ENSG00000144452,0.13899345335515545,0.37067103109656296,0.6067839607201309,0.1869026102307596
ENSG00000144671,0.9007855973813421,0.7128150572831424,0.78620294599018,0.9378840738094237
ENSG00000144802,0.7877414075286415,0.9169558101472995,0.9846481178396072,0.8062376528939516
ENSG00000144908,0.2475531914893616,0.3980769230769231,0.5984860883797054,0.2387457441889791
ENSG00000145491,0.46861702127659566,0.7637643207855974,0.4757528641571195,0.820654869488462
ENSG00000145632,0.058674304418985246,0.17047463175122746,0.26492635024549915,0.08814257492329036
ENSG00000145708,0.797962356792144,0.7363011456628478,0.8425286415711948,0.9044344500021017
ENSG00000145808,0.36043371522094925,0.6786088379705401,0.6493862520458265,0.7618343070909167
ENSG00000145860,0.054459901800327226,0.18321603927986896,0.2787970540098199,0.08413265520575008
ENSG00000146005,0.15411620294599016,0.27836333878887065,0.5076923076923077,0.2208061872136523
ENSG00000147257,0.05820785597381328,0.09112929623567922,0.17246317512274956,0.06256147282585856
ENSG00000147606,0.9732896890343699,0.5225368248772504,0.5223076923076923,0.9767643226430163
ENSG00000148123,0.6225286415711948,0.49810147299509,0.7258919803600654,0.6528014795510908
ENSG00000148677,0.6062602291325696,0.5712929623567922,0.75189852700491,0.6632592156697912
ENSG00000149289,0.00770049099836323,0.026219312602291378,0.06126841243862513,0.027153125131352263
ENSG00000149488,0.40357610474631744,0.5619639934533551,0.7189443535188216,0.38945819847841623
ENSG00000150551,0.6392062193126022,0.733126022913257,0.9034779050736498,0.7884326005632383
ENSG00000150783,0.12838788870703766,0.16621931260229128,0.16629296235679203,0.12179395569753271
ENSG00000151025,0.07919803600654662,0.2180360065466448,0.4035842880523731,0.11506031692656893
ENSG00000152932,0.7935597381342062,0.15825695581014732,0.3331751227495908,0.903417258627212
ENSG00000152969,0.358633387888707,0.2912438625204582,0.4905728314238952,0.31978479256861847
ENSG00000153086,0.7166284779050736,0.7467921440261867,0.9162111292962357,0.8849817157748728
ENSG00000153446,0.6939198036006546,0.6377741407528641,0.8131342062193126,0.6079862132739271
ENSG00000154258,0.6986415711947627,0.5841325695581014,0.7856955810147299,0.6907654154932538
ENSG00000154262,0.7503109656301146,0.8085842880523731,0.9442225859247135,0.8926400739775545
ENSG00000154263,0.09104746317512269,0.1746153846153845,0.33789689034369885,0.14055735362111732
ENSG00000154310,0.005139116202945937,0.032765957446808436,0.1111702127659574,0.04732041528309028
ENSG00000154856,0.21294599018003268,0.29728314238952536,0.4868412438625205,0.19767979488041698
ENSG00000154917,0.8126923076923077,0.9704009819967266,0.9633306055646481,0.9085284351225253
ENSG00000154975,0.6466775777414075,0.6689525368248772,0.827823240589198,0.8697490647723929
ENSG00000155966,0.1717266775777414,0.3295908346972176,0.4290425531914893,0.5425412971291665
ENSG00000156049,0.42261865793780684,0.5002864157119475,0.7135270049099836,0.400706149384221
ENSG00000156219,0.2460229132569558,0.3200490998363338,0.504026186579378,0.27889538060611163
ENSG00000156687,0.3889525368248772,0.5622258592471359,0.7970049099836334,0.7809423731663234
ENSG00000157542,0.5880196399345335,0.8255155482815058,0.9507283142389525,0.855542011685091
ENSG00000157765,0.061857610474631786,0.1557610474631751,0.3247708674304418,0.18929847421293777
ENSG00000157851,0.6023731587561374,0.8035024549918167,0.8861702127659574,0.8589886932033122
ENSG00000158089,0.7046563011456628,0.8011538461538461,0.9418003273322422,0.46324240258921445
ENSG00000160307,0.7699672667757774,0.8893944353518821,0.9758265139116203,0.8499180362321886
ENSG00000160323,0.7159165302782324,0.8655810147299509,0.8866121112929624,0.7162960783489556
ENSG00000160838,0.7531996726677578,0.9540671031096563,0.9924631751227496,0.8934134756840822
ENSG00000161640,0.9834451718494271,0.9874959083469722,0.6691898527004909,0.9845067462485814
ENSG00000161642,0.2863666121112929,0.5018494271685761,0.6565793780687397,0.43261737631877606
ENSG00000161798,0.255392798690671,0.5262684124386252,0.7434288052373159,0.3338069017695767
ENSG00000162004,0.9046399345335515,0.9876513911620295,0.9459983633387888,0.9393384052793073
ENSG00000162068,0.5677495908346972,0.8426923076923076,0.943887070376432,0.8509604472279434
ENSG00000162188,0.6336743044189852,0.8724222585924714,0.9691571194762684,0.7674498760035308
ENSG00000162490,0.40631751227495905,0.611456628477905,0.827266775777414,0.5229288386364592
ENSG00000162630,0.5861538461538461,0.8477577741407528,0.9405973813420622,0.8436635702576605
ENSG00000162654,0.09778232405891973,0.2825040916530278,0.50430441898527,0.36919843638350647
ENSG00000162669,0.9141489361702128,0.5211947626841243,0.7223977086743044,0.9432390399730991
ENSG00000162728,0.5823567921440261,0.7663747954173485,0.8862438625204583,0.8544827876087596
ENSG00000162840,0.24672667757774136,0.5387888707037642,0.6392553191489362,0.3150435038459922
ENSG00000162877,0.9203518821603928,0.7954828150572831,0.9343535188216039,0.9458871001639275
ENSG00000162913,0.7722258592471358,0.8599918166939443,0.9562356792144027,0.8978185027951746
ENSG00000162946,0.008019639934533584,0.04620294599017993,0.0870703764320786,0.007675171283258453
ENSG00000163053,0.12847790507364976,0.2546972176759411,0.1929050736497544,0.09620444705981257
ENSG00000163083,0.3759328968903436,0.4295662847790507,0.628216039279869,0.8809129502753141
ENSG00000163132,0.43894435351882155,0.6754255319148936,0.7814075286415711,0.48729351435416757
ENSG00000163273,0.46636661211129293,0.34657937806873973,0.0850163666121112,0.26917742003278566
ENSG00000163288,0.7851554828150573,0.4820458265139116,0.7302291325695581,0.7861039889033669
ENSG00000163331,0.7591734860883796,0.43608019639934537,0.6857692307692307,0.5111428691522004
ENSG00000163629,0.03516366612111288,0.07972176759410798,0.21076104746317514,0.1566222521121433
ENSG00000163710,0.42261047463175117,0.7270621931260228,0.8843617021276595,0.7944180572485394
ENSG00000163873,0.7784533551554829,0.9574058919803601,0.9785842880523732,0.8994914043125551
ENSG00000164049,0.5388625204582651,0.20948445171849428,0.38058919803600655,0.3199529233743853
ENSG00000164070,0.001186579378068764,0.009819967266775809,0.004214402618657798,0.00042873355470562924
ENSG00000164136,0.04998363338788858,0.16793780687397697,0.3559001636661211,0.16348198898743216
ENSG00000164418,0.7685679214402619,0.9270458265139117,0.9819230769230769,0.8969190029843218
ENSG00000164509,0.7733878887070376,0.6040589198036006,0.8283797054009819,0.89814635786642
ENSG00000164604,0.7690343698854337,0.7736415711947626,0.9292225859247136,0.828540204278929
ENSG00000164764,0.0876104746317512,0.1519639934533551,0.2790425531914893,0.12223109579252667
ENSG00000164920,0.006407528641571236,0.027684124386252007,0.030613747954173487,0.0032281114707243264
ENSG00000165023,0.557315875613748,0.7603518821603928,0.9069148936170213,0.8483964524399983
ENSG00000165092,0.2262274959083469,0.32855973813420614,0.27956628477905066,0.30722542137783193
ENSG00000165309,0.4048527004909983,0.3344108019639934,0.5062111292962357,0.570896557521752
ENSG00000165731,0.6585351882160393,0.8007446808510639,0.9371767594108019,0.7808246816022866
ENSG00000165810,0.02118657937806878,0.07350245499181662,0.0258183306055646,0.026446975747131396
ENSG00000165917,0.8274795417348608,0.924165302782324,0.9257774140752864,0.6808456979530074
ENSG00000165935,0.034410801963993376,0.11894435351882149,0.27715220949263497,0.061964608465386095
ENSG00000166106,0.03453355155482807,0.10737315875613751,0.2590916530278232,0.07123702240342988
ENSG00000166148,0.1560310965630114,0.3884288052373158,0.5191243862520458,0.4155352864528603
ENSG00000166396,0.15012274959083471,0.3898772504091653,0.6161865793780688,0.5029969316127948
ENSG00000166501,0.04696399345335511,0.12681669394435346,0.1100572831423895,0.034214618973561484
ENSG00000166523,0.47344517184942714,0.5582242225859246,0.6865302782324059,0.6437644487411206
ENSG00000166578,0.24220130932896888,0.17297054009819957,0.2931096563011457,0.1796645790424951
ENSG00000166664,0.047250409165302765,0.17493453355155486,0.10515548281505727,0.08016476818965157
ENSG00000166736,0.5022585924713585,0.7473895253682488,0.8005155482815057,0.4089781850279518
ENSG00000167656,0.5675531914893617,0.5459983633387888,0.7541489361702127,0.5853389937371275
ENSG00000167768,0.9812438625204583,0.8234697217675941,0.9082569558101473,0.9826573073851457
ENSG00000167772,0.057176759410801914,0.17391162029459895,0.36134206219312603,0.19141692236560048
ENSG00000167874,0.6943535188216039,0.795,0.7355400981996727,0.6248245134714809
ENSG00000167912,0.1009574468085106,0.21497545008183305,0.2616939443535188,0.13596738262368135
ENSG00000168491,0.8513338788870703,0.6495335515548282,0.7845171849427168,0.7959816737421714
ENSG00000168502,0.129607201309329,0.33043371522094933,0.3729541734860884,0.0917994199487201
ENSG00000168539,0.2758837970540098,0.43608837970540093,0.5774058919803601,0.6024126770627549
ENSG00000168631,0.0033142389525367966,0.016407528641571245,0.007389525368248662,0.009322853179773882
ENSG00000168779,0.22530278232405887,0.33364157119476257,0.5450736497545008,0.13137741162624517
