,go_name,table,oddsr,p,q
GO:0006261,DNA-templated DNA replication,"[[59, 92], [708, 1159]]",1.0498188405797102,0.7940769854422804,1.0
GO:0006264,mitochondrial DNA replication,"[[59, 92], [708, 1159]]",1.0498188405797102,0.7940769854422804,1.0
GO:0006265,DNA topological change,"[[59, 92], [708, 1159]]",1.0498188405797102,0.7940769854422804,1.0
GO:0006266,DNA ligation,"[[59, 92], [709, 1158]]",1.0474336174648924,0.7942787163842651,1.0
GO:0006268,DNA unwinding involved in DNA replication,"[[59, 92], [709, 1158]]",1.0474336174648924,0.7942787163842651,1.0
GO:0006269,"DNA replication, synthesis of RNA primer","[[59, 92], [710, 1157]]",1.0450551132884263,0.794514329475559,1.0
GO:0006270,DNA replication initiation,"[[59, 92], [710, 1157]]",1.0450551132884263,0.794514329475559,1.0
GO:0006271,DNA strand elongation involved in DNA replication,"[[59, 92], [710, 1157]]",1.0450551132884263,0.794514329475559,1.0
GO:0006272,leading strand elongation,"[[59, 92], [710, 1157]]",1.0450551132884263,0.794514329475559,1.0
GO:0006273,lagging strand elongation,"[[59, 92], [710, 1157]]",1.0450551132884263,0.794514329475559,1.0
GO:0006275,regulation of DNA replication,"[[60, 91], [711, 1156]]",1.0720081606157557,0.7277733227980344,1.0
GO:0006278,RNA-templated DNA biosynthetic process,"[[60, 91], [711, 1156]]",1.0720081606157557,0.7277733227980344,1.0
GO:0006281,DNA repair,"[[62, 89], [713, 1154]]",1.127503663898388,0.4877000196128909,1.0
GO:0006282,regulation of DNA repair,"[[62, 89], [714, 1153]]",1.1249488559468732,0.48824458626299605,1.0
GO:0006283,transcription-coupled nucleotide-excision repair,"[[62, 89], [714, 1153]]",1.1249488559468732,0.48824458626299605,1.0
GO:0006284,base-excision repair,"[[62, 89], [714, 1153]]",1.1249488559468732,0.48824458626299605,1.0
GO:0006285,"base-excision repair, AP site formation","[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006287,"base-excision repair, gap-filling","[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006288,"base-excision repair, DNA ligation","[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006289,nucleotide-excision repair,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006290,pyrimidine dimer repair,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006294,"nucleotide-excision repair, preincision complex assembly","[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006297,"nucleotide-excision repair, DNA gap filling","[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006298,mismatch repair,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006301,postreplication repair,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006302,double-strand break repair,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006303,double-strand break repair via nonhomologous end joining,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006304,DNA modification,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006306,DNA methylation,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006307,DNA dealkylation involved in DNA repair,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006308,DNA catabolic process,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006309,apoptotic DNA fragmentation,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006310,DNA recombination,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006311,meiotic gene conversion,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006312,mitotic recombination,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006313,DNA transposition,"[[62, 89], [715, 1152]]",1.1224011943113066,0.5429272816708377,1.0
GO:0006325,chromatin organization,"[[62, 89], [719, 1148]]",1.1122814145739244,0.5440592587480012,1.0
GO:0006334,nucleosome assembly,"[[62, 89], [722, 1145]]",1.1047651654268729,0.6026707650855161,1.0
GO:0006335,DNA replication-dependent chromatin assembly,"[[62, 89], [722, 1145]]",1.1047651654268729,0.6026707650855161,1.0
GO:0006337,nucleosome disassembly,"[[62, 89], [724, 1143]]",1.0997889378608232,0.6030890264091087,1.0
GO:0006338,chromatin remodeling,"[[65, 86], [730, 1137]]",1.1772061165976426,0.3422067729677823,1.0
GO:0006346,DNA methylation-dependent heterochromatin formation,"[[65, 86], [730, 1137]]",1.1772061165976426,0.3422067729677823,1.0
GO:0006349,regulation of gene expression by genomic imprinting,"[[65, 86], [730, 1137]]",1.1772061165976426,0.3422067729677823,1.0
GO:0006351,DNA-templated transcription,"[[65, 86], [742, 1125]]",1.1459443364884347,0.43778653038557946,1.0
GO:0006352,DNA-templated transcription initiation,"[[65, 86], [743, 1124]]",1.143384769476353,0.43824395240139585,1.0
GO:0006353,DNA-templated transcription termination,"[[65, 86], [744, 1123]]",1.1408320830207552,0.43877718388694786,1.0
GO:0006354,DNA-templated transcription elongation,"[[65, 86], [744, 1123]]",1.1408320830207552,0.43877718388694786,1.0
GO:0006355,regulation of DNA-templated transcription,"[[66, 85], [767, 1100]]",1.113582329933277,0.548048281273663,1.0
GO:0006356,regulation of transcription by RNA polymerase I,"[[66, 85], [768, 1099]]",1.1111213235294117,0.5483875586552122,1.0
GO:0006357,regulation of transcription by RNA polymerase II,"[[73, 78], [841, 1026]]",1.1417726150187506,0.44529139210963,1.0
GO:0006359,regulation of transcription by RNA polymerase III,"[[73, 78], [841, 1026]]",1.1417726150187506,0.44529139210963,1.0
GO:0006360,transcription by RNA polymerase I,"[[73, 78], [841, 1026]]",1.1417726150187506,0.44529139210963,1.0
GO:0006361,transcription initiation at RNA polymerase I promoter,"[[73, 78], [841, 1026]]",1.1417726150187506,0.44529139210963,1.0
GO:0006362,transcription elongation by RNA polymerase I,"[[73, 78], [841, 1026]]",1.1417726150187506,0.44529139210963,1.0
GO:0006363,termination of RNA polymerase I transcription,"[[73, 78], [841, 1026]]",1.1417726150187506,0.44529139210963,1.0
GO:0006364,rRNA processing,"[[73, 78], [848, 1019]]",1.1246220367682631,0.49787930778836054,1.0
GO:0006366,transcription by RNA polymerase II,"[[74, 77], [850, 1017]]",1.1498548510313216,0.4449332523100581,1.0
GO:0006367,transcription initiation at RNA polymerase II promoter,"[[74, 77], [850, 1017]]",1.1498548510313216,0.4449332523100581,1.0
GO:0006368,transcription elongation by RNA polymerase II,"[[75, 76], [850, 1017]]",1.1807275541795665,0.3506261489797402,1.0
GO:0006369,termination of RNA polymerase II transcription,"[[75, 76], [850, 1017]]",1.1807275541795665,0.3506261489797402,1.0
GO:0006370,7-methylguanosine mRNA capping,"[[75, 76], [853, 1014]]",1.1731042142284198,0.35168735557333997,1.0
GO:0006376,mRNA splice site recognition,"[[75, 76], [853, 1014]]",1.1731042142284198,0.35168735557333997,1.0
GO:0006378,mRNA polyadenylation,"[[75, 76], [853, 1014]]",1.1731042142284198,0.35168735557333997,1.0
GO:0006382,adenosine to inosine editing,"[[75, 76], [853, 1014]]",1.1731042142284198,0.35168735557333997,1.0
GO:0006383,transcription by RNA polymerase III,"[[75, 76], [856, 1011]]",1.165534308903099,0.3962951363629694,1.0
GO:0006384,transcription initiation at RNA polymerase III promoter,"[[75, 76], [856, 1011]]",1.165534308903099,0.3962951363629694,1.0
GO:0006386,termination of RNA polymerase III transcription,"[[75, 76], [856, 1011]]",1.165534308903099,0.3962951363629694,1.0
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation","[[77, 74], [856, 1011]]",1.2289561758019703,0.23538625132832536,0.9894044645442919
GO:0006390,mitochondrial transcription,"[[78, 73], [856, 1011]]",1.2619702982972731,0.17533938069608496,0.8555524327895078
GO:0006391,transcription initiation at mitochondrial promoter,"[[78, 73], [856, 1011]]",1.2619702982972731,0.17533938069608496,0.8555524327895078
GO:0006392,transcription elongation by mitochondrial RNA polymerase,"[[78, 73], [856, 1011]]",1.2619702982972731,0.17533938069608496,0.8555524327895078
GO:0006393,termination of mitochondrial transcription,"[[78, 73], [856, 1011]]",1.2619702982972731,0.17533938069608496,0.8555524327895078
GO:0006396,RNA processing,"[[78, 73], [858, 1009]]",1.2565379825653797,0.20309103705466536,0.9001728795790428
GO:0006397,mRNA processing,"[[78, 73], [861, 1006]]",1.2484368287909886,0.20358516122951872,0.9001728795790428
GO:0006398,mRNA 3'-end processing by stem-loop binding and cleavage,"[[78, 73], [861, 1006]]",1.2484368287909886,0.20358516122951872,0.9001728795790428
GO:0006399,tRNA metabolic process,"[[78, 73], [861, 1006]]",1.2484368287909886,0.20358516122951872,0.9001728795790428
GO:0006400,tRNA modification,"[[78, 73], [863, 1004]]",1.2430673502754013,0.20427781986373977,0.9001728795790428
GO:0006401,RNA catabolic process,"[[78, 73], [863, 1004]]",1.2430673502754013,0.20427781986373977,0.9001728795790428
GO:0006402,mRNA catabolic process,"[[78, 73], [865, 1002]]",1.2377227017182675,0.23514012915355637,0.9894044645442919
GO:0006403,RNA localization,"[[78, 73], [865, 1002]]",1.2377227017182675,0.23514012915355637,0.9894044645442919
GO:0006404,RNA import into nucleus,"[[78, 73], [865, 1002]]",1.2377227017182675,0.23514012915355637,0.9894044645442919
GO:0006405,RNA export from nucleus,"[[78, 73], [865, 1002]]",1.2377227017182675,0.23514012915355637,0.9894044645442919
GO:0006406,mRNA export from nucleus,"[[78, 73], [868, 999]]",1.2297519096016665,0.2357122279903755,0.9894044645442919
GO:0006407,rRNA export from nucleus,"[[78, 73], [868, 999]]",1.2297519096016665,0.2357122279903755,0.9894044645442919
GO:0006408,snRNA export from nucleus,"[[78, 73], [868, 999]]",1.2297519096016665,0.2357122279903755,0.9894044645442919
GO:0006409,tRNA export from nucleus,"[[78, 73], [869, 998]]",1.2271072087267683,0.23605337534909515,0.9894044645442919
GO:0006412,translation,"[[79, 72], [877, 990]]",1.2385974914481186,0.2354879092159208,0.9894044645442919
GO:0006413,translational initiation,"[[79, 72], [878, 989]]",1.2359371045304985,0.235572579679971,0.9894044645442919
GO:0006414,translational elongation,"[[79, 72], [880, 987]]",1.2306344696969698,0.23596761043608577,0.9894044645442919
GO:0006415,translational termination,"[[79, 72], [880, 987]]",1.2306344696969698,0.23596761043608577,0.9894044645442919
GO:0006417,regulation of translation,"[[79, 72], [884, 983]]",1.2201011814982403,0.27085473478741806,0.9986308612562869
GO:0006418,tRNA aminoacylation for protein translation,"[[80, 71], [884, 983]]",1.2529475495506979,0.2039278784388038,0.9001728795790428
GO:0006419,alanyl-tRNA aminoacylation,"[[80, 71], [885, 982]]",1.250258613829872,0.20410505912835225,0.9001728795790428
GO:0006420,arginyl-tRNA aminoacylation,"[[80, 71], [885, 982]]",1.250258613829872,0.20410505912835225,0.9001728795790428
GO:0006421,asparaginyl-tRNA aminoacylation,"[[80, 71], [886, 981]]",1.247575747941373,0.20435478424265716,0.9001728795790428
GO:0006422,aspartyl-tRNA aminoacylation,"[[80, 71], [886, 981]]",1.247575747941373,0.20435478424265716,0.9001728795790428
GO:0006423,cysteinyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006424,glutamyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006425,glutaminyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006427,histidyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006428,isoleucyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006429,leucyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006430,lysyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006431,methionyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006432,phenylalanyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006433,prolyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006434,seryl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006435,threonyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006436,tryptophanyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006437,tyrosyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006438,valyl-tRNA aminoacylation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006446,regulation of translational initiation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006448,regulation of translational elongation,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006449,regulation of translational termination,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006450,regulation of translational fidelity,"[[80, 71], [887, 980]]",1.2448989313558918,0.20467698968850376,0.9001728795790428
GO:0006457,protein folding,"[[81, 70], [895, 972]]",1.2566959297685554,0.20404143397476487,0.9001728795790428
GO:0006458,'de novo' protein folding,"[[81, 70], [895, 972]]",1.2566959297685554,0.20404143397476487,0.9001728795790428
GO:0006463,steroid hormone receptor complex assembly,"[[81, 70], [895, 972]]",1.2566959297685554,0.20404143397476487,0.9001728795790428
GO:0006465,signal peptide processing,"[[81, 70], [896, 971]]",1.2540019132653062,0.20411608328063077,0.9001728795790428
GO:0006468,protein phosphorylation,"[[82, 69], [924, 943]]",1.2128427128427128,0.27185669822437203,0.9986308612562869
GO:0006469,negative regulation of protein kinase activity,"[[82, 69], [926, 941]]",1.2076564309637838,0.2725784241622681,0.9986308612562869
GO:0006470,protein dephosphorylation,"[[83, 68], [934, 933]]",1.2192813956417685,0.2713955105913498,0.9986308612562869
GO:0006473,protein acetylation,"[[84, 67], [934, 933]]",1.2523890185049058,0.20446211455896307,0.9001728795790428
GO:0006474,N-terminal protein amino acid acetylation,"[[84, 67], [935, 932]]",1.249708675871977,0.2046647506077161,0.9001728795790428
GO:0006475,internal protein amino acid acetylation,"[[84, 67], [935, 932]]",1.249708675871977,0.2046647506077161,0.9001728795790428
GO:0006476,protein deacetylation,"[[84, 67], [935, 932]]",1.249708675871977,0.2046647506077161,0.9001728795790428
GO:0006477,protein sulfation,"[[84, 67], [935, 932]]",1.249708675871977,0.2046647506077161,0.9001728795790428
GO:0006478,peptidyl-tyrosine sulfation,"[[84, 67], [935, 932]]",1.249708675871977,0.2046647506077161,0.9001728795790428
GO:0006479,protein methylation,"[[85, 66], [937, 930]]",1.2782574949063743,0.1514264788986371,0.8206582778196041
GO:0006480,N-terminal protein amino acid methylation,"[[85, 66], [937, 930]]",1.2782574949063743,0.1514264788986371,0.8206582778196041
GO:0006481,C-terminal protein methylation,"[[85, 66], [937, 930]]",1.2782574949063743,0.1514264788986371,0.8206582778196041
GO:0006482,protein demethylation,"[[85, 66], [937, 930]]",1.2782574949063743,0.1514264788986371,0.8206582778196041
GO:0006486,protein glycosylation,"[[85, 66], [939, 928]]",1.2727918159228064,0.17571440008856948,0.8555524327895078
GO:0006487,protein N-linked glycosylation,"[[85, 66], [942, 925]]",1.2646368139998714,0.17635449049376628,0.8555524327895078
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,"[[86, 65], [943, 924]]",1.2964189575006118,0.12882826258641622,0.8206582778196041
GO:0006489,dolichyl diphosphate biosynthetic process,"[[86, 65], [943, 924]]",1.2964189575006118,0.12882826258641622,0.8206582778196041
GO:0006490,oligosaccharide-lipid intermediate biosynthetic process,"[[86, 65], [943, 924]]",1.2964189575006118,0.12882826258641622,0.8206582778196041
GO:0006491,N-glycan processing,"[[86, 65], [943, 924]]",1.2964189575006118,0.12882826258641622,0.8206582778196041
GO:0006493,protein O-linked glycosylation,"[[86, 65], [948, 919]]",1.2826030509574813,0.1508363540468225,0.8206582778196041
GO:0006497,protein lipidation,"[[86, 65], [948, 919]]",1.2826030509574813,0.1508363540468225,0.8206582778196041
GO:0006499,N-terminal protein myristoylation,"[[86, 65], [948, 919]]",1.2826030509574813,0.1508363540468225,0.8206582778196041
GO:0006501,C-terminal protein lipidation,"[[86, 65], [948, 919]]",1.2826030509574813,0.1508363540468225,0.8206582778196041
GO:0006505,GPI anchor metabolic process,"[[86, 65], [948, 919]]",1.2826030509574813,0.1508363540468225,0.8206582778196041
GO:0006506,GPI anchor biosynthetic process,"[[86, 65], [951, 916]]",1.2743832403138398,0.175560104450452,0.8555524327895078
GO:0006507,GPI anchor release,"[[86, 65], [951, 916]]",1.2743832403138398,0.175560104450452,0.8555524327895078
GO:0006508,proteolysis,"[[87, 64], [986, 881]]",1.2146139705882353,0.271010502251832,0.9986308612562869
GO:0006509,membrane protein ectodomain proteolysis,"[[87, 64], [986, 881]]",1.2146139705882353,0.271010502251832,0.9986308612562869
GO:0006511,ubiquitin-dependent protein catabolic process,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006513,protein monoubiquitination,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006516,glycoprotein catabolic process,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006517,protein deglycosylation,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006518,peptide metabolic process,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006520,amino acid metabolic process,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006521,regulation of cellular amino acid metabolic process,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006525,arginine metabolic process,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006526,arginine biosynthetic process,"[[87, 64], [1001, 866]]",1.1760427072927073,0.3518829807316032,1.0
GO:0006527,arginine catabolic process,"[[87, 64], [1002, 865]]",1.1735123502994012,0.39609192071930127,1.0
GO:0006528,asparagine metabolic process,"[[87, 64], [1002, 865]]",1.1735123502994012,0.39609192071930127,1.0
GO:0006529,asparagine biosynthetic process,"[[87, 64], [1003, 864]]",1.1709870388833499,0.396104668120136,1.0
GO:0006531,aspartate metabolic process,"[[87, 64], [1003, 864]]",1.1709870388833499,0.396104668120136,1.0
GO:0006532,aspartate biosynthetic process,"[[87, 64], [1003, 864]]",1.1709870388833499,0.396104668120136,1.0
GO:0006533,aspartate catabolic process,"[[87, 64], [1004, 863]]",1.1684667579681276,0.3961936844928607,1.0
GO:0006534,cysteine metabolic process,"[[87, 64], [1004, 863]]",1.1684667579681276,0.3961936844928607,1.0
GO:0006535,cysteine biosynthetic process from serine,"[[87, 64], [1004, 863]]",1.1684667579681276,0.3961936844928607,1.0
GO:0006536,glutamate metabolic process,"[[87, 64], [1006, 861]]",1.1634412276341948,0.39660045483769024,1.0
GO:0006537,glutamate biosynthetic process,"[[87, 64], [1006, 861]]",1.1634412276341948,0.39660045483769024,1.0
GO:0006538,glutamate catabolic process,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006539,glutamate catabolic process via 2-oxoglutarate,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006540,glutamate decarboxylation to succinate,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006541,glutamine metabolic process,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006542,glutamine biosynthetic process,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006543,glutamine catabolic process,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006544,glycine metabolic process,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006545,glycine biosynthetic process,"[[87, 64], [1007, 860]]",1.1609359483614696,0.39691810505728586,1.0
GO:0006546,glycine catabolic process,"[[87, 64], [1009, 858]]",1.1559402874132805,0.44478537199103496,1.0
GO:0006547,histidine metabolic process,"[[87, 64], [1009, 858]]",1.1559402874132805,0.44478537199103496,1.0
GO:0006548,histidine catabolic process,"[[87, 64], [1010, 857]]",1.1534498762376237,0.44482181255955355,1.0
GO:0006550,isoleucine catabolic process,"[[87, 64], [1011, 856]]",1.1509643916913948,0.44493186238016846,1.0
GO:0006552,leucine catabolic process,"[[87, 64], [1011, 856]]",1.1509643916913948,0.44493186238016846,1.0
GO:0006554,lysine catabolic process,"[[87, 64], [1011, 856]]",1.1509643916913948,0.44493186238016846,1.0
GO:0006555,methionine metabolic process,"[[87, 64], [1011, 856]]",1.1509643916913948,0.44493186238016846,1.0
GO:0006556,S-adenosylmethionine biosynthetic process,"[[87, 64], [1011, 856]]",1.1509643916913948,0.44493186238016846,1.0
GO:0006559,L-phenylalanine catabolic process,"[[87, 64], [1011, 856]]",1.1509643916913948,0.44493186238016846,1.0
GO:0006560,proline metabolic process,"[[87, 64], [1011, 856]]",1.1509643916913948,0.44493186238016846,1.0
