,Cecum,Ascending colon,Hepatic flexure of colon,Transverse colon,Descending colon,Sigmoid colon,Rectosigmoid junction,"Rectum, NOS"
ENSG00000001626,34.895766929494,31.9690613814704,53.6605027824436,16.999732161547108,34.73177743916085,33.4375775706673,26.97457484662765,27.32223893995861
ENSG00000001629,4.7492048940017,5.209069342045999,6.030861974131501,6.320929142913401,6.526767694930902,5.9772071243591505,6.077362753041699,6.543320950474401
ENSG00000001630,3.1500082025291496,2.746903938784181,3.96912379852862,2.1861345714787745,3.537673774896615,2.739888187266795,2.1734622855431946,2.6148357678229104
ENSG00000001631,4.048433758133301,3.8894850740911497,3.7878443510780997,4.170202345604201,4.4095298221721,4.118327288186851,3.980430660641801,4.445376557187
ENSG00000002016,1.49403506048251,1.669293057891705,0.9969974690152901,1.936068784879974,1.6265342269312955,1.5649593317684096,1.4371464581040296,1.4846425871900095
ENSG00000002079,0.06066434753678601,0.07057256928641797,0.079470019087323,0.072260625431442,0.0485616758362205,0.06494307819692151,0.0737083097735825,0.052150463195937996
ENSG00000002330,8.616597893911106,10.649667048521447,11.709874083655201,12.349239964477249,11.555906749217744,8.458399864549449,14.354182710789452,10.610742199143097
ENSG00000002549,24.0985292879878,34.573184570125804,27.755330869070697,23.043609072683196,20.57529469304045,19.833972926828306,20.592438805735704,21.340249447060202
ENSG00000002586,49.301158005855996,47.311386262076496,47.807517755611,43.79112027843449,37.447015809857405,48.57490411114399,49.035229032246,40.270085054275995
ENSG00000002587,1.8091465028431397,1.6405119952587852,1.0570428668857499,1.365051434837405,0.9330171002856202,1.560962855512095,1.3053607288324849,1.3746952301936401
ENSG00000002726,67.45016047813331,48.878637713832575,53.067180951317184,55.000773167106246,39.43078482390451,54.05917374212801,75.1212373897135,55.52504810705
ENSG00000002745,0.067157016285034,0.050198181884227006,0.08548253787988,0.09538623930701048,0.05690323119541,0.062438739540780504,0.076572726973173,0.05076030396808501
ENSG00000002746,0.09042258459750702,0.12951825890705598,0.05909555837529,0.09986909543188001,0.12179321522748553,0.12839002502293,0.10421358461843551,0.11232430179137301
ENSG00000002822,2.255650724003761,2.32872334856211,3.717502816904469,2.35215784020005,2.671057613172615,2.938128564589195,2.5983621861113946,2.822780973626049
ENSG00000002834,37.17369795960599,32.566869814943516,24.626011442960987,27.680770412680488,48.4924395247675,37.5383790050125,37.912541343526996,29.498419813325995
ENSG00000002919,4.1418773786441,3.8639569341920996,4.8708178363872,5.116569624584001,4.699779194521648,3.6148764323652998,5.2672249905570485,3.7377370271328996
ENSG00000002933,78.9827963034593,82.1367977154128,63.65997504290338,68.46499955721954,89.68401400817099,76.41331880659949,77.893529650662,81.58121652233197
ENSG00000003056,13.094353765617797,11.075144028516998,25.682987166561695,7.665050047546199,18.150813062778802,14.97184415954436,12.478976146135249,14.984596238032296
ENSG00000003096,0.683004325977408,1.3126168054761356,0.7284354136751781,0.7610093258478691,0.507321519935086,0.633673995137519,0.6655328841958881,0.444376161791047
ENSG00000003137,0.6990324891684399,0.881115676683248,0.523008875889184,0.6141191243969655,0.64133231217537,0.7344468684922155,0.545910828639462,0.47742255470082995
ENSG00000003147,10.895342843834701,11.2141267814122,11.810930577003703,9.9224536260104,11.222592080071049,10.064759171727804,13.421533258666702,10.683500129905
ENSG00000003249,6.103040644448901,8.057181167317749,5.930069597871302,7.552062468514302,6.220951607932441,7.479564771496435,4.033917845612906,6.135102658745099
ENSG00000003393,1.5049672293701795,1.74201662411661,1.7538834696890602,1.0374933648821747,1.3285421134552702,1.3443172038503652,1.7892840113156951,1.61555650796753
ENSG00000003400,4.362247428196101,4.672590421040299,6.0543130711338975,7.342531125836334,2.4350915721138886,3.297297791409365,4.424550093564999,3.293486426048098
ENSG00000003402,3.0778386403376796,2.3079496471709398,2.0144467330692404,2.2917406170917696,3.0651387959533043,2.681006568651215,2.9518896920112896,2.294450949094001
ENSG00000003436,1.5791621999257102,1.9889549277574399,1.4893986428854,1.277926459439875,1.0799794221074501,1.5293761061320852,1.3853777373890899,1.2382172841655101
ENSG00000003509,2.4868331438970195,2.18725914956614,1.0272682760556098,2.3629754191102155,2.6797939006100044,2.5571271612230255,2.1515898628810755,2.6173623230691287
ENSG00000003756,4.6234709749865,3.6572213374997995,3.093749943580498,3.1262080827256007,4.517224735302751,3.92343286359905,5.21615991004655,4.6182493674168015
ENSG00000003987,0.13049644574296698,0.16424849875484052,0.125268000659436,0.1164000382945995,0.09926593609292299,0.14314295029513352,0.1164802596898635,0.12819176055139497
ENSG00000003989,0.7579445658103221,0.802279254043625,0.16974902990358998,0.7004784603749645,0.7238364972793595,0.4577736269042105,0.5952811815758371,0.444515112844021
ENSG00000004059,46.92635830706598,55.201877916074494,35.972976331436,54.11551854670199,47.787984994617005,46.62295435412949,52.526710190624996,71.701656500431
ENSG00000004139,0.76127315385544,0.53903852966696,0.6004713972631102,0.7880115072123249,0.714160862315995,0.677136476025995,0.6705286568921551,0.5262972648579598
ENSG00000004142,33.263488227132,43.78243317826349,33.45505437193299,41.344359231267504,40.16438589698899,40.30188786884152,38.99931204946252,41.21861357007302
ENSG00000004399,13.253812376722596,9.146333996844952,3.82055327582,7.9098373984534005,5.529412959754535,7.005198427621436,7.265208925202,8.136909402857802
ENSG00000004455,14.748962374887896,13.635122111239745,10.4325991347512,10.499101593778601,21.235972342380663,16.75425557868655,13.89345630036491,15.645229409644202
ENSG00000004468,1.1874961301181701,1.1182193149042021,1.27736032782839,1.0289862390888926,0.56387532748381,0.765652266883207,0.6889689170809815,0.906659028394017
ENSG00000004478,32.811232080574,24.946164105999998,17.329213489984,28.412382475536496,38.10905441278001,32.653241130150796,34.47863085220761,32.42923747178699
ENSG00000004487,11.349499396794798,15.030999547194046,4.982174619522709,16.493781826469053,18.7259424707838,17.697864038210607,14.045697161983455,17.877899572978393
ENSG00000004534,8.7796868483243,7.248749523831352,9.1979258442577,6.943889592875701,9.2515873705602,9.177420944507901,9.9521843518918,7.834062058875002
ENSG00000004660,1.82206402808528,2.1281339980075793,1.97776297806739,1.5999713158739501,1.9711337319920554,1.8261363733995957,1.516806966480395,1.7723067282786698
ENSG00000004700,4.89255167925675,4.594240731502845,4.399093053060202,4.416275335510135,6.306715900784451,5.229477607002101,4.874060090605106,4.523065268454102
ENSG00000004766,2.0723914660081704,1.6576744792505043,2.8349989588610187,2.09844438070075,1.12085444207752,2.04273305373793,1.7296750543169246,1.97182067285308
ENSG00000004776,1.912728875169117,3.226794464549452,3.047112774642831,2.487810916355521,2.395899710731735,7.72244065107465,4.79245253438892,6.232189316695321
ENSG00000004777,2.17312922053277,1.7302606699593048,1.5790996993819602,2.14324961938933,2.2425629495576747,2.060251208858975,1.6605599293194506,2.3713978918467093
ENSG00000004779,31.612945488050983,32.64842972974349,34.137486175870976,37.49390011940349,37.585976491905896,31.3262929886725,34.557410752771005,25.736389030460998
ENSG00000004799,6.187814965615159,4.095449812340615,4.6138448074220095,2.9233479130585303,3.9674606024761454,4.50856496987988,5.18396002668773,4.124174316657459
ENSG00000004809,0.038298167288858,0.034438835311763005,0.041299282141584,0.046565548229974496,0.032564476078139996,0.040185788750106,0.0331767145355105,0.035198786401805
ENSG00000004838,0.19778724664793107,0.17297813963047848,0.15196495816774797,0.20905908076279947,0.1626413687436845,0.10939085977166299,0.11308188827771254,0.17452790185706302
ENSG00000004848,0.183206604875579,0.18753193874933,0.334829325242896,0.361018152140975,0.08952839669068499,0.050076838039218,0.066282807836739,0.08545417043732399
ENSG00000004864,9.558740183925696,9.34246698854325,10.020690344223699,8.91623376066245,12.3726458230285,7.493275439351201,8.27695889017725,9.1369220996082
ENSG00000004866,2.3318553909320006,2.418941591265501,2.8368690392776,2.3277548560780694,3.7549172213401985,2.668422505254137,2.8222156071180997,2.4503249806369
ENSG00000004897,4.968179125727602,6.2733177488358525,4.726152434325201,6.156395559063453,5.4581557873432995,6.353366196522348,5.796689538495899,6.0755816837612
ENSG00000004948,0.059035858175535,0.0357990957554795,0.09946938408463,0.028977811436674498,0.061071073080199496,0.043450345824075004,0.053624714406795004,0.043562508953514
ENSG00000004961,10.2144250521497,11.311657638811251,8.5060573585749,10.67687846317205,10.500671647906003,12.69024477678289,13.312304921136455,8.961792863693503
ENSG00000004975,4.438748773567298,3.3410813003270494,3.1271336749412004,3.6138253306868506,3.6161104325006495,4.78892110505315,3.8719303097566993,4.071149751501801
ENSG00000005001,15.1987129891347,12.346483709514551,12.208879688463401,12.1728061282103,14.105731341020151,12.6789854160142,14.975779284614745,15.538758412876499
ENSG00000005007,9.895460066661208,9.196090472711496,9.024648794478104,8.53880940338265,18.43456031207225,12.3322104991639,9.69023966335675,15.214159593141204
ENSG00000005020,8.2790380757659,7.392985196146551,7.099556751414699,4.35925025886365,9.6423360707748,8.99156367844735,9.530170144811798,9.6586490931282
ENSG00000005022,400.11814212622505,406.9319537567452,511.3804683629901,450.91633798746994,335.6406121222999,455.5028928621156,558.6359494676931,420.44313474438013
ENSG00000005059,6.56196388324943,7.1254568990238845,5.464074877408171,5.580662448708765,4.51258863724855,3.8171307489056496,4.3693871297569,4.160582981163499
ENSG00000005073,6.5293110077621,6.8666898228689,7.696880642178101,10.0681004726567,9.90478663552125,8.071194804432299,6.965151891923995,8.93031468143144
ENSG00000005075,18.54444202137381,19.27254721332205,21.151124255465803,17.820989691322296,33.60525610154586,19.774953047104354,23.580350316363003,20.86625614112151
ENSG00000005100,3.659015260348701,3.3950202165742986,1.9726160118374025,3.962493844452001,7.6929852799685,4.85691023234645,4.3898457884446,5.435928592413099
ENSG00000005102,0.7754129871942539,1.0349788792715842,1.50970791129925,0.854887761726808,0.6126818018074625,0.953572352084308,0.7790960092645376,0.8781169399136611
ENSG00000005108,0.171782634304556,0.18181135480192,0.18037809499998303,0.152675658313631,0.21998907486640706,0.1783519314594775,0.1607969965092475,0.13182702193684598
ENSG00000005156,1.697886195815249,2.2168518596214946,1.8212672405351604,2.3217946025815044,2.38583943082118,2.3663671069115346,1.5621885492414203,2.3131763510437704
ENSG00000005175,3.8793334098920997,4.678111913024901,3.0457035790782,3.362162390540151,2.030570963589099,4.488999594652601,4.3701662963865004,5.218225378761298
ENSG00000005187,2.8571195313134194,1.906337709847885,2.4487228501433997,4.56471680061143,2.5904256474000302,2.1814026197502097,3.2924637917562753,2.7834876505540502
ENSG00000005189,1.5334604855545897,1.3863040773664603,1.4324242592973295,0.9830483504477501,1.1823715366193148,1.456188533943175,1.0419409151575898,1.1791534793000698
ENSG00000005194,7.962754469797503,8.463895646469002,7.589870107852597,10.445088135518546,9.573118266597145,8.790047733083203,12.14455635306275,10.5237681929407
ENSG00000005206,9.557365853627598,8.621002935192752,7.158428029562899,8.5914871661917,5.3120250409326015,9.156467200908246,7.84846102225565,11.482593863959202
ENSG00000005238,3.4674003102367,3.7327571037060343,2.44420755872477,1.7910484662360444,1.0095756058942555,2.61914293237887,3.476307761701249,3.6582846431231397
ENSG00000005243,3.0835438054563697,4.692478694791685,2.814589793912229,3.7967301177536843,6.511649359679106,3.112029301679585,2.97424067288795,3.2369348565274403
ENSG00000005249,2.9238719917034004,2.379828463393615,1.580618929939517,1.9411723600492645,1.801416338983854,1.7521703367538606,1.43342909598923,1.19753926667375
ENSG00000005302,2.9443896555047004,2.3007284568392494,3.6859506209317985,2.3335072536313506,2.048124947166948,3.5459359518415496,3.5713219614584997,3.2398541944161003
ENSG00000005339,5.278326808164799,4.96841386607645,4.134416132513099,4.7849112523994,6.6934530862231005,5.1088331787409,6.680788954886948,5.987912737168799
ENSG00000005379,1.3366576191062558,1.1294922508329055,0.6089856388735402,2.027596598034045,1.08117232663086,1.9631794795562603,1.4592964110762798,1.6181129601523399
ENSG00000005381,0.10230440492076498,0.1261537261731065,0.072678965197069,0.099912308112777,0.12318797546054448,0.154613708190228,0.10348020737788649,0.11639866797938399
ENSG00000005421,0.083798291616699,0.061633478703493,0.113533424338186,0.147056743685815,0.036931493240215,0.050223933900755,0.055191226915426,0.086923454259125
ENSG00000005436,2.2229360562970895,2.13061648762838,1.4859882712607195,2.3352298990212947,1.8170306577724853,2.5740388308789948,2.3852156493594006,2.25532102095036
ENSG00000005448,4.769763954147619,4.1810550767912,3.085229715571421,4.474577603451041,2.066449974542885,2.8754970746969866,2.469755483679975,2.8812091190961002
ENSG00000005469,2.8254245557893,3.07702056743294,2.4511496049118797,2.7798213391358297,1.9887593547010303,2.7021588444773506,2.36903656906437,2.2056548220057897
ENSG00000005471,0.25131930557001103,0.165403879864567,0.23467667480631804,0.26746760136788905,0.1613196612135555,0.27940907933251397,0.243615152228959,0.204265570424691
ENSG00000005483,6.888155661408302,6.995176183934801,6.347169379077098,8.162139507693398,6.635813611836701,7.6476441359252,9.657098059212899,5.2413678594557
ENSG00000005486,22.60803565104409,21.48268759055,26.883545323556802,25.127962548418253,27.5384641935417,23.681731619800743,27.51512973460605,24.887542579482997
ENSG00000005513,0.635075307044045,1.0989463310253003,0.19236634454815799,0.283253678699135,0.4193138882361,0.2903794519951105,0.46305660138976146,0.4877053941566861
ENSG00000005700,5.8305307329234,7.496683248050051,7.700083374674502,8.851731000478303,4.20956795226245,4.6367704391066,5.618250602019502,6.6869627366882
ENSG00000005801,3.879790479733799,3.4366581200564505,4.004444200106899,3.3919679264888503,6.051514828651199,3.3258554259164006,4.08856139026695,3.9725060559048
ENSG00000005810,4.2459683140264195,3.4009169642820756,4.400705466463361,3.392798810748886,5.044982221601026,3.5811718245113995,3.9733641095499754,3.96442388617976
ENSG00000005812,4.958753601361201,4.991807010577049,2.539982820627099,2.8600513839426496,7.5196312639067,5.806572115605699,6.41907401780085,7.026981495237299
ENSG00000005844,3.2026397450717905,2.9771223981265047,2.5567753847020898,2.065015417583915,1.983719321082702,2.01780171020894,1.52590546751605,1.93190171617087
ENSG00000005882,5.185490543005141,3.746815479587256,4.9634771254217505,1.1529532887040697,4.65903818395932,5.968555131157,4.2111735870219,5.425926749517801
ENSG00000005884,15.574900577124005,15.390795776770798,13.9951829371272,12.667663984074348,13.566697452368,12.663521332534156,10.300134386508898,12.9024079883065
ENSG00000005889,2.63261651065653,2.2692296715035996,2.0871865833407,2.210399887040971,1.8946864421706744,2.1690442315698304,2.85315782422127,2.1857509663240506
ENSG00000005893,17.750332275510587,21.22142791718565,24.945126991564194,22.206600817225194,29.938309778550845,29.768432697381954,32.6118301542975,22.366941514469396
ENSG00000005961,0.054643967437246005,0.0836896278493235,0.054266989610182,0.05600626139679152,0.036485928345485495,0.059423049416706494,0.066855903000997,0.08515622850058599
ENSG00000005981,0.12981212846837398,0.0899021272534575,0.128686228060091,0.186427633702763,0.099041736127737,0.07904398488815599,0.0861865272412495,0.103311578956884
ENSG00000006007,16.1869753602585,18.689093894315796,11.578613567827801,18.3977583765858,21.984237297451802,18.21714846833155,13.251058326300651,18.516737314517705
ENSG00000006015,8.3659145198474,14.017429144022245,4.6225634397221995,17.405930704399747,7.563769000960999,11.05082381471775,15.150075012466099,17.112551108195497
ENSG00000006016,0.34740971628250295,0.3492488857009529,0.23703171181764393,0.5281394231060205,0.3416937894643921,0.4433265562444034,0.3567154994782115,0.404318506239302
ENSG00000006025,6.00500399986425,3.920056478116421,2.2291683906437196,5.453170666341,5.551708276459871,4.017772409126386,3.6501456678861697,4.506011940579031
ENSG00000006042,14.2592552450866,12.933302287201398,14.330175390351904,10.552531330325898,17.660783761684453,17.2588535102113,14.704021885072898,13.518735532753894
ENSG00000006047,5.6725198011193,5.35048180104902,3.0338271171248596,5.6889441592595205,3.242333353111625,4.6666356327891005,3.7061462788189643,5.2075007582773996
ENSG00000006062,3.4384389914401012,2.3604071643553457,2.88693172444279,2.67146658796838,2.943570900040325,2.6993421220884453,2.5251049347867607,2.5404273790063803
ENSG00000006071,0.079456056547287,0.0619200648778715,0.028810351153721,0.094915557668499,0.022722165332394503,0.036580930078674495,0.0363547017127675,0.027375086403690997
ENSG00000006118,7.361604130133161,7.091723092887896,4.7139355596243,8.1144782609401,6.660794645249889,6.0232120607887,8.118434696673415,6.201123099274998
ENSG00000006125,30.302271588213998,29.86158763918209,32.099089221087,32.44244087827651,18.61502284902251,37.56467227275449,23.42795097699925,20.615653609755
ENSG00000006128,0.28426206819466804,0.6272115020397095,0.28963908974039304,0.5195075986413824,0.449244660079285,1.3608219299878201,1.8893706160121686,0.911661705296337
ENSG00000006194,2.8703936831429004,2.9227868565507995,1.4780723240086004,3.201832293111001,5.524198051731849,4.3459234649857,3.0407604661841976,3.4121520047982017
ENSG00000006210,7.111562364751481,4.842942365137825,3.4297816794594502,3.526279417225344,4.42509269272245,3.7175722511657456,3.8574893904142455,4.42448874532498
ENSG00000006282,11.850249818686905,7.950510412546851,7.602905221364001,13.453830037654097,7.546065504205801,7.910702306651853,9.4894541853332,10.5181395161196
ENSG00000006283,0.024300778064886,0.023172852555459002,0.035477745449141,0.022811175028785997,0.021197779573984,0.036689264605526,0.0326160190977555,0.027586798242521998
ENSG00000006327,28.972999474835206,31.512506521649396,28.521627931654294,16.010604348770396,27.120293163683996,36.14414837687765,35.450482395446855,27.2753882695268
ENSG00000006377,0.142857651079574,0.10528824690476299,0.23420557802719702,0.5942042005108374,1.0550890279142338,0.200058095958875,0.298789369129177,0.712907276344539
ENSG00000006432,1.2275899336358194,1.1198934878380398,1.20593418344628,0.7904188543617301,0.7107262197115103,1.18960868305308,1.0491302851602902,1.2803239553810397
ENSG00000006451,15.859617895334196,14.77913645932815,12.572328548912097,21.5814266306701,24.226258012251947,16.380816107556903,17.88224729391275,21.211987321741795
ENSG00000006453,27.323984710539698,16.12683570625345,31.389334271985298,25.107299113141806,23.8743926109221,16.50654645807535,18.40043457203554,18.856357204445303
ENSG00000006459,6.4002874300813986,5.66958109609625,5.2017363279208,9.1625892524575,9.064320865972752,6.24725259633105,8.6118014554133,6.829887012851502
ENSG00000006468,1.5108531476996299,1.391920493709869,0.93352899898469,0.9283540412569851,0.908811111778788,0.954628720645502,0.899790800134576,0.8210922707287661
ENSG00000006530,2.8755016126010986,4.044509303115701,1.8812022813811993,4.071015823226698,4.71126032052125,2.886618688113799,2.55288315923755,3.4600764890679
ENSG00000006534,5.309111588142301,6.871049024813829,8.740841566837819,3.5063181118004003,4.809235632511801,4.16649532176105,4.533880036392144,6.011296306797199
ENSG00000006555,5.078918655335,4.116132068743269,6.996238128604201,6.1463397800772155,3.6164063562168494,4.353926873076302,4.533882712032598,5.518326924366599
ENSG00000006576,1.76930751874841,1.9142600431923702,1.60978618107759,1.93861010986936,1.9375055629425704,2.04104333340427,1.619652057485625,1.7852215409405998
ENSG00000006606,1.2695902600412559,1.2431698323672453,1.026263619379585,0.4781636623854054,1.343894626488524,1.047882279491723,1.297177370542404,0.7760788035892191
ENSG00000006607,3.483828593966699,3.491104630065199,2.4881294249695003,3.294004663085653,4.335261334034551,3.5528511834413,3.3386066780903505,3.2285689450848007
ENSG00000006611,22.673657575896,16.115823218549444,22.943973517010008,17.62624244798196,15.360855340522903,23.09465919958425,21.7111715638202,25.438450455748992
ENSG00000006625,31.423574192421995,37.1197974621601,36.722335716239,34.86231000060501,47.07139199492249,34.49458257864269,34.3151318363254,29.989915952461004
ENSG00000006634,4.069232777136401,4.519893700336299,3.8063603980448004,4.0941960519399,5.957327146921475,4.492164274612751,3.678612338363851,4.749269272361399
ENSG00000006638,0.7255116070857799,0.7522393902317801,0.65566932920581,0.8513232217328301,0.5835873807650999,0.7247951072472351,0.564779569741845,0.6728383034936001
ENSG00000006652,5.114940810318098,6.183361650667701,3.1125008517191013,4.211497273176749,6.327923767484949,5.9276559409186005,6.5702906540978,4.048165469887799
ENSG00000006695,5.6000243688451015,5.11129939758545,3.6493677176803985,4.1468280370374,5.01752104725635,5.428824136964799,4.5814122363763,5.468104488020497
ENSG00000006704,9.412268553720995,9.717262198164999,11.4558132652337,10.550725984455154,10.43456044312065,9.870934504555798,12.1177522019189,10.677854565458603
ENSG00000006712,14.234991826010088,11.057114033111652,12.8263101300264,14.083842388531899,11.030094122227354,13.168404399908098,8.622538383392452,13.363593614158795
ENSG00000006715,4.514430959862899,4.688590945973997,3.6953482803875985,5.449878714083349,7.589200841482398,6.358946737211452,5.57219116480905,5.1957432715730985
ENSG00000006740,2.6830504632719197,2.312777101941985,1.53564574997969,2.4340568503888305,3.3869277787530505,2.87851959765388,2.0339922835425353,3.2421212291125294
ENSG00000006744,8.149737300092099,9.248794965291951,8.437925378953501,8.190779434844654,10.9193751917126,8.330010694200649,6.808758422503251,8.987737241863002
ENSG00000006747,1.5960393285177195,2.7003800685548622,1.4938868244393495,1.3608625102278336,1.667195199938285,1.129572593146714,1.9435517531135402,1.539396926827734
ENSG00000006756,12.166911183628702,10.698855753452897,19.3778912309447,13.713616846545902,10.227143333242196,18.644884967024147,15.081016610176901,12.816194775410803
ENSG00000006757,6.9179718989081,5.519866836528799,7.7517526297299995,7.6845428247333,5.116845778373466,8.513809765320248,7.6578367407184995,7.075603587102698
ENSG00000006788,0.023520779989929,0.0323275170317545,0.027637266529761,0.0192080642344315,0.0173329914509085,0.0211555073628945,0.024464960631831,0.027897964470648
ENSG00000006831,14.144461963638499,9.721645148238448,14.310646083637998,8.841993645091403,7.939599362994802,10.388949281485946,13.609666314659052,11.567801221909
ENSG00000006837,0.14541051243904501,0.14171237093140196,0.137297793741525,0.1325124980153185,0.18687970788525507,0.1625532019640765,0.149229656432887,0.16637998274994592
ENSG00000007038,0.242409960579709,0.251860329320865,0.136769424639267,0.30683555446222444,0.29263694394528605,0.2520838303838805,0.264554901475077,0.245477547526812
ENSG00000007047,2.5732826495642893,2.27614101439429,3.14296658729958,2.5155708240566503,2.762884888198974,2.6995008564579246,2.36786858533795,2.39116672920669
ENSG00000007062,28.682131576921797,23.249391537754104,21.332433485380697,22.76665520683739,22.675058468141096,17.89895490677048,22.564059810356156,17.2285035686996
ENSG00000007080,25.1448281370253,27.294815799080297,24.994740710887996,33.188631533392694,27.877488235184344,24.5635167866526,27.944307564678304,25.799675118115005
ENSG00000007129,0.6166297592254659,0.667049175544113,0.6320483378273201,0.6434832109002486,0.7604750223875141,0.725522402064187,0.6218272431236995,0.43599531014480997
ENSG00000007168,8.614403218067501,8.717401242360252,5.208711109977898,6.785710024855298,8.157962229799098,8.889960050304051,7.490093574705151,9.109553118611501
ENSG00000007171,24.546214710893302,20.816336561507207,18.8700206743533,32.44603412024669,8.25190648277921,10.607227476100455,14.976983987062148,16.845125991362877
ENSG00000007174,0.033251233511105004,0.026271135860296498,0.016667332043070998,0.03971474913985,0.04505671432483349,0.039919135269711505,0.027000046314732996,0.032371963660073
ENSG00000007202,14.421709836077596,12.187284508399145,11.752400103249599,11.634759749549854,12.19354775362445,14.107342888605647,9.203413541578957,11.975025984834097
ENSG00000007216,1.15556832402237,0.9128403230949661,1.54197375641045,1.9728703008920316,3.314271193033994,4.687702277847315,3.208695430141652,3.4620117606203
ENSG00000007237,1.60393472388682,2.4240149833814053,1.8727175670572103,2.3193647969937152,2.2242858494426603,2.58091855857192,2.2862439249730704,1.9791429087668202
ENSG00000007255,30.355860412392204,23.785090289287503,17.7248905490258,28.786247311713744,17.686399445141994,28.169391192010394,29.7224472194848,28.79339481632799
ENSG00000007264,0.7322121947751031,0.7461362705970516,0.5000998029376349,0.7689332505820106,0.426860986075302,0.4646830021129751,0.4157633347597296,0.5520233208458329
ENSG00000007306,33.4490288169997,88.75373263844267,77.85059067698991,56.42225723304651,104.7913048486696,86.22931506306699,95.16282368001856,59.751323582047334
ENSG00000007312,1.95548820107269,1.7210824998423853,1.429922306007891,1.279813741804485,1.1241047933350106,1.23144818816534,1.1437147056587151,1.3928324332758701
ENSG00000007314,0.029172355437266005,0.0337043074894845,0.034396699820275,0.0390202409145645,0.020945540060062006,0.03873645739002,0.034867853385915006,0.04327062415699899
ENSG00000007341,0.6619451500518698,0.65112320473467,0.2965241600528299,0.506849629204875,0.7284542136621548,1.008930060214975,0.727667563836,0.9549295423968798
ENSG00000007350,0.030811453419218,0.035373448254782,0.037300561829783,0.0325743158957075,0.0353604622064235,0.0366842781338375,0.0410808379342145,0.036296815967537
ENSG00000007372,0.22432099915159898,0.20480514927318802,0.13851848054560695,0.14958308657603953,0.10782141501803705,0.1409313962709035,0.1417836532918685,0.14407875129576997
ENSG00000007376,10.979341310572,12.232303517848749,8.6197581933531,16.64535194295521,15.325820745023599,12.876989726804101,16.197421914406995,14.432923565284902
ENSG00000007384,7.528888537705097,7.7412984625542975,3.387172986507,6.154788735837048,4.658155761307999,9.873087595082898,10.1566926003245,11.070832917498898
ENSG00000007392,4.589043038895799,4.451651243240151,3.5076260392741005,2.97459803440195,4.022689526820699,4.683376819689751,4.19995897733145,4.1939923669447
ENSG00000007402,0.7657982201804789,0.49681710154196856,1.050510699644995,1.1658003276567275,0.825774733071141,0.766219375902824,0.7502367601508124,0.785841273842532
ENSG00000007516,1.4955848350694216,1.0719723851396636,1.118316237417985,1.19933759505295,1.053330256690065,1.094660116410295,1.2336974068910833,1.01246386552785
ENSG00000007520,18.503327742132,24.36082917771276,21.342843778328103,16.60493941168145,21.02899588216249,21.816252034993198,24.2012029588464,21.409406380096897
ENSG00000007541,3.997137142808601,4.589975439488651,3.2960845503724006,4.218152061239699,4.259318209212699,5.375448222733,3.767297224591199,4.240462074096701
